,Year,Date,?,Schl,Rk.,?.1,Opp,Rk..1,?.2,?.3,PTS,OPP,MOV,?.4,OT,neutral
65,1989-90,1989-12-02,,Indiana,14,,Kentucky,,W,,71,69,2,,,True
66,1989-90,1989-12-02,,George Mason,,,Jackson State,,W,,92,87,5,,,True
67,1989-90,1989-12-02,,Maryland,,,Army,,W,,78,60,18,,,True
68,1989-90,1989-12-02,,Hardin-Simmons,,,Morehead State,,W,,71,69,2,,,True
69,1989-90,1989-12-02,,Bucknell,,,Navy,,W,,67,66,1,,,True
70,1989-90,1989-12-02,,Gonzaga,,,UNC Wilmington,,W,,55,48,7,,,True
71,1989-90,1989-12-02,,Louisville,13,,Notre Dame,19,W,,84,73,11,,,True
72,1989-90,1989-12-02,,Ohio,,,Bradley,,W,,72,53,19,,,True
73,1989-90,1989-12-02,,Oklahoma State,23,,Ohio State,,W,,81,59,22,,,True
74,1989-90,1989-12-02,,NC State,25,,Pittsburgh,18,W,,100,87,13,,,True
75,1989-90,1989-12-02,,Columbia,,,Portland,,W,,78,67,11,,,True
76,1989-90,1989-12-02,,Lehigh,,,Southern Methodist,,W,,69,49,20,,,True
77,1989-90,1989-12-02,,Stetson,,,Campbell,,W,,77,63,14,,,True
78,1989-90,1989-12-02,,Texas A&M,,,Idaho State,,W,,84,69,15,,,True
79,1989-90,1989-12-02,,TCU,,,Mississippi Valley State,,W,,90,75,15,,,True
80,1989-90,1989-12-02,,Arkansas State,,,Virginia Commonwealth,,W,,82,66,16,,,True
81,1989-90,1989-12-02,,James Madison,,,Virginia Military Institute,,W,,91,61,30,,,True
82,1989-90,1989-12-02,,Wagner,,,Nicholls State,,W,,70,63,7,,,True
83,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
84,1989-90,1989-12-02,,Old Dominion,,,West Virginia,,W,,73,69,4,,,True
85,1989-90,1989-12-02,,Wichita State,,,Colgate,,W,,101,87,14,,,True
86,1989-90,1989-12-02,,Wright State,,,South Alabama,,W,,96,82,14,,,True
87,1989-90,1989-12-03,,South Alabama,,,San Diego,,W,,77,72,5,,,True
88,1989-90,1989-12-04,,Georgia Tech,18,,Pittsburgh,22,W,,93,92,1,,,True
89,1989-90,1989-12-05,,NC State,19,,St. John's (NY),15,W,,67,58,9,,,True
90,1989-90,1989-12-05,,Seton Hall,,,Wake Forest,,W,,76,74,2,,,True
91,1989-90,1989-12-06,,Clemson,,,Providence,,W,,72,71,1,,,True
92,1989-90,1989-12-06,,Syracuse,1,,Duke,6,W,,78,76,2,,,True
93,1989-90,1989-12-07,,Georgetown,3,,North Carolina,17,W,,93,81,12,,,True
94,1989-90,1989-12-07,,Virginia,,,Villanova,,W,,73,65,8,,,True
95,1989-90,1989-12-08,,Boston University,,,East Tennessee State,,W,,78,73,5,,,True
96,1989-90,1989-12-08,,UAB,,,Georgia Southern,,W,,79,53,26,,,True
97,1989-90,1989-12-08,,Hawaii,,,George Washington,,W,,86,64,22,,,True
98,1989-90,1989-12-08,,Columbia,,,Howard,,W,,69,68,1,,,True
99,1989-90,1989-12-08,,Jackson State,,,Long Island University,,W,,85,73,12,,,True
100,1989-90,1989-12-08,,Morgan State,,,Georgia State,,W,,89,76,13,,,True
101,1989-90,1989-12-08,,Long Beach State,,,New Hampshire,,W,,68,47,21,,,True
102,1989-90,1989-12-08,,Eastern Michigan,,,St. Francis (NY),,W,,107,85,22,,,True
103,1989-90,1989-12-08,,Tulane,,,Tennessee Tech,,W,,93,91,2,,,True
0,1989-90,1989-12-08,,UTSA,,,Texas State,,W,,97,78,19,,,True
1,1989-90,1989-12-08,,Towson,,,Maryland-Baltimore County,,W,,100,97,3,,,True
2,1989-90,1989-12-08,,Colorado,,,Utah State,,W,,104,90,14,,,True
3,1989-90,1989-12-08,,Centenary (LA),,,Washington State,,W,,94,77,17,,,True
4,1989-90,1989-12-08,,Creighton,,,Western Michigan,,W,,98,87,11,,,True
5,1989-90,1989-12-09,,Auburn,,,Duquesne,,W,,79,74,5,,,True
6,1989-90,1989-12-09,,Alabama,21,,Eastern Kentucky,,W,,71,52,19,,,True
7,1989-90,1989-12-09,,Hawaii,,,Colorado,,W,,86,77,9,,,True
8,1989-90,1989-12-09,,Florida,25,,James Madison,,W,,85,77,8,,,True
9,1989-90,1989-12-09,,Maryland-Baltimore County,,,Loyola (MD),,W,,95,84,11,,,True
10,1989-90,1989-12-09,,Mercer,,,Long Island University,,W,,70,69,1,,,True
11,1989-90,1989-12-09,,Mississippi,,,Indiana State,,W,,70,64,6,,,True
12,1989-90,1989-12-09,,East Tennessee State,,,Monmouth,,W,,79,67,12,,,True
13,1989-90,1989-12-09,,Georgia Southern,,,North Texas,,W,,92,74,18,,,True
14,1989-90,1989-12-09,,Northwestern,,,Loyola (IL),,W,,85,65,20,,,True
15,1989-90,1989-12-09,,Rhode Island,,,Providence,,W,,78,77,1,,,True
16,1989-90,1989-12-09,,New Hampshire,,,South Alabama,,W,,66,65,1,,,True
17,1989-90,1989-12-09,,St. Francis (NY),,,Bethune-Cookman,,W,,97,93,4,,,True
18,1989-90,1989-12-09,,Tennessee State,,,Morgan State,,W,,88,65,23,,,True
19,1989-90,1989-12-09,,Tennessee Tech,,,Mississippi Valley State,,W,,95,90,5,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,1989-90,1989-12-09,,Texas State,,,Manhattan,,W,,76,74,2,,,True
22,1989-90,1989-12-09,,Towson,,,Mount St. Mary's,,W,,81,68,13,,,True
23,1989-90,1989-12-09,,George Washington,,,Utah State,,W,,83,76,7,,,True
24,1989-90,1989-12-09,,Vermont,,,Howard,,W,,86,57,29,,,True
25,1989-90,1989-12-09,,Washington State,,,Texas Southern,,W,,88,75,13,,,True
26,1989-90,1989-12-09,,Southern Utah,,,Western Michigan,,W,,96,81,15,,,True
27,1989-90,1989-12-15,,Louisiana Tech,,,Saint Mary's (CA),,W,,69,55,14,,,True
28,1989-90,1989-12-15,,South Carolina State,,,Grambling,,W,,99,98,1,,,True
29,1989-90,1989-12-15,,Tennessee State,,,Howard,,W,,88,68,20,,,True
30,1989-90,1989-12-16,,Howard,,,Central Florida,,W,,81,65,16,,,True
31,1989-90,1989-12-16,,Little Rock,,,Saint Mary's (CA),,W,,91,69,22,,,True
32,1989-90,1989-12-16,,Texas A&M,,,Long Island University,,W,,99,96,3,,,True
33,1989-90,1989-12-17,,Louisiana Tech,,,Little Rock,,W,,94,83,11,,,True
34,1989-90,1989-12-17,,Dartmouth,,,Texas A&M,,W,,64,51,13,,,True
35,1989-90,1989-12-20,,Illinois,5,,Missouri,4,W,,101,93,8,,,True
36,1989-90,1989-12-20,,Texas A&M,,,Holy Cross,,W,,96,93,3,,,True
37,1989-90,1989-12-21,,Central Michigan,,,Appalachian State,,W,,77,69,8,,,True
38,1989-90,1989-12-21,,Tennessee Tech,,,Auburn,,W,,72,70,2,,,True
39,1989-90,1989-12-21,,San Diego State,,,Texas State,,W,,67,53,14,,,True
40,1989-90,1989-12-21,,Old Dominion,,,Virginia Commonwealth,,W,,77,67,10,,,True
41,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
42,1989-90,1989-12-22,,Detroit Mercy,,,Dartmouth,,W,,80,67,13,,,True
43,1989-90,1989-12-22,,East Tennessee State,,,East Carolina,,W,,86,80,6,,,True
44,1989-90,1989-12-22,,Holy Cross,,,Georgia State,,W,,101,94,7,,,True
45,1989-90,1989-12-22,,Louisiana,,,Cincinnati,,W,,89,88,1,,,True
46,1989-90,1989-12-22,,Maryland,,,George Mason,,W,,104,86,18,,,True
47,1989-90,1989-12-22,,Appalachian State,,,Nicholls State,,W,,83,66,17,,,True
48,1989-90,1989-12-22,,Hawaii,,,Southern Illinois,,W,,84,71,13,,,True
49,1989-90,1989-12-22,,Penn State,,,Texas State,,W,,62,37,25,,,True
50,1989-90,1989-12-22,,Xavier,,,Princeton,,W,,72,65,7,,,True
51,1989-90,1989-12-23,,Coppin State,,,Cornell,,W,,86,79,7,,,True
52,1989-90,1989-12-23,,Maine,,,Dartmouth,,W,,73,72,1,,,True
53,1989-90,1989-12-23,,North Carolina,,,Kansas State,,W,,79,63,16,,,True
54,1989-90,1989-12-23,,Cincinnati,,,Portland,,W,,75,53,22,,,True
55,1989-90,1989-12-23,,Princeton,,,Canisius,,W,,73,59,14,,,True
56,1989-90,1989-12-23,,Michigan,6,,Seton Hall,,W,,91,86,5,,,True
57,1989-90,1989-12-23,,Hawaii,,,Western Illinois,,W,,70,54,16,,,True
58,1989-90,1989-12-24,,East Carolina,,,Cornell,,W,,81,59,22,,,True
59,1989-90,1989-12-24,,George Mason,,,Coppin State,,W,,74,59,15,,,True
60,1989-90,1989-12-27,,Illinois State,,,Charlotte,,W,,76,69,7,,,True
61,1989-90,1989-12-27,,Indiana,10,,Wichita State,,W,,75,54,21,,,True
62,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
63,1989-90,1989-12-27,,North Carolina,24,,Kentucky,,W,,121,110,11,,,True
64,1989-90,1989-12-27,,Lehigh,,,Miami (FL),,W,,83,59,24,,,True
65,1989-90,1989-12-27,,Georgia Tech,14,,Morehead State,,W,,98,76,22,,,True
66,1989-90,1989-12-27,,Auburn,,,Navy,,W,,75,61,14,,,True
67,1989-90,1989-12-27,,NC State,19,,Florida State,,W,,90,72,18,,,True
68,1989-90,1989-12-27,,La Salle,20,,Ohio State,,W,,74,62,12,,,True
69,1989-90,1989-12-27,,Oregon,,,Northeastern,,W,,77,74,3,,,True
70,1989-90,1989-12-27,,Oregon State,23,,Boston University,,W,,86,66,20,,,True
71,1989-90,1989-12-27,,Louisiana Tech,,,Pepperdine,,W,,76,73,3,,,True
72,1989-90,1989-12-27,,Pittsburgh,,,Oklahoma State,,W,,92,81,11,,,True
73,1989-90,1989-12-27,,Saint Peter's,,,Pacific,,W,,71,70,1,,,True
74,1989-90,1989-12-27,,Seton Hall,,,Rhode Island,,W,,68,62,6,,,True
75,1989-90,1989-12-27,,Southern Mississippi,,,Bucknell,,W,,78,71,7,,,True
76,1989-90,1989-12-27,,Texas A&M,,,Loyola (IL),,W,,64,61,3,,,True
77,1989-90,1989-12-27,,Villanova,,,Clemson,,W,,73,71,2,,,True
78,1989-90,1989-12-27,,West Virginia,,,Boston College,,W,,68,64,4,,,True
79,1989-90,1989-12-28,,Cincinnati,,,Creighton,,W,,60,58,2,,,True
80,1989-90,1989-12-28,,Duke,13,,Drake,,W,,101,77,24,,,True
81,1989-90,1989-12-28,,Houston,,,Coastal Carolina,,W,,82,79,3,,,True
82,1989-90,1989-12-28,,Indiana,10,,Texas A&M,,W,,94,66,28,,,True
83,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
84,1989-90,1989-12-28,,Kansas State,,,Austin Peay,,W,,74,42,32,,,True
85,1989-90,1989-12-28,,La Salle,20,,Florida,,W,,76,69,7,,,True
86,1989-90,1989-12-28,,Boston College,,,Miami (FL),,W,,69,60,9,,,True
87,1989-90,1989-12-28,,Bucknell,,,Navy,,W,,89,84,5,,,True
88,1989-90,1989-12-28,,Clemson,,,Niagara,,W,,85,65,20,,,True
89,1989-90,1989-12-28,,Charlotte,,,Northeastern,,W,,85,76,9,,,True
90,1989-90,1989-12-28,,Oklahoma State,,,Morehead State,,W,,84,77,7,,,True
91,1989-90,1989-12-28,,Oregon,,,Illinois State,,W,,81,79,2,,,True
92,1989-90,1989-12-28,,Oregon State,23,,Louisiana Tech,,W,,82,81,1,,,True
93,1989-90,1989-12-28,,Boston University,,,Pepperdine,,W,,64,61,3,,,True
94,1989-90,1989-12-28,,Georgia Tech,14,,Pittsburgh,,W,,111,92,19,,,True
95,1989-90,1989-12-28,,Florida State,,,Rhode Island,,W,,95,76,19,,,True
96,1989-90,1989-12-28,,NC State,19,,Seton Hall,,W,,65,62,3,,,True
97,1989-90,1989-12-28,,Southern Mississippi,,,Auburn,,W,,84,73,11,,,True
98,1989-90,1989-12-28,,Virginia Military Institute,,,Brown,,W,,82,59,23,,,True
99,1989-90,1989-12-28,,Rutgers,,,Virginia Tech,,W,,100,89,11,,,True
100,1989-90,1989-12-28,,Purdue,,,Wake Forest,,W,,66,52,14,,,True
101,1989-90,1989-12-28,,West Virginia,,,Lehigh,,W,,92,81,11,,,True
102,1989-90,1989-12-28,,Wichita State,,,Loyola (IL),,W,,75,59,16,,,True
103,1989-90,1989-12-28,,Georgia,,,Wisconsin,,W,,65,64,1,,,True
0,1989-90,1989-12-29,,Charlotte,,,Boston University,,W,,88,83,5,,,True
1,1989-90,1989-12-29,,Delaware State,,,Brown,,W,,81,76,5,,,True
2,1989-90,1989-12-29,,Creighton,,,Drake,,W,,77,71,6,,,True
3,1989-90,1989-12-29,,Duke,13,,Cincinnati,,W,,95,83,12,,,True
4,1989-90,1989-12-29,,Georgia Southern,,,Howard,,W,,85,65,20,,,True
5,1989-90,1989-12-29,,Illinois,4,,Grambling,,W,,97,73,24,,,True
6,1989-90,1989-12-29,,Alabama,22,,Iona,,W,,78,39,39,,,True
7,1989-90,1989-12-29,,Idaho,,,Kent State,,W,,70,65,5,,,True
8,1989-90,1989-12-29,,Louisiana Tech,,,Illinois State,,W,,90,69,21,,,True
9,1989-90,1989-12-29,,Massachusetts,,,Colorado,,W,,78,71,7,,,True
10,1989-90,1989-12-29,,Memphis,15,,Ball State,,W,,76,73,3,,,True
11,1989-90,1989-12-29,,Cal State Fullerton,,,Middle Tennessee,,W,,77,69,8,,,True
12,1989-90,1989-12-29,,Mississippi State,,,Delaware,,W,,66,65,1,,,True
13,1989-90,1989-12-29,,Colorado State,,,North Carolina,24,W,,78,67,11,,,True
14,1989-90,1989-12-29,,UNC Wilmington,,,Duquesne,,W,,85,67,18,,,True
15,1989-90,1989-12-29,,Georgetown,3,,Northern Iowa,,W,,83,49,34,,,True
16,1989-90,1989-12-29,,Oklahoma,6,,North Texas,,W,,147,94,53,,,True
17,1989-90,1989-12-29,,Oregon State,23,,Oregon,,W,,71,68,3,,,True
18,1989-90,1989-12-29,,Pepperdine,,,Northeastern,,W,,105,79,26,,,True
19,1989-90,1989-12-29,,Princeton,,,Little Rock,,W,,59,56,3,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,1989-90,1989-12-29,,Alabama State,,,Rice,,W,,81,78,3,,,True
22,1989-90,1989-12-29,,Siena,,,American,,W,,79,71,8,,,True
23,1989-90,1989-12-29,,South Carolina,,,Kansas State,,W,,62,60,2,,,True
24,1989-90,1989-12-29,,Southern Illinois,,,Air Force,,W,,89,74,15,,,True
25,1989-90,1989-12-29,,Stanford,,,Kansas City,,W,,70,50,20,,,True
26,1989-90,1989-12-29,,Kansas,2,,Texas-Rio Grande Valley,,W,,103,83,20,,,True
27,1989-90,1989-12-29,,Murray State,,,UTSA,,W,,107,101,6,,,True
28,1989-90,1989-12-29,,Tulsa,,,Arkansas State,,W,,73,61,12,,,True
29,1989-90,1989-12-29,,Virginia Tech,,,San Francisco,,W,,78,77,1,,,True
30,1989-90,1989-12-29,,Penn State,,,Wake Forest,,W,,67,63,4,,,True
31,1989-90,1989-12-29,,Washington State,,,Ohio,,W,,72,69,3,,,True
32,1989-90,1989-12-29,,Coastal Carolina,,,Western Carolina,,W,,67,63,4,,,True
33,1989-90,1989-12-29,,Northwestern,,,William & Mary,,W,,103,78,25,,,True
34,1989-90,1989-12-29,,Wisconsin,,,Manhattan,,W,,63,48,15,,,True
35,1989-90,1989-12-29,,Wyoming,,,Louisiana-Monroe,,W,,75,66,9,,,True
36,1989-90,1989-12-30,,Ball State,,,Grambling,,W,,79,56,23,,,True
37,1989-90,1989-12-30,,Idaho,,,Brooklyn,,W,,93,62,31,,,True
38,1989-90,1989-12-30,,Louisiana-Monroe,,,Middle Tennessee,,W,,81,70,11,,,True
39,1989-90,1989-12-30,,Colorado State,,,Massachusetts,,W,,77,51,26,,,True
40,1989-90,1989-12-30,,Illinois,4,,Memphis,15,W,,83,71,12,,,True
41,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
42,1989-90,1989-12-30,,North Carolina,24,,Colorado,,W,,106,101,5,,,True
43,1989-90,1989-12-30,,Arkansas State,,,North Texas,,W,,71,66,5,,,True
44,1989-90,1989-12-30,,Ohio,,,Fordham,,W,,79,73,6,,,True
45,1989-90,1989-12-30,,Oklahoma,6,,Tulsa,,W,,99,78,21,,,True
46,1989-90,1989-12-30,,Iona,,,Pennsylvania,,W,,52,49,3,,,True
47,1989-90,1989-12-30,,Rice,,,New Hampshire,,W,,57,52,5,,,True
48,1989-90,1989-12-30,,Cincinnati,,,Rutgers,,W,,79,71,8,,,True
49,1989-90,1989-12-30,,Delaware,,,Saint Joseph's,,W,,68,50,18,,,True
50,1989-90,1989-12-30,,Drake,,,San Francisco,,W,,73,59,14,,,True
51,1989-90,1989-12-30,,Little Rock,,,San Jose State,,W,,90,80,10,,,True
52,1989-90,1989-12-30,,Siena,,,Radford,,W,,74,72,2,,,True
53,1989-90,1989-12-30,,St. Bonaventure,,,Air Force,,W,,79,63,16,,,True
54,1989-90,1989-12-30,,Kansas,2,,Stanford,,W,,83,61,22,,,True
55,1989-90,1989-12-30,,UNC Wilmington,,,UT Arlington,,W,,66,64,2,,,True
56,1989-90,1989-12-30,,Texas-Rio Grande Valley,,,Kansas City,,W,,60,53,7,,,True
57,1989-90,1989-12-30,,UTSA,,,Stephen F. Austin,,W,,94,81,13,,,True
58,1989-90,1989-12-30,,Howard,,,Vermont,,W,,71,68,3,,,True
59,1989-90,1989-12-30,,Creighton,,,Virginia Tech,,W,,89,84,5,,,True
60,1989-90,1989-12-30,,Wyoming,,,Cal State Fullerton,,W,,69,51,18,,,True
61,1989-90,1990-01-02,,Louisiana State,11,,Texas,,W,,124,113,11,,,True
62,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
63,1989-90,1990-01-04,,Holy Cross,,,Iona,,W,,89,60,29,,,True
64,1989-90,1990-01-05,,Murray State,,,Alcorn State,,W,,72,60,12,,,True
65,1989-90,1990-01-05,,Seton Hall,,,Saint Peter's,,W,,77,57,20,,,True
66,1989-90,1990-01-05,,Valparaiso,,,Central Florida,,W,,90,89,1,,,True
67,1989-90,1990-01-06,,George Washington,,,Alcorn State,,W,,87,77,10,,,True
68,1989-90,1990-01-06,,James Madison,,,South Alabama,,W,,90,84,6,,,True
69,1989-90,1990-01-06,,NC State,18,,Temple,,W,,74,71,3,,,True
70,1989-90,1990-01-16,,Notre Dame,,,Rutgers,,W,,74,69,5,,,True
71,1989-90,1990-01-20,,Louisiana State,13,,Notre Dame,,W,,87,64,23,,,True
72,1989-90,1990-01-24,,Virginia,,,Virginia Tech,,W,,77,59,18,,,True
73,1989-90,1990-01-25,,Charlotte,,,West Virginia,,W,,92,86,6,,,True
