,Year,Date,?,Schl,Rk.,?.1,Opp,Rk..1,?.2,?.3,PTS,OPP,MOV,?.4,OT,neutral
14,2021-22,2022-01-05,,Jackson State,,,Alcorn State,,L,,50,65,-15,,,False
15,2021-22,2022-01-05,,Miami (FL),,,Syracuse,,W,,88,87,1,,,False
16,2021-22,2022-01-05,,Mississippi Valley State,,,Alabama A&M,,L,,67,72,-5,,,False
17,2021-22,2022-01-05,,Northern Arizona,,,Embry?Riddle (AZ),,W,,101,54,47,,,False
18,2021-22,2022-01-05,,Villanova,19,,Creighton,,W,,75,41,34,,,False
19,2021-22,2022-01-05,,Bradley,,,Missouri State,,L,,69,71,-2,,,False
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,False
21,2021-22,2022-01-05,,Iowa State,11,,Texas Tech,25,W,,51,47,4,,,False
22,2021-22,2022-01-05,,Northern Iowa,,,Valparaiso,,W,,92,65,27,,,False
23,2021-22,2022-01-05,,Northwestern,,,Penn State,,L,,70,74,-4,,,False
24,2021-22,2022-01-05,,Notre Dame,,,North Carolina,,W,,78,73,5,,,False
25,2021-22,2022-01-05,,Long Beach State,,,Westcliff,,W,,90,64,26,,,False
26,2021-22,2022-01-06,,South Carolina Upstate,,,Radford,,L,,77,82,-5,,,False
27,2021-22,2022-01-06,,Massachusetts-Lowell,,,NJIT,,L,,72,77,-5,,,False
28,2021-22,2022-01-06,,Albany (NY),,,Binghamton,,L,,79,88,-9,,,False
29,2021-22,2022-01-06,,Georgia State,,,UT Arlington,,L,,63,70,-7,,,False
30,2021-22,2022-01-06,,Illinois,,,Maryland,,W,,76,64,12,,,False
31,2021-22,2022-01-06,,Indiana,,,Ohio State,13,W,,67,51,16,,,False
32,2021-22,2022-01-06,,Long Island University,,,Mount St. Mary's,,W,,74,57,17,,,False
33,2021-22,2022-01-06,,Louisiana-Monroe,,,Little Rock,,W,,80,72,8,,,False
34,2021-22,2022-01-06,,St. Francis (NY),,,Saint Francis (PA),,W,,70,53,17,,,False
35,2021-22,2022-01-06,,Tennessee State,,,Tennessee-Martin,,L,,78,94,-16,,,False
36,2021-22,2022-01-06,,Troy,,,Coastal Carolina,,W,,69,59,10,,,False
37,2021-22,2022-01-06,,UCLA,5,,Long Beach State,,W,,96,78,18,,,False
38,2021-22,2022-01-06,,Vermont,,,New Hampshire,,W,,82,68,14,,,False
39,2021-22,2022-01-06,,Wagner,,,Bryant,,W,,84,81,3,,1,False
40,2021-22,2022-01-06,,Wright State,,,Illinois-Chicago,,W,,90,72,18,,,False
41,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,False
42,2021-22,2022-01-06,,Abilene Christian,,,Stephen F. Austin,,L,,58,64,-6,,,False
43,2021-22,2022-01-06,,Belmont,,,Southeast Missouri State,,W,,102,62,40,,,False
44,2021-22,2022-01-06,,Chicago State,,,Seattle,,L,,77,93,-16,,,False
45,2021-22,2022-01-06,,Louisiana,,,Arkansas State,,W,,83,77,6,,1,False
46,2021-22,2022-01-06,,Omaha,,,North Dakota,,W,,98,82,16,,,False
47,2021-22,2022-01-06,,North Texas,,,UAB,,L,,63,69,-6,,,False
48,2021-22,2022-01-06,,Rice,,,Middle Tennessee,,W,,65,61,4,,,False
49,2021-22,2022-01-06,,South Alabama,,,Appalachian State,,L,,64,72,-8,,,False
50,2021-22,2022-01-06,,St. Thomas,,,Oral Roberts,,L,,66,81,-15,,,False
51,2021-22,2022-01-06,,Tarleton State,,,Sam Houston State,,W,,75,64,11,,,False
52,2021-22,2022-01-06,,Texas-Rio Grande Valley,,,Grand Canyon,,L,,70,84,-14,,,False
53,2021-22,2022-01-06,,UTSA,,,Southern Mississippi,,L,,73,74,-1,,,False
54,2021-22,2022-01-06,,Brigham Young,,,Pacific,,W,,73,51,22,,,False
55,2021-22,2022-01-06,,Cincinnati,,,Southern Methodist,,W,,77,60,17,,,False
56,2021-22,2022-01-06,,Colorado,,,Washington State,,W,,83,78,5,,,False
57,2021-22,2022-01-06,,Eastern Washington,,,Montana,,L,,78,90,-12,,,False
58,2021-22,2022-01-06,,Idaho,,,Montana State,,L,,72,92,-20,,,False
59,2021-22,2022-01-06,,Utah,,,Washington,,L,,68,74,-6,,,False
60,2021-22,2022-01-06,,Wisconsin,23,,Iowa,,W,,87,78,9,,,False
61,2021-22,2022-01-06,,UC Riverside,,,UC San Diego,,W,,59,51,8,,,False
62,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,False
63,2021-22,2022-01-06,,UTEP,,,Louisiana Tech,,L,,52,64,-12,,,False
64,2021-22,2022-01-06,,California,,,Southern California,7,L,,63,77,-14,,,False
65,2021-22,2022-01-07,,Army,,,Lehigh,,W,,77,55,22,,,False
66,2021-22,2022-01-07,,Boston University,,,Loyola (MD),,L,,58,66,-8,,,False
67,2021-22,2022-01-07,,Georgetown,,,Marquette,,L,,64,92,-28,,,False
68,2021-22,2022-01-07,,Ohio,,,Kent State,,W,,80,72,8,,,False
69,2021-22,2022-01-07,,Detroit Mercy,,,Milwaukee,,W,,85,60,25,,,False
70,2021-22,2022-01-07,,Fairfield,,,Marist,,L,,51,60,-9,,,False
71,2021-22,2022-01-07,,Harvard,,,Brown,,L,,73,84,-11,,,False
72,2021-22,2022-01-07,,Holy Cross,,,Lafayette,,W,,79,74,5,,,False
73,2021-22,2022-01-07,,Navy,,,Bucknell,,W,,73,55,18,,,False
74,2021-22,2022-01-07,,Oakland,,,Ohio Christian,,W,,108,40,68,,,False
75,2021-22,2022-01-07,,Pennsylvania,,,Cornell,,W,,79,65,14,,,False
76,2021-22,2022-01-07,,Princeton,,,Columbia,,W,,84,69,15,,,False
77,2021-22,2022-01-07,,Robert Morris,,,Cleveland State,,L,,77,78,-1,,,False
78,2021-22,2022-01-07,,Youngstown State,,,Purdue-Fort Wayne,,L,,61,71,-10,,,False
79,2021-22,2022-01-07,,Butler,,,Xavier,22,L,,72,87,-15,,,False
80,2021-22,2022-01-08,,George Washington,,,Dayton,,L,,58,83,-25,,,False
81,2021-22,2022-01-08,,Houston,12,,Wichita State,,W,,76,66,10,,,False
82,2021-22,2022-01-08,,Massachusetts,,,Duquesne,,L,,74,78,-4,,,False
83,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,False
84,2021-22,2022-01-08,,New Hampshire,,,Albany (NY),,W,,64,62,2,,,False
85,2021-22,2022-01-08,,NC State,,,Clemson,,L,,65,70,-5,,,False
86,2021-22,2022-01-08,,Penn State,,,Purdue,3,L,,67,74,-7,,,False
87,2021-22,2022-01-08,,Providence,16,,St. John's (NY),,W,,83,73,10,,,False
88,2021-22,2022-01-08,,Seton Hall,24,,Connecticut,,W,,90,87,3,,1,False
89,2021-22,2022-01-08,,Vanderbilt,,,South Carolina,,L,,70,72,-2,,,False
90,2021-22,2022-01-08,,Central Connecticut State,,,Merrimack,,L,,57,66,-9,,,False
91,2021-22,2022-01-08,,Chicago State,,,California Baptist,,W,,58,56,2,,,False
92,2021-22,2022-01-08,,Omaha,,,North Dakota State,,L,,67,71,-4,,,False
93,2021-22,2022-01-08,,North Carolina,,,Virginia,,W,,74,58,16,,,False
94,2021-22,2022-01-08,,Texas A&M,,,Arkansas,,W,,86,81,5,,,False
95,2021-22,2022-01-08,,Virginia Military Institute,,,UNC Greensboro,,L,,56,72,-16,,,False
96,2021-22,2022-01-08,,Davidson,,,Rhode Island,,W,,72,68,4,,,False
97,2021-22,2022-01-08,,DePaul,,,Villanova,19,L,,64,79,-15,,,False
98,2021-22,2022-01-08,,Gardner-Webb,,,Hampton,,W,,78,69,9,,,False
99,2021-22,2022-01-08,,La Salle,,,Virginia Commonwealth,,L,,66,85,-19,,,False
100,2021-22,2022-01-08,,Long Island University,,,Saint Francis (PA),,W,,75,70,5,,1,False
101,2021-22,2022-01-08,,Oklahoma State,,,Texas,14,W,,64,51,13,,,False
102,2021-22,2022-01-08,,Rutgers,,,Nebraska,,W,,93,65,28,,,False
103,2021-22,2022-01-08,,Stony Brook,,,Maine,,W,,80,72,8,,,False
0,2021-22,2022-01-08,,Temple,,,East Carolina,,W,,78,75,3,,,False
1,2021-22,2022-01-08,,Toledo,,,Northern Illinois,,W,,94,63,31,,,False
2,2021-22,2022-01-08,,Wake Forest,,,Syracuse,,W,,77,74,3,,1,False
3,2021-22,2022-01-08,,West Virginia,,,Kansas State,,W,,71,68,3,,,False
4,2021-22,2022-01-08,,Wright State,,,IUPUI,,W,,72,58,14,,,False
5,2021-22,2022-01-08,,Eastern Michigan,,,Ball State,,L,,72,78,-6,,,False
6,2021-22,2022-01-08,,Georgia Southern,,,UT Arlington,,W,,74,73,1,,1,False
7,2021-22,2022-01-08,,Louisiana-Monroe,,,Arkansas State,,L,,83,90,-7,,,False
8,2021-22,2022-01-08,,Missouri,,,Alabama,15,W,,92,86,6,,,False
9,2021-22,2022-01-08,,Samford,,,Western Carolina,,W,,85,60,25,,,False
10,2021-22,2022-01-08,,Western Illinois,,,Oral Roberts,,L,,86,87,-1,,,False
11,2021-22,2022-01-08,,Western Kentucky,,,Florida International,,W,,84,71,13,,,False
12,2021-22,2022-01-08,,Bethune-Cookman,,,Grambling,,L,,66,68,-2,,,False
13,2021-22,2022-01-08,,Binghamton,,,NJIT,,L,,56,67,-11,,,False
14,2021-22,2022-01-08,,Cal State Northridge,,,Cal Poly,,W,,68,55,13,,,False
15,2021-22,2022-01-08,,Chattanooga,,,The Citadel,,W,,85,67,18,,,False
16,2021-22,2022-01-08,,Denver,,,North Dakota,,W,,93,74,19,,,False
17,2021-22,2022-01-08,,East Tennessee State,,,Wofford,,L,,57,68,-11,,,False
18,2021-22,2022-01-08,,Florida A&M,,,Southern,,L,,66,80,-14,,,False
19,2021-22,2022-01-08,,Furman,,,Mercer,,W,,81,66,15,,,False
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,False
21,2021-22,2022-01-08,,Long Beach State,,,Hawaii,,L,,67,72,-5,,,False
22,2021-22,2022-01-08,,Loyola (IL),,,Bradley,,W,,78,71,7,,1,False
23,2021-22,2022-01-08,,UNC Asheville,,,Charleston Southern,,W,,82,59,23,,,False
24,2021-22,2022-01-08,,Northern Colorado,,,Sacramento State,,L,,71,85,-14,,,False
25,2021-22,2022-01-08,,Pittsburgh,,,Boston College,,W,,69,67,2,,,False
26,2021-22,2022-01-08,,Presbyterian,,,South Carolina Upstate,,L,,72,82,-10,,,False
27,2021-22,2022-01-08,,Radford,,,North Carolina A&T,,L,,72,73,-1,,,False
28,2021-22,2022-01-08,,Rice,,,UAB,,W,,85,80,5,,,False
29,2021-22,2022-01-08,,San Diego State,,,Colorado State,20,W,,79,49,30,,,False
30,2021-22,2022-01-08,,South Carolina State,,,Coppin State,,L,,65,74,-9,,,False
31,2021-22,2022-01-08,,Southern Illinois-Edwardsville,,,Murray State,,L,,69,74,-5,,,False
32,2021-22,2022-01-08,,St. Francis (NY),,,Mount St. Mary's,,L,,61,69,-8,,,False
33,2021-22,2022-01-08,,Tennessee-Martin,,,Belmont,,L,,55,81,-26,,,False
34,2021-22,2022-01-08,,Tennessee State,,,Southeast Missouri State,,W,,95,84,11,,,False
35,2021-22,2022-01-08,,UTSA,,,Louisiana Tech,,L,,63,79,-16,,,False
36,2021-22,2022-01-08,,Texas Tech,25,,Kansas,6,W,,75,67,8,,,False
37,2021-22,2022-01-08,,Tulane,,,South Florida,,W,,68,54,14,,,False
38,2021-22,2022-01-08,,Utah Valley,,,Utah Tech,,W,,79,71,8,,,False
39,2021-22,2022-01-08,,Alabama A&M,,,Alcorn State,,L,,71,78,-7,,,False
40,2021-22,2022-01-08,,Alabama State,,,Jackson State,,W,,72,57,15,,,False
41,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,False
42,2021-22,2022-01-08,,Austin Peay,,,Morehead State,,L,,55,66,-11,,,False
43,2021-22,2022-01-08,,Bowling Green State,,,Miami (OH),,W,,87,83,4,,1,False
44,2021-22,2022-01-08,,Evansville,,,Drake,,L,,59,60,-1,,,False
45,2021-22,2022-01-08,,Maryland-Baltimore County,,,Massachusetts-Lowell,,L,,64,66,-2,,,False
46,2021-22,2022-01-08,,North Florida,,,Stetson,,L,,66,68,-2,,1,False
47,2021-22,2022-01-08,,Prairie View,,,Mississippi Valley State,,L,,82,84,-2,,1,False
48,2021-22,2022-01-08,,TCU,,,Baylor,1,L,,64,76,-12,,,False
49,2021-22,2022-01-08,,Troy,,,Appalachian State,,W,,68,53,15,,,False
50,2021-22,2022-01-08,,Eastern Washington,,,Idaho,,W,,96,93,3,,,False
51,2021-22,2022-01-08,,Georgia Tech,,,Notre Dame,,L,,68,72,-4,,1,False
52,2021-22,2022-01-08,,Jacksonville,,,Florida Gulf Coast,,W,,69,66,3,,,False
53,2021-22,2022-01-08,,Kentucky,16,,Georgia,,W,,92,77,15,,,False
54,2021-22,2022-01-08,,Louisiana State,21,,Tennessee,18,W,,79,67,12,,,False
55,2021-22,2022-01-08,,Missouri State,,,Northern Iowa,,L,,84,85,-1,,,False
56,2021-22,2022-01-08,,North Texas,,,Middle Tennessee,,W,,70,63,7,,,False
57,2021-22,2022-01-08,,Oklahoma,,,Iowa State,11,W,,79,66,13,,,False
58,2021-22,2022-01-08,,Pennsylvania,,,Columbia,,L,,69,73,-4,,,False
59,2021-22,2022-01-08,,Princeton,,,Cornell,,W,,72,70,2,,,False
60,2021-22,2022-01-08,,San Jose State,,,Bethesda University (CA),,W,,118,43,75,,,False
61,2021-22,2022-01-08,,Utah,,,Washington State,,L,,61,77,-16,,,False
62,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,False
63,2021-22,2022-01-08,,Abilene Christian,,,Sam Houston State,,L,,63,65,-2,,,False
64,2021-22,2022-01-08,,Bellarmine,,,Eastern Kentucky,,W,,66,61,5,,,False
65,2021-22,2022-01-08,,Dartmouth,,,Brown,,W,,58,46,12,,,False
66,2021-22,2022-01-08,,Marshall,,,Florida Atlantic,,L,,77,90,-13,,,False
67,2021-22,2022-01-08,,San Francisco,,,San Diego,,W,,88,73,15,,,False
68,2021-22,2022-01-08,,South Dakota State,,,South Dakota,,W,,84,65,19,,,False
69,2021-22,2022-01-08,,Valparaiso,,,Southern Illinois,,L,,60,63,-3,,,False
70,2021-22,2022-01-08,,Auburn,9,,Florida,,W,,85,73,12,,,False
71,2021-22,2022-01-08,,California,,,UCLA,5,L,,52,60,-8,,,False
72,2021-22,2022-01-08,,UC Davis,,,UC San Diego,,W,,78,71,7,,,False
73,2021-22,2022-01-08,,UC Riverside,,,UC Irvine,,L,,51,68,-17,,,False
74,2021-22,2022-01-08,,Duke,2,,Miami (FL),,L,,74,76,-2,,,False
75,2021-22,2022-01-08,,Florida State,,,Louisville,,W,,79,70,9,,,False
76,2021-22,2022-01-08,,Mississippi,,,Mississippi State,,W,,82,72,10,,,False
77,2021-22,2022-01-08,,New Mexico,,,Utah State,,L,,87,90,-3,,1,False
78,2021-22,2022-01-08,,Saint Louis,,,Iona,,W,,68,67,1,,,False
79,2021-22,2022-01-08,,Tarleton State,,,Stephen F. Austin,,W,,77,71,6,,1,False
80,2021-22,2022-01-08,,Texas-Rio Grande Valley,,,New Mexico State,,L,,73,85,-12,,,False
81,2021-22,2022-01-08,,Texas Southern,,,Arkansas-Pine Bluff,,W,,90,71,19,,,False
82,2021-22,2022-01-08,,Gonzaga,4,,Pepperdine,,W,,117,83,34,,,False
83,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,False
84,2021-22,2022-01-08,,North Alabama,,,Jacksonville State,,L,,55,65,-10,,,False
85,2021-22,2022-01-08,,UTEP,,,Southern Mississippi,,W,,87,54,33,,,False
86,2021-22,2022-01-08,,Brigham Young,,,Saint Mary's (CA),,W,,52,43,9,,,False
87,2021-22,2022-01-09,,Indiana,,,Minnesota,,W,,73,60,13,,,False
88,2021-22,2022-01-09,,Niagara,,,Quinnipiac,,W,,76,66,10,,,False
89,2021-22,2022-01-09,,Robert Morris,,,Purdue-Fort Wayne,,L,,70,76,-6,,,False
90,2021-22,2022-01-09,,Marist,,,Rider,,L,,75,79,-4,,,False
91,2021-22,2022-01-09,,Siena,,,Fairfield,,W,,69,62,7,,,False
92,2021-22,2022-01-09,,Youngstown State,,,Cleveland State,,L,,80,86,-6,,1,False
93,2021-22,2022-01-09,,Central Arkansas,,,Lipscomb,,W,,93,88,5,,,False
94,2021-22,2022-01-09,,Memphis,,,Cincinnati,,W,,87,80,7,,,False
95,2021-22,2022-01-09,,College of Charleston,,,Elon,,W,,65,61,4,,,False
96,2021-22,2022-01-09,,James Madison,,,Hofstra,,L,,80,87,-7,,,False
97,2021-22,2022-01-09,,Oakland,,,Milwaukee,,W,,86,65,21,,,False
98,2021-22,2022-01-09,,Towson,,,Northeastern,,W,,70,67,3,,,False
99,2021-22,2022-01-09,,Colorado,,,Washington,,W,,78,64,14,,,False
100,2021-22,2022-01-09,,Ohio State,13,,Northwestern,,W,,95,87,8,,,False
101,2021-22,2022-01-09,,Maryland,,,Wisconsin,23,L,,69,70,-1,,,False
102,2021-22,2022-01-09,,Montana State,,,Montana,,W,,66,59,7,,,False
103,2021-22,2022-01-10,,Winthrop,,,Campbell,,W,,74,72,2,,,False
0,2021-22,2022-01-10,,Colgate,,,Army,,W,,76,57,19,,,False
1,2021-22,2022-01-10,,UNC Greensboro,,,Wofford,,W,,58,54,4,,,False
2,2021-22,2022-01-10,,South Carolina State,,,Morgan State,,L,,81,88,-7,,1,False
3,2021-22,2022-01-10,,American,,,Boston University,,L,,53,79,-26,,,False
4,2021-22,2022-01-10,,Bethune-Cookman,,,Southern,,L,,59,69,-10,,,False
5,2021-22,2022-01-10,,East Tennessee State,,,Western Carolina,,W,,87,69,18,,,False
6,2021-22,2022-01-10,,Florida A&M,,,Grambling,,W,,75,66,9,,,False
7,2021-22,2022-01-10,,IUPUI,,,Illinois-Chicago,,L,,65,67,-2,,,False
8,2021-22,2022-01-10,,Lafayette,,,Navy,,L,,55,69,-14,,,False
9,2021-22,2022-01-10,,Lehigh,,,Holy Cross,,W,,77,69,8,,,False
10,2021-22,2022-01-10,,Loyola (MD),,,Bucknell,,W,,71,67,4,,,False
11,2021-22,2022-01-10,,Alabama A&M,,,Jackson State,,W,,60,58,2,,,False
12,2021-22,2022-01-10,,Kansas City,,,Omaha,,W,,64,61,3,,,False
13,2021-22,2022-01-10,,North Dakota,,,South Dakota,,L,,68,75,-7,,,False
14,2021-22,2022-01-10,,Prairie View,,,Arkansas-Pine Bluff,,W,,75,58,17,,,False
15,2021-22,2022-01-10,,Texas Southern,,,Mississippi Valley State,,W,,95,58,37,,,False
16,2021-22,2022-01-10,,Alabama State,,,Alcorn State,,L,,60,70,-10,,,False
17,2021-22,2022-01-10,,Denver,,,North Dakota State,,L,,69,87,-18,,,False
18,2021-22,2022-01-10,,Oregon State,,,Oregon,,L,,76,78,-2,,,False
19,2021-22,2022-01-10,,Pepperdine,,,San Diego,,L,,62,72,-10,,,False
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,False
21,2021-22,2022-01-11,,Canisius,,,Quinnipiac,,W,,79,67,12,,,False
22,2021-22,2022-01-11,,Fairfield,,,Iona,,L,,76,80,-4,,,False
23,2021-22,2022-01-11,,Stanford,,,Southern California,5,W,,75,69,6,,,False
24,2021-22,2022-01-11,,Towson,,,Hofstra,,W,,78,66,12,,,False
25,2021-22,2022-01-11,,Penn State,,,Rutgers,,W,,66,49,17,,,False
26,2021-22,2022-01-11,,Tennessee,22,,South Carolina,,W,,66,46,20,,,False
27,2021-22,2022-01-11,,Akron,,,Ball State,,W,,84,74,10,,,False
28,2021-22,2022-01-11,,Baylor,1,,Texas Tech,19,L,,62,65,-3,,,False
29,2021-22,2022-01-11,,Bellarmine,,,Central Arkansas,,W,,85,63,22,,,False
30,2021-22,2022-01-11,,Davidson,,,Massachusetts,,W,,77,67,10,,,False
31,2021-22,2022-01-11,,Dayton,,,Saint Louis,,W,,68,63,5,,,False
32,2021-22,2022-01-11,,Drexel,,,Delaware,,L,,77,81,-4,,,False
33,2021-22,2022-01-11,,Eastern Michigan,,,Central Michigan,,W,,99,68,31,,,False
34,2021-22,2022-01-11,,Jacksonville,,,Stetson,,W,,57,50,7,,,False
35,2021-22,2022-01-11,,Jacksonville State,,,Lipscomb,,W,,88,83,5,,,False
36,2021-22,2022-01-11,,James Madison,,,Northeastern,,W,,89,66,23,,,False
37,2021-22,2022-01-11,,Kent State,,,Northern Illinois,,L,,63,65,-2,,,False
38,2021-22,2022-01-11,,La Salle,,,St. Bonaventure,,L,,76,80,-4,,1,False
39,2021-22,2022-01-11,,Liberty,,,North Florida,,W,,71,56,15,,,False
40,2021-22,2022-01-11,,Marquette,,,DePaul,,W,,87,76,11,,,False
41,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,False
42,2021-22,2022-01-11,,Miami (OH),,,Toledo,,L,,72,75,-3,,,False
43,2021-22,2022-01-11,,North Alabama,,,Eastern Kentucky,,W,,76,75,1,,,False
44,2021-22,2022-01-11,,Ohio,,,Bowling Green State,,W,,85,78,7,,,False
45,2021-22,2022-01-11,,Stephen F. Austin,,,Texas-Rio Grande Valley,,W,,86,75,11,,,False
46,2021-22,2022-01-11,,Syracuse,,,Pittsburgh,,W,,77,61,16,,,False
47,2021-22,2022-01-11,,Vanderbilt,,,Kentucky,18,L,,66,78,-12,,,False
48,2021-22,2022-01-11,,Virginia Commonwealth,,,George Washington,,W,,84,57,27,,,False
49,2021-22,2022-01-11,,Western Michigan,,,Buffalo,,L,,64,78,-14,,,False
50,2021-22,2022-01-11,,Florida State,,,Miami (FL),,W,,65,64,1,,,False
51,2021-22,2022-01-11,,Kansas,9,,Iowa State,15,W,,62,61,1,,,False
52,2021-22,2022-01-11,,Kansas City,,,Baptist Bible (MO),,W,,98,57,41,,,False
53,2021-22,2022-01-11,,Nebraska,,,Illinois,25,L,,71,81,-10,,,False
54,2021-22,2022-01-11,,New Orleans,,,Dillard,,W,,93,66,27,,,False
55,2021-22,2022-01-11,,Northern Iowa,,,Indiana State,,W,,80,74,6,,1,False
56,2021-22,2022-01-11,,Texas,21,,Oklahoma,,W,,66,52,14,,,False
57,2021-22,2022-01-11,,Texas A&M,,,Mississippi,,W,,67,51,16,,,False
58,2021-22,2022-01-11,,Alabama,24,,Auburn,4,L,,77,81,-4,,,False
59,2021-22,2022-01-11,,Loyola (IL),,,Valparaiso,,W,,81,74,7,,2,False
60,2021-22,2022-01-11,,West Virginia,,,Oklahoma State,,W,,70,60,10,,,False
61,2021-22,2022-01-11,,Fresno State,,,San Jose State,,W,,79,59,20,,,False
62,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,False
63,2021-22,2022-01-11,,Nevada-Las Vegas,,,New Mexico,,W,,85,56,29,,,False
64,2021-22,2022-01-12,,McNeese State,,,Arlington Baptist,,W,,120,44,76,,,False
65,2021-22,2022-01-12,,Radford,,,Longwood,,L,,75,83,-8,,1,False
66,2021-22,2022-01-12,,Xavier,17,,Villanova,14,L,,60,64,-4,,,False
67,2021-22,2022-01-12,,Albany (NY),,,Massachusetts-Lowell,,W,,57,47,10,,,False
68,2021-22,2022-01-12,,Campbell,,,Charleston Southern,,W,,67,52,15,,,False
69,2021-22,2022-01-12,,Central Florida,,,Memphis,,W,,74,64,10,,,False
70,2021-22,2022-01-12,,Cincinnati,,,East Carolina,,W,,79,71,8,,,False
71,2021-22,2022-01-12,,Florida,,,Louisiana State,12,L,,58,64,-6,,,False
72,2021-22,2022-01-12,,Fordham,,,Duquesne,,W,,72,71,1,,,False
73,2021-22,2022-01-12,,Furman,,,East Tennessee State,,W,,78,69,9,,,False
74,2021-22,2022-01-12,,Gardner-Webb,,,Presbyterian,,W,,64,61,3,,,False
75,2021-22,2022-01-12,,Michigan State,10,,Minnesota,,W,,71,69,2,,,False
76,2021-22,2022-01-12,,Mississippi State,,,Georgia,,W,,88,72,16,,,False
77,2021-22,2022-01-12,,Morehead State,,,Tennessee-Martin,,W,,76,62,14,,,False
78,2021-22,2022-01-12,,NJIT,,,Maryland-Baltimore County,,L,,56,76,-20,,,False
79,2021-22,2022-01-12,,Norfolk State,,,Delaware State,,W,,80,51,29,,,False
80,2021-22,2022-01-12,,North Carolina A&T,,,Hampton,,W,,67,59,8,,,False
81,2021-22,2022-01-12,,UNC Wilmington,,,Elon,,W,,73,66,7,,,False
82,2021-22,2022-01-12,,Notre Dame,,,Clemson,,W,,72,56,16,,,False
83,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,False
84,2021-22,2022-01-12,,Rhode Island,,,Saint Joseph's,,W,,75,64,11,,,False
85,2021-22,2022-01-12,,South Carolina Upstate,,,High Point,,W,,66,65,1,,,False
86,2021-22,2022-01-12,,Tulsa,,,Temple,,L,,64,69,-5,,,False
87,2021-22,2022-01-12,,Vermont,,,Stony Brook,,W,,98,65,33,,,False
88,2021-22,2022-01-12,,Wake Forest,,,Duke,8,L,,64,76,-12,,,False
89,2021-22,2022-01-12,,Western Carolina,,,Chattanooga,,W,,70,59,11,,,False
90,2021-22,2022-01-12,,Wofford,,,Samford,,W,,87,64,23,,,False
91,2021-22,2022-01-12,,Bradley,,,Evansville,,W,,79,47,32,,,False
92,2021-22,2022-01-12,,Colorado State,,,Utah State,,W,,77,72,5,,,False
93,2021-22,2022-01-12,,Connecticut,,,St. John's (NY),,W,,86,78,8,,1,False
94,2021-22,2022-01-12,,Drake,,,Illinois State,,W,,86,75,11,,,False
95,2021-22,2022-01-12,,Missouri State,,,Southern Illinois,,W,,81,76,5,,,False
96,2021-22,2022-01-12,,Southeastern Louisiana,,,Tougaloo,,W,,77,72,5,,,False
97,2021-22,2022-01-12,,Southern Methodist,,,South Florida,,W,,77,65,12,,,False
98,2021-22,2022-01-12,,Wichita State,,,Tulane,,L,,67,68,-1,,,False
99,2021-22,2022-01-12,,Arkansas,,,Missouri,,W,,87,43,44,,,False
100,2021-22,2022-01-12,,Boston College,,,Georgia Tech,,L,,76,81,-5,,,False
101,2021-22,2022-01-12,,Kansas State,,,TCU,,L,,57,60,-3,,,False
102,2021-22,2022-01-12,,Louisville,,,NC State,,L,,63,79,-16,,,False
103,2021-22,2022-01-12,,Northwestern,,,Maryland,,L,,87,94,-7,,2,False
0,2021-22,2022-01-12,,Virginia,,,Virginia Tech,,W,,54,52,2,,,False
1,2021-22,2022-01-12,,California Baptist,,,Utah Tech,,L,,76,79,-3,,,False
2,2021-22,2022-01-12,,Nevada,,,Boise State,,L,,70,85,-15,,,False
3,2021-22,2022-01-12,,Pacific,,,Santa Clara,,L,,70,84,-14,,,False
4,2021-22,2022-01-12,,Seattle,,,Utah Valley,,W,,71,65,6,,,False
5,2021-22,2022-01-12,,Washington,,,California,,W,,64,55,9,,,False
6,2021-22,2022-01-13,,Kennesaw State,,,Florida Gulf Coast,,W,,77,53,24,,,False
7,2021-22,2022-01-13,,DePaul,,,Seton Hall,20,W,,96,92,4,,,False
8,2021-22,2022-01-13,,Washington State,,,Stanford,,L,,57,62,-5,,,False
9,2021-22,2022-01-13,,Appalachian State,,,Coastal Carolina,,W,,61,60,1,,,False
10,2021-22,2022-01-13,,Army,,,Boston University,,W,,73,63,10,,,False
11,2021-22,2022-01-13,,UAB,,,Florida International,,W,,84,56,28,,,False
