,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Year,Date,?,Schl,Rk.,?.1,Opp,Rk..1,?.2,?.3,PTS,OPP,MOV,?.4,OT,neutral
277,277,308,72,1989-90,1990-01-24,,Virginia,,,Virginia Tech,,W,,77,59,18,,,True
278,278,309,73,1989-90,1990-01-25,,Charlotte,,,West Virginia,,W,,92,86,6,,,True
279,279,310,74,1989-90,1990-02-03,,Syracuse,7.0,,Florida State,,W,,90,69,21,,,True
280,280,311,75,1989-90,1990-02-06,,Manhattan,,,Iona,,W,,63,54,9,,,True
281,281,312,76,1989-90,1990-02-12,,Duke,6.0,,Stetson,,W,,102,67,35,,,True
282,282,313,77,1989-90,1990-02-15,,Georgia Tech,13.0,,Fordham,,W,,83,78,5,,,True
283,283,314,78,1989-90,1990-02-15,,James Madison,,,Marist,,W,,73,58,15,,,True
284,284,315,79,1989-90,1990-02-24,,Rutgers,,,Rhode Island,,W,,84,61,23,,,True
285,285,316,80,1989-90,1990-02-28,,Monmouth,,,Wagner,,W,,71,50,21,,,True
286,286,317,81,1989-90,1990-03-01,,Florida A&M,,,Howard,,W,,69,53,16,,,True
287,287,318,82,1989-90,1990-03-01,,Maryland-Baltimore County,,,Central Connecticut State,,W,,79,76,3,,,True
288,288,320,84,1989-90,1990-03-01,,Coppin State,,,Morgan State,,W,,90,67,23,,,True
289,289,321,85,1989-90,1990-03-01,,UNC Asheville,,,Augusta State,,W,,79,73,6,,,True
290,290,322,86,1989-90,1990-03-01,,Radford,,,Campbell,,W,,68,44,24,,,True
291,291,323,87,1989-90,1990-03-01,,South Carolina State,,,Bethune-Cookman,,W,,78,71,7,,,True
292,292,324,88,1989-90,1990-03-02,,Appalachian State,,,The Citadel,,W,,86,71,15,,,True
293,293,325,89,1989-90,1990-03-02,,Fordham,,,Loyola (MD),,W,,81,69,12,,,True
294,294,326,90,1989-90,1990-03-02,,Canisius,,,Manhattan,,W,,61,59,2,,,True
295,295,327,91,1989-90,1990-03-02,,Furman,,,Marshall,,W,,82,77,5,,1.0,True
296,296,328,92,1989-90,1990-03-02,,Fairfield,,,Niagara,,W,,66,63,3,,1.0,True
297,297,329,93,1989-90,1990-03-02,,UNC Asheville,,,Radford,,W,,78,72,6,,,True
298,298,330,94,1989-90,1990-03-02,,Army,,,Saint Peter's,,W,,58,56,2,,,True
299,299,331,95,1989-90,1990-03-02,,Coppin State,,,South Carolina State,,W,,48,37,11,,,True
300,300,332,96,1989-90,1990-03-02,,Texas-Rio Grande Valley,,,Lamar,,W,,92,82,10,,,True
301,301,333,97,1989-90,1990-03-02,,Virginia Military Institute,,,Chattanooga,,W,,83,69,14,,,True
302,302,334,98,1989-90,1990-03-02,,East Tennessee State,,,Western Carolina,,W,,75,60,15,,,True
303,303,335,99,1989-90,1990-03-03,,UAB,,,Virginia Commonwealth,,W,,83,68,15,,,True
304,304,336,100,1989-90,1990-03-03,,Appalachian State,,,Furman,,W,,79,62,17,,,True
305,305,337,101,1989-90,1990-03-03,,George Mason,,,East Carolina,,W,,79,63,16,,,True
306,306,338,102,1989-90,1990-03-03,,Bucknell,,,Hofstra,,W,,72,67,5,,,True
307,307,339,103,1989-90,1990-03-03,,Holy Cross,,,Army,,W,,87,62,25,,,True
308,308,340,0,1989-90,1990-03-03,,Fordham,,,Iona,,W,,69,66,3,,,True
309,309,341,1,1989-90,1990-03-03,,La Salle,13.0,,Fairfield,,W,,90,60,30,,,True
310,310,342,2,1989-90,1990-03-03,,Delaware,,,Lafayette,,W,,57,54,3,,1.0,True
311,311,343,3,1989-90,1990-03-03,,Lehigh,,,Drexel,,W,,76,75,1,,,True
312,312,344,4,1989-90,1990-03-03,,New Orleans,,,Louisiana,,W,,91,76,15,,,True
313,313,345,5,1989-90,1990-03-03,,American,,,Navy,,W,,71,61,10,,,True
314,314,346,6,1989-90,1990-03-03,,Coastal Carolina,,,UNC Asheville,,W,,76,73,3,,,True
315,315,347,7,1989-90,1990-03-03,,Jacksonville,,,Old Dominion,,W,,94,88,6,,,True
316,316,348,8,1989-90,1990-03-03,,Portland,,,Santa Clara,,W,,65,62,3,,,True
317,317,349,9,1989-90,1990-03-03,,Pepperdine,,,Saint Mary's (CA),,W,,94,83,11,,,True
318,318,350,10,1989-90,1990-03-03,,San Diego,,,San Francisco,,W,,80,74,6,,,True
319,319,351,11,1989-90,1990-03-03,,South Florida,,,South Alabama,,W,,80,78,2,,,True
320,320,352,12,1989-90,1990-03-03,,Southern Illinois,,,Indiana State,,W,,70,54,16,,,True
321,321,353,13,1989-90,1990-03-03,,George Washington,,,St. Bonaventure,,W,,85,77,8,,,True
322,322,354,14,1989-90,1990-03-03,,Texas-Rio Grande Valley,,,Louisiana Tech,,W,,82,76,6,,,True
323,323,355,15,1989-90,1990-03-03,,Tulsa,,,Bradley,,W,,71,69,2,,,True
324,324,356,16,1989-90,1990-03-03,,East Tennessee State,,,Virginia Military Institute,,W,,99,94,5,,,True
325,325,357,17,1989-90,1990-03-03,,Charlotte,,,Western Kentucky,,W,,91,67,24,,,True
326,326,358,18,1989-90,1990-03-03,,Creighton,,,Wichita State,,W,,70,66,4,,,True
327,327,359,19,1989-90,1990-03-03,,James Madison,,,William & Mary,,W,,93,83,10,,,True
328,328,361,21,1989-90,1990-03-04,,Charlotte,,,UAB,,W,,61,57,4,,,True
329,329,362,22,1989-90,1990-03-04,,East Tennessee State,,,Appalachian State,,W,,96,75,21,,,True
330,330,363,23,1989-90,1990-03-04,,Fordham,,,Holy Cross,,W,,82,71,11,,,True
331,331,364,24,1989-90,1990-03-04,,James Madison,,,George Mason,,W,,88,75,13,,,True
332,332,365,25,1989-90,1990-03-04,,Lehigh,,,Bucknell,,W,,73,67,6,,,True
333,333,366,26,1989-90,1990-03-04,,Liberty,,,Brooklyn,,W,,84,68,16,,,True
334,334,367,27,1989-90,1990-03-04,,Eastern Kentucky,,,Morehead State,,W,,52,50,2,,,True
335,335,368,28,1989-90,1990-03-04,,Penn State,,,George Washington,,W,,83,72,11,,,True
336,336,369,29,1989-90,1990-03-04,,Rutgers,,,Rhode Island,,W,,80,79,1,,,True
337,337,370,30,1989-90,1990-03-04,,South Florida,,,Jacksonville,,W,,86,59,27,,,True
338,338,371,31,1989-90,1990-03-04,,New Orleans,,,Texas-Rio Grande Valley,,W,,48,44,4,,,True
339,339,372,32,1989-90,1990-03-04,,Southern Illinois,,,Tulsa,,W,,75,65,10,,,True
340,340,373,33,1989-90,1990-03-04,,Massachusetts,,,West Virginia,,W,,78,55,23,,,True
341,341,374,34,1989-90,1990-03-05,,Green Bay,,,Valparaiso,,W,,64,57,7,,,True
342,342,375,35,1989-90,1990-03-05,,La Salle,11.0,,Fordham,,W,,71,61,10,,,True
343,343,376,36,1989-90,1990-03-05,,North Texas,,,McNeese State,,W,,67,62,5,,,True
344,344,377,37,1989-90,1990-03-05,,Massachusetts,,,Penn State,,W,,64,59,5,,,True
345,345,378,38,1989-90,1990-03-05,,South Florida,,,Charlotte,,W,,81,74,7,,,True
346,346,379,39,1989-90,1990-03-05,,UT Arlington,,,Sam Houston State,,W,,72,66,6,,,True
347,347,380,40,1989-90,1990-03-05,,Northwestern State,,,Texas State,,W,,82,58,24,,,True
348,348,382,42,1989-90,1990-03-05,,Western Illinois,,,Eastern Illinois,,W,,71,57,14,,,True
349,349,383,43,1989-90,1990-03-06,,Centenary (LA),,,Georgia State,,W,,102,91,11,,,True
350,350,384,44,1989-90,1990-03-06,,Boston University,,,New Hampshire,,W,,63,56,7,,,True
351,351,385,45,1989-90,1990-03-06,,North Texas,,,Northwestern State,,W,,63,61,2,,,True
352,352,386,46,1989-90,1990-03-06,,Stetson,,,Georgia Southern,,W,,80,55,25,,,True
353,353,387,47,1989-90,1990-03-06,,UTSA,,,Samford,,W,,98,85,13,,,True
354,354,388,48,1989-90,1990-03-06,,Vermont,,,Maine,,W,,78,75,3,,,True
355,355,389,49,1989-90,1990-03-06,,Green Bay,,,Western Illinois,,W,,49,46,3,,,True
356,356,390,50,1989-90,1990-03-07,,Alcorn State,,,Alabama State,,W,,119,108,11,,1.0,True
357,357,391,51,1989-90,1990-03-07,,Cal State Fullerton,,,UC Irvine,,W,,82,63,19,,,True
358,358,392,52,1989-90,1990-03-07,,Boston University,,,Colgate,,W,,85,63,22,,,True
359,359,393,53,1989-90,1990-03-07,,Mississippi Valley State,,,Grambling,,W,,83,82,1,,,True
360,360,394,54,1989-90,1990-03-07,,Air Force,,,San Diego State,,W,,70,64,6,,1.0,True
361,361,395,55,1989-90,1990-03-07,,Fresno State,,,San Jose State,,W,,71,56,15,,,True
362,362,396,56,1989-90,1990-03-07,,Southern,,,Jackson State,,W,,83,73,10,,,True
363,363,397,57,1989-90,1990-03-07,,Centenary (LA),,,Stetson,,W,,97,93,4,,1.0,True
364,364,398,58,1989-90,1990-03-07,,Vermont,,,Northeastern,,W,,76,62,14,,,True
365,365,399,59,1989-90,1990-03-08,,Air Force,,,Colorado State,,W,,58,51,7,,,True
366,366,400,60,1989-90,1990-03-08,,Vanderbilt,,,Florida,,W,,68,58,10,,,True
367,367,401,61,1989-90,1990-03-08,,Cincinnati,,,Florida State,,W,,65,64,1,,1.0,True
368,368,403,63,1989-90,1990-03-08,,Evansville,,,Marquette,,W,,66,57,9,,,True
369,369,404,64,1989-90,1990-03-08,,Montana State,,,Montana,,W,,69,57,12,,,True
370,370,405,65,1989-90,1990-03-08,,Nevada-Las Vegas,3.0,,Cal State Fullerton,,W,,115,93,22,,,True
371,371,406,66,1989-90,1990-03-08,,New Mexico State,23.0,,Fresno State,,W,,72,66,6,,,True
372,372,407,67,1989-90,1990-03-08,,Pacific,,,UC Santa Barbara,,W,,65,62,3,,,True
373,373,408,68,1989-90,1990-03-08,,Pittsburgh,,,Boston College,,W,,88,70,18,,,True
374,374,409,69,1989-90,1990-03-08,,Loyola (IL),,,Saint Louis,,W,,67,58,9,,,True
375,375,410,70,1989-90,1990-03-08,,Memphis,,,South Carolina,,W,,71,56,15,,,True
376,376,411,71,1989-90,1990-03-08,,Southern,,,Alcorn State,,W,,120,94,26,,,True
377,377,412,72,1989-90,1990-03-08,,Louisville,18.0,,Tulane,,W,,79,66,13,,,True
378,378,413,73,1989-90,1990-03-08,,Utah,,,Brigham Young,,W,,62,61,1,,1.0,True
379,379,414,74,1989-90,1990-03-08,,Boston University,,,Vermont,,W,,75,57,18,,,True
380,380,415,75,1989-90,1990-03-08,,Southern Mississippi,,,Virginia Tech,,W,,81,67,14,,,True
381,381,416,76,1989-90,1990-03-08,,Southern California,,,Washington State,,W,,85,68,17,,,True
382,382,417,77,1989-90,1990-03-08,,Weber State,,,Nevada,,W,,75,66,9,,,True
383,383,418,78,1989-90,1990-03-08,,Hawaii,,,Wyoming,,W,,66,63,3,,,True
384,384,419,79,1989-90,1990-03-08,,Xavier,24.0,,Butler,,W,,86,61,25,,,True
385,385,420,80,1989-90,1990-03-09,,Duke,12.0,,Maryland,,W,,104,84,20,,,True
386,386,421,81,1989-90,1990-03-09,,Eastern Michigan,,,Bowling Green State,,W,,62,60,2,,,True
387,387,422,82,1989-90,1990-03-09,,Kansas,2.0,,Iowa State,,W,,118,75,43,,,True
388,388,424,84,1989-90,1990-03-09,,Central Michigan,,,Kent State,,W,,82,68,14,,,True
389,389,425,85,1989-90,1990-03-09,,Auburn,,,Louisiana State,16.0,W,,78,76,2,,,True
390,390,426,86,1989-90,1990-03-09,,Louisville,18.0,,Memphis,,W,,76,73,3,,,True
391,391,427,87,1989-90,1990-03-09,,Alabama,,,Mississippi State,,W,,59,44,15,,,True
392,392,428,88,1989-90,1990-03-09,,Colorado,,,Missouri,6.0,W,,92,88,4,,1.0,True
393,393,429,89,1989-90,1990-03-09,,Idaho,,,Montana State,,W,,80,71,9,,,True
394,394,430,90,1989-90,1990-03-09,,Nevada-Las Vegas,3.0,,Pacific,,W,,99,72,27,,,True
395,395,431,91,1989-90,1990-03-09,,Georgia Tech,14.0,,NC State,,W,,76,67,9,,,True
396,396,432,92,1989-90,1990-03-09,,Ball State,,,Ohio,,W,,77,70,7,,,True
397,397,433,93,1989-90,1990-03-09,,Oklahoma,1.0,,Nebraska,,W,,78,65,13,,,True
398,398,434,94,1989-90,1990-03-09,,Oklahoma State,,,Kansas State,,W,,82,78,4,,,True
399,399,435,95,1989-90,1990-03-09,,Georgetown,5.0,,Providence,,W,,78,77,1,,,True
400,400,436,96,1989-90,1990-03-09,,Houston,,,Rice,,W,,90,81,9,,,True
401,401,437,97,1989-90,1990-03-09,,Connecticut,8.0,,Seton Hall,,W,,76,58,18,,,True
402,402,438,98,1989-90,1990-03-09,,Arizona,15.0,,Southern California,,W,,80,57,23,,,True
403,403,439,99,1989-90,1990-03-09,,Arkansas,9.0,,Southern Methodist,,W,,84,61,23,,,True
404,404,440,100,1989-90,1990-03-09,,Southern Mississippi,,,Cincinnati,,W,,75,63,12,,,True
405,405,441,101,1989-90,1990-03-09,,Stanford,,,California,,W,,77,61,16,,,True
406,406,442,102,1989-90,1990-03-09,,Syracuse,4.0,,Pittsburgh,,W,,58,55,3,,,True
407,407,443,103,1989-90,1990-03-09,,Mississippi,,,Tennessee,,W,,87,86,1,,,True
408,408,444,0,1989-90,1990-03-09,,Texas,,,Texas A&M,,W,,92,84,8,,,True
409,409,445,1,1989-90,1990-03-09,,Baylor,,,TCU,,W,,72,62,10,,,True
410,410,446,2,1989-90,1990-03-09,,Miami (OH),,,Toledo,,W,,108,80,28,,,True
411,411,447,3,1989-90,1990-03-09,,UCLA,,,Oregon,,W,,94,76,18,,,True
412,412,448,4,1989-90,1990-03-09,,Hawaii,,,Utah,,W,,66,60,6,,,True
413,413,449,5,1989-90,1990-03-09,,Vanderbilt,,,Georgia,25.0,W,,78,74,4,,1.0,True
414,414,450,6,1989-90,1990-03-09,,Virginia,,,North Carolina,,W,,92,85,7,,1.0,True
415,415,451,7,1989-90,1990-03-09,,Clemson,17.0,,Wake Forest,,W,,79,70,9,,,True
416,416,452,8,1989-90,1990-03-09,,Eastern Washington,,,Weber State,,W,,83,67,16,,,True
417,417,453,9,1989-90,1990-03-09,,Xavier,24.0,,Evansville,,W,,89,78,11,,,True
418,418,454,10,1989-90,1990-03-10,,Alabama,,,Auburn,,W,,87,71,16,,,True
419,419,455,11,1989-90,1990-03-10,,Arkansas,9.0,,Baylor,,W,,115,75,40,,,True
420,420,456,12,1989-90,1990-03-10,,Ball State,,,Eastern Michigan,,W,,69,58,11,,,True
421,421,457,13,1989-90,1990-03-10,,Connecticut,8.0,,Georgetown,5.0,W,,65,60,5,,,True
422,422,458,14,1989-90,1990-03-10,,Georgia Tech,14.0,,Duke,12.0,W,,83,72,11,,,True
423,423,459,15,1989-90,1990-03-10,,Idaho,,,Eastern Washington,,W,,65,62,3,,,True
424,424,460,16,1989-90,1990-03-10,,Oklahoma,1.0,,Kansas,2.0,W,,95,77,18,,,True
425,425,461,17,1989-90,1990-03-10,,Central Michigan,,,Miami (OH),,W,,78,76,2,,,True
426,426,462,18,1989-90,1990-03-10,,Colorado,,,Oklahoma State,,W,,82,72,10,,,True
427,427,463,19,1989-90,1990-03-10,,Louisville,18.0,,Southern Mississippi,,W,,83,80,3,,,True
428,428,465,21,1989-90,1990-03-10,,Arizona,15.0,,Stanford,,W,,85,61,24,,,True
429,429,466,22,1989-90,1990-03-10,,Houston,,,Texas,,W,,89,86,3,,,True
430,430,467,23,1989-90,1990-03-10,,Mississippi,,,Vanderbilt,,W,,65,62,3,,,True
431,431,468,24,1989-90,1990-03-10,,Syracuse,4.0,,Villanova,,W,,73,61,12,,,True
432,432,469,25,1989-90,1990-03-10,,Virginia,,,Clemson,17.0,W,,69,66,3,,,True
433,433,470,26,1989-90,1990-03-11,,Ball State,,,Central Michigan,,W,,78,56,22,,,True
434,434,471,27,1989-90,1990-03-11,,Arkansas,9.0,,Houston,,W,,96,84,12,,,True
435,435,472,28,1989-90,1990-03-11,,Alabama,,,Mississippi,,W,,70,51,19,,,True
436,436,473,29,1989-90,1990-03-11,,Oklahoma,1.0,,Colorado,,W,,92,80,12,,,True
437,437,474,30,1989-90,1990-03-11,,Connecticut,8.0,,Syracuse,4.0,W,,78,75,3,,,True
438,438,475,31,1989-90,1990-03-11,,Arizona,15.0,,UCLA,,W,,94,78,16,,,True
439,439,476,32,1989-90,1990-03-11,,Georgia Tech,14.0,,Virginia,,W,,70,61,9,,,True
440,440,477,33,1989-90,1990-03-15,,Arkansas,7.0,,Princeton,,W,,68,64,4,,,True
441,441,478,34,1989-90,1990-03-15,,Nevada-Las Vegas,2.0,,Little Rock,,W,,102,72,30,,,True
442,442,479,35,1989-90,1990-03-15,,Ball State,,,Oregon State,22.0,W,,54,53,1,,,True
443,443,480,36,1989-90,1990-03-15,,Connecticut,4.0,,Boston University,,W,,76,52,24,,,True
444,444,481,37,1989-90,1990-03-15,,Clemson,17.0,,Brigham Young,,W,,49,47,2,,,True
445,445,482,38,1989-90,1990-03-15,,California,,,Indiana,,W,,65,63,2,,,True
446,446,483,39,1989-90,1990-03-15,,UC Santa Barbara,,,Houston,,W,,70,66,4,,,True
447,447,484,40,1989-90,1990-03-15,,Dayton,,,Illinois,18.0,W,,88,86,2,,,True
448,448,486,42,1989-90,1990-03-15,,Georgia Tech,9.0,,East Tennessee State,,W,,99,83,16,,,True
449,449,487,43,1989-90,1990-03-15,,Louisville,16.0,,Idaho,,W,,78,59,19,,,True
450,450,488,44,1989-90,1990-03-15,,La Salle,12.0,,Southern Mississippi,,W,,79,63,16,,,True
451,451,489,45,1989-90,1990-03-15,,Louisiana State,19.0,,Villanova,,W,,70,63,7,,,True
452,452,490,46,1989-90,1990-03-15,,Michigan State,3.0,,Murray State,,W,,75,71,4,,1.0,True
453,453,491,47,1989-90,1990-03-15,,North Carolina,,,Missouri State,,W,,83,70,13,,,True
454,454,492,48,1989-90,1990-03-15,,Ohio State,,,Providence,,W,,84,83,1,,1.0,True
455,455,493,49,1989-90,1990-03-15,,Oklahoma,1.0,,Towson,,W,,77,68,9,,,True
456,456,494,50,1989-90,1990-03-16,,Alabama,23.0,,Colorado State,,W,,71,54,17,,,True
457,457,495,51,1989-90,1990-03-16,,UCLA,,,UAB,,W,,68,56,12,,,True
458,458,496,52,1989-90,1990-03-16,,Arizona,14.0,,South Florida,,W,,79,67,12,,,True
459,459,497,53,1989-90,1990-03-16,,Syracuse,6.0,,Coppin State,,W,,70,48,22,,,True
460,460,498,54,1989-90,1990-03-16,,Duke,15.0,,Richmond,,W,,81,46,35,,,True
461,461,499,55,1989-90,1990-03-16,,Georgetown,8.0,,Texas Southern,,W,,70,52,18,,,True
462,462,500,56,1989-90,1990-03-16,,Texas,,,Georgia,,W,,100,88,12,,,True
463,463,501,57,1989-90,1990-03-16,,Michigan,13.0,,Illinois State,,W,,76,70,6,,,True
464,464,502,58,1989-90,1990-03-16,,Kansas,5.0,,Robert Morris,,W,,79,71,8,,,True
465,465,503,59,1989-90,1990-03-16,,Xavier,25.0,,Kansas State,,W,,87,79,8,,,True
466,466,504,60,1989-90,1990-03-16,,Purdue,10.0,,Louisiana-Monroe,,W,,75,63,12,,,True
467,467,505,61,1989-90,1990-03-16,,Loyola Marymount,21.0,,New Mexico State,24.0,W,,111,92,19,,,True
468,468,507,63,1989-90,1990-03-16,,Minnesota,20.0,,UTEP,,W,,64,61,3,,1.0,True
469,469,508,64,1989-90,1990-03-16,,Northern Iowa,,,Missouri,11.0,W,,74,71,3,,,True
470,470,509,65,1989-90,1990-03-16,,Virginia,,,Notre Dame,,W,,75,67,8,,,True
471,471,510,66,1989-90,1990-03-16,,St. John's (NY),,,Temple,,W,,81,65,16,,,True
472,472,511,67,1989-90,1990-03-17,,Arkansas,7.0,,Dayton,,W,,86,84,2,,,True
473,473,512,68,1989-90,1990-03-17,,Ball State,,,Louisville,16.0,W,,62,60,2,,,True
474,474,513,69,1989-90,1990-03-17,,Connecticut,4.0,,California,,W,,74,54,20,,,True
475,475,514,70,1989-90,1990-03-17,,Michigan State,3.0,,UC Santa Barbara,,W,,62,58,4,,,True
476,476,515,71,1989-90,1990-03-17,,Clemson,17.0,,La Salle,12.0,W,,79,75,4,,,True
477,477,516,72,1989-90,1990-03-17,,Georgia Tech,9.0,,Louisiana State,19.0,W,,94,91,3,,,True
478,478,517,73,1989-90,1990-03-17,,Nevada-Las Vegas,2.0,,Ohio State,,W,,76,65,11,,,True
479,479,518,74,1989-90,1990-03-17,,North Carolina,,,Oklahoma,1.0,W,,79,77,2,,,True
480,480,519,75,1989-90,1990-03-18,,Alabama,23.0,,Arizona,14.0,W,,77,55,22,,,True
481,481,520,76,1989-90,1990-03-18,,Duke,15.0,,St. John's (NY),,W,,76,72,4,,,True
482,482,521,77,1989-90,1990-03-18,,Xavier,25.0,,Georgetown,8.0,W,,74,71,3,,,True
483,483,522,78,1989-90,1990-03-18,,UCLA,,,Kansas,5.0,W,,71,70,1,,,True
484,484,523,79,1989-90,1990-03-18,,Loyola Marymount,21.0,,Michigan,13.0,W,,149,115,34,,,True
485,485,524,80,1989-90,1990-03-18,,Minnesota,20.0,,Northern Iowa,,W,,81,78,3,,,True
486,486,525,81,1989-90,1990-03-18,,Texas,,,Purdue,10.0,W,,73,72,1,,,True
487,487,526,82,1989-90,1990-03-18,,Syracuse,6.0,,Virginia,,W,,63,61,2,,,True
488,488,528,84,1989-90,1990-03-22,,Arkansas,7.0,,North Carolina,,W,,96,73,23,,,True
489,489,529,85,1989-90,1990-03-22,,Connecticut,4.0,,Clemson,17.0,W,,71,70,1,,,True
490,490,530,86,1989-90,1990-03-22,,Duke,15.0,,UCLA,,W,,90,81,9,,,True
491,491,531,87,1989-90,1990-03-22,,Texas,,,Xavier,25.0,W,,102,89,13,,,True
492,492,532,88,1989-90,1990-03-23,,Loyola Marymount,21.0,,Alabama,23.0,W,,62,60,2,,,True
493,493,533,89,1989-90,1990-03-23,,Nevada-Las Vegas,2.0,,Ball State,,W,,69,67,2,,,True
494,494,534,90,1989-90,1990-03-23,,Georgia Tech,9.0,,Michigan State,3.0,W,,81,80,1,,1.0,True
495,495,535,91,1989-90,1990-03-23,,Minnesota,20.0,,Syracuse,6.0,W,,82,75,7,,,True
496,496,536,92,1989-90,1990-03-24,,Arkansas,7.0,,Texas,,W,,88,85,3,,,True
497,497,537,93,1989-90,1990-03-24,,Duke,15.0,,Connecticut,4.0,W,,79,78,1,,1.0,True
498,498,538,94,1989-90,1990-03-25,,Georgia Tech,9.0,,Minnesota,20.0,W,,93,91,2,,,True
499,499,539,95,1989-90,1990-03-25,,Nevada-Las Vegas,2.0,,Loyola Marymount,21.0,W,,131,101,30,,,True
500,500,540,96,1989-90,1990-03-26,,Saint Louis,,,New Mexico,,W,,80,73,7,,,True
501,501,541,97,1989-90,1990-03-26,,Vanderbilt,,,Penn State,,W,,75,62,13,,,True
502,502,542,98,1989-90,1990-03-28,,Penn State,,,New Mexico,,W,,83,81,2,,1.0,True
503,503,543,99,1989-90,1990-03-28,,Vanderbilt,,,Saint Louis,,W,,74,72,2,,,True
504,504,544,100,1989-90,1990-03-31,,Duke,15.0,,Arkansas,7.0,W,,97,83,14,,,True
505,505,545,101,1989-90,1990-03-31,,Nevada-Las Vegas,2.0,,Georgia Tech,9.0,W,,90,81,9,,,True
506,506,546,102,1989-90,1990-04-02,,Nevada-Las Vegas,2.0,,Duke,15.0,W,,103,73,30,,,True
507,507,547,0,1989-90,1989-11-18,,Nevada-Las Vegas,1.0,,DePaul,,W,,88,53,35,,,True
508,508,548,1,1989-90,1989-11-22,,Kansas,,,Nevada-Las Vegas,1.0,W,,91,77,14,,,True
509,509,549,2,1989-90,1989-11-23,,George Mason,,,East Carolina,,W,,66,62,4,,,True
510,510,550,3,1989-90,1989-11-23,,Maryland,,,East Tennessee State,,W,,91,86,5,,,True
511,511,551,4,1989-90,1989-11-24,,Florida A&M,,,Bethune-Cookman,,W,,94,81,13,,,True
512,512,552,5,1989-90,1989-11-24,,Bowling Green State,,,Jacksonville,,W,,87,75,12,,,True
513,513,553,6,1989-90,1989-11-24,,Kansas State,,,Florida State,,W,,71,70,1,,,True
514,514,554,7,1989-90,1989-11-24,,Louisiana,,,Mississippi,,W,,94,83,11,,,True
515,515,555,8,1989-90,1989-11-24,,Mississippi State,,,Louisiana-Monroe,,W,,75,68,7,,,True
516,516,556,9,1989-90,1989-11-24,,Marshall,,,Army,,W,,81,74,7,,,True
517,517,557,10,1989-90,1989-11-24,,Michigan State,,,Auburn,,W,,92,79,13,,,True
518,518,558,11,1989-90,1989-11-24,,Missouri,11.0,,Evansville,,W,,68,53,15,,,True
519,519,559,12,1989-90,1989-11-24,,La Salle,,,Missouri State,,W,,62,58,4,,,True
520,520,560,13,1989-90,1989-11-24,,North Carolina,7.0,,James Madison,,W,,80,79,1,,,True
521,521,561,14,1989-90,1989-11-24,,Northern Arizona,,,Charleston Southern,,W,,65,64,1,,,True
522,522,562,15,1989-90,1989-11-24,,Stetson,,,Bradley,,W,,74,67,7,,,True
523,523,563,16,1989-90,1989-11-24,,Tennessee,,,Austin Peay,,W,,71,69,2,,,True
524,524,564,17,1989-90,1989-11-24,,Texas A&M,,,Connecticut,,W,,92,81,11,,,True
525,525,565,18,1989-90,1989-11-24,,Villanova,,,San Diego State,,W,,66,58,8,,,True
526,526,566,19,1989-90,1989-11-24,,Alabama,,,Western Kentucky,,W,,79,72,7,,,True
527,527,568,21,1989-90,1989-11-24,,Monmouth,,,Western Michigan,,W,,76,72,4,,,True
528,528,569,22,1989-90,1989-11-24,,Eastern Michigan,,,Wisconsin,,W,,71,52,19,,,True
529,529,570,23,1989-90,1989-11-25,,Connecticut,,,Auburn,,W,,95,91,4,,,True
530,530,571,24,1989-90,1989-11-25,,Alabama,,,Eastern Michigan,,W,,64,61,3,,,True
531,531,572,25,1989-90,1989-11-25,,Kansas State,,,Hawaii,,W,,79,76,3,,,True
532,532,573,26,1989-90,1989-11-25,,Baylor,,,Louisiana-Monroe,,W,,69,68,1,,,True
533,533,574,27,1989-90,1989-11-25,,Arizona,6.0,,Michigan,4.0,W,,82,75,7,,,True
534,534,575,28,1989-90,1989-11-25,,Missouri,11.0,,Louisville,12.0,W,,82,79,3,,,True
535,535,576,29,1989-90,1989-11-25,,Missouri State,,,Saint Mary's (CA),,W,,52,35,17,,,True
536,536,577,30,1989-90,1989-11-25,,Jacksonville,,,New Hampshire,,W,,57,49,8,,,True
537,537,578,31,1989-90,1989-11-25,,Army,,,Northeastern,,W,,66,65,1,,,True
538,538,579,32,1989-90,1989-11-25,,James Madison,,,San Diego State,,W,,56,53,3,,,True
539,539,580,33,1989-90,1989-11-25,,Clemson,,,Stetson,,W,,74,61,13,,,True
540,540,581,34,1989-90,1989-11-25,,Austin Peay,,,Tennessee State,,W,,83,79,4,,,True
541,541,582,35,1989-90,1989-11-25,,Michigan State,,,Texas A&M,,W,,87,75,12,,,True
542,542,583,36,1989-90,1989-11-25,,North Carolina,7.0,,Villanova,,W,,78,68,10,,,True
543,543,584,37,1989-90,1989-11-25,,Wisconsin,,,Western Kentucky,,W,,73,62,11,,,True
544,544,585,38,1989-90,1989-11-25,,Western Michigan,,,Hardin-Simmons,,W,,64,54,10,,,True
545,545,586,39,1989-90,1989-11-26,,Alabama,,,Clemson,,W,,57,48,9,,,True
546,546,587,40,1989-90,1989-11-26,,Connecticut,,,Florida State,,W,,63,60,3,,,True
547,547,589,42,1989-90,1989-11-26,,James Madison,,,Evansville,,W,,70,60,10,,,True
548,548,590,43,1989-90,1989-11-26,,Missouri,11.0,,North Carolina,7.0,W,,80,73,7,,,True
549,549,591,44,1989-90,1989-11-26,,Eastern Michigan,,,Stetson,,W,,88,83,5,,,True
