,Year,Date,?,Schl,Rk.,?.1,Opp,Rk..1,?.2,?.3,PTS,OPP,MOV,?.4,OT,neutral
9,2000-01,2000-11-24,,Syracuse,,,Ohio State,,W,,77,66,11,,,True
10,2000-01,2000-11-24,,Texas,,,Indiana,,W,,70,58,12,,,True
11,2000-01,2000-11-24,,TCU,,,Siena,,W,,111,91,20,,,True
12,2000-01,2000-11-24,,Toledo,,,Southeast Missouri State,,W,,59,43,16,,,True
13,2000-01,2000-11-25,,Bradley,,,Cornell,,W,,72,69,3,,,True
14,2000-01,2000-11-25,,Canisius,,,Milwaukee,,W,,82,80,2,,,True
15,2000-01,2000-11-25,,Creighton,,,Providence,,W,,63,51,12,,,True
16,2000-01,2000-11-25,,Duquesne,,,Central Florida,,W,,90,79,11,,,True
17,2000-01,2000-11-25,,Florida State,,,Rhode Island,,W,,86,71,15,,,True
18,2000-01,2000-11-25,,Georgetown,,,College of Charleston,,W,,79,68,11,,,True
19,2000-01,2000-11-25,,Indiana State,,,Miami (OH),,W,,54,46,8,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,2000-01,2000-11-25,,Minnesota,,,TCU,,W,,107,99,8,,,True
22,2000-01,2000-11-25,,Oklahoma,19,,Tulane,,W,,83,69,14,,,True
23,2000-01,2000-11-25,,Oregon State,,,Long Beach State,,W,,78,66,12,,,True
24,2000-01,2000-11-25,,Quinnipiac,,,Howard,,W,,93,86,7,,,True
25,2000-01,2000-11-25,,San Francisco,,,Appalachian State,,W,,54,52,2,,,True
26,2000-01,2000-11-25,,Southeast Missouri State,,,Robert Morris,,W,,78,53,25,,,True
27,2000-01,2000-11-25,,Stanford,5,,Georgia,,W,,71,58,13,,,True
28,2000-01,2000-11-25,,Syracuse,,,Missouri,,W,,84,62,22,,,True
29,2000-01,2000-11-25,,Toledo,,,Auburn,,W,,95,90,5,,2,True
30,2000-01,2000-11-25,,Utah,13,,Memphis,,W,,61,58,3,,,True
31,2000-01,2000-11-25,,Valparaiso,,,Ohio State,,W,,67,64,3,,,True
32,2000-01,2000-11-26,,Auburn,,,Providence,,W,,80,69,11,,,True
33,2000-01,2000-11-26,,College of Charleston,,,TCU,,W,,76,71,5,,,True
34,2000-01,2000-11-26,,Elon,,,Southeastern Louisiana,,W,,59,51,8,,,True
35,2000-01,2000-11-26,,Georgetown,,,Minnesota,,W,,76,60,16,,,True
36,2000-01,2000-11-26,,Long Beach State,,,Tulane,,W,,79,74,5,,,True
37,2000-01,2000-11-26,,Montana State,,,San Francisco,,W,,71,66,5,,,True
38,2000-01,2000-11-26,,Oklahoma,19,,Oregon State,,W,,78,60,18,,,True
39,2000-01,2000-11-26,,Siena,,,Duquesne,,W,,91,89,2,,,True
40,2000-01,2000-11-26,,Southeast Missouri State,,,Cleveland State,,W,,72,71,1,,,True
41,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
42,2000-01,2000-11-26,,Toledo,,,Creighton,,W,,61,57,4,,,True
43,2000-01,2000-11-28,,Duke,1,,Illinois,9,W,,78,77,1,,,True
44,2000-01,2000-11-30,,Colorado State,,,Yale,,W,,83,47,36,,,True
45,2000-01,2000-12-01,,Alabama State,,,North Carolina A&T,,W,,82,61,21,,,True
46,2000-01,2000-12-01,,Cal State Northridge,,,Kent State,,W,,89,85,4,,1,True
47,2000-01,2000-12-01,,Colorado State,,,Central Connecticut State,,W,,86,76,10,,,True
48,2000-01,2000-12-01,,Coppin State,,,Texas Southern,,W,,61,53,8,,,True
49,2000-01,2000-12-01,,Princeton,,,Weber State,,W,,65,60,5,,1,True
50,2000-01,2000-12-01,,Sam Houston State,,,Texas A&M-Corpus Christi,,W,,88,63,25,,,True
51,2000-01,2000-12-01,,Southern Mississippi,,,Western Illinois,,W,,84,51,33,,,True
52,2000-01,2000-12-01,,Tulsa,,,Santa Clara,,W,,65,59,6,,,True
53,2000-01,2000-12-01,,Virginia Tech,,,Fairfield,,W,,65,61,4,,,True
54,2000-01,2000-12-02,,Coppin State,,,Alabama State,,W,,63,62,1,,,True
55,2000-01,2000-12-02,,Fairfield,,,Akron,,W,,71,53,18,,,True
56,2000-01,2000-12-02,,Kent State,,,Centenary (LA),,W,,61,47,14,,,True
57,2000-01,2000-12-02,,Maryland,13,,Michigan,,W,,82,51,31,,,True
58,2000-01,2000-12-02,,North Carolina A&T,,,Texas Southern,,W,,75,57,18,,,True
59,2000-01,2000-12-02,,Santa Clara,,,Chattanooga,,W,,83,81,2,,2,True
60,2000-01,2000-12-02,,Southern,,,Western Illinois,,W,,94,76,18,,,True
61,2000-01,2000-12-02,,Weber State,,,Anderson (IN),,W,,81,73,8,,,True
62,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
63,2000-01,2000-12-03,,Maryland,13,,George Washington,,W,,71,63,8,,,True
64,2000-01,2000-12-03,,St. John's (NY),19,,Michigan,,W,,97,83,14,,,True
65,2000-01,2000-12-08,,Alabama A&M,,,Northern Arizona,,W,,57,55,2,,,True
66,2000-01,2000-12-08,,Ball State,,,Texas Tech,,W,,91,71,20,,,True
67,2000-01,2000-12-08,,Pacific,,,Alaska-Fairbanks,,W,,94,58,36,,,True
68,2000-01,2000-12-09,,Alabama,23,,Akron,,W,,73,59,14,,,True
69,2000-01,2000-12-09,,Duquesne,,,Northern Arizona,,W,,65,62,3,,,True
70,2000-01,2000-12-09,,Georgia Tech,,,Kentucky,,W,,86,84,2,,,True
71,2000-01,2000-12-09,,Pacific,,,Kansas City,,W,,59,56,3,,,True
72,2000-01,2000-12-09,,Brigham Young,,,Rice,,W,,59,49,10,,,True
73,2000-01,2000-12-09,,North Carolina,14,,Texas A&M,,W,,82,60,22,,,True
74,2000-01,2000-12-09,,Texas Tech,,,Western Michigan,,W,,68,59,9,,,True
75,2000-01,2000-12-16,,Illinois,5,,Arizona,7,W,,81,73,8,,,True
76,2000-01,2000-12-18,,Georgia Tech,,,Idaho State,,W,,78,56,22,,,True
77,2000-01,2000-12-19,,Idaho State,,,Sacred Heart,,W,,95,59,36,,,True
78,2000-01,2000-12-19,,Louisiana,,,Samford,,W,,76,66,10,,,True
79,2000-01,2000-12-19,,Duke,1,,Portland,,W,,97,64,33,,,True
80,2000-01,2000-12-19,,Michigan State,2,,Seton Hall,8,W,,72,57,15,,,True
81,2000-01,2000-12-19,,Virginia,14,,Tennessee,4,W,,107,89,18,,,True
82,2000-01,2000-12-20,,Alabama,17,,Northern Iowa,,W,,64,56,8,,,True
83,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
84,2000-01,2000-12-20,,Delaware,,,Charleston Southern,,W,,82,63,19,,,True
85,2000-01,2000-12-20,,Cincinnati,22,,Youngstown State,,W,,74,65,9,,,True
86,2000-01,2000-12-20,,Clemson,,,Florida Atlantic,,W,,94,81,13,,,True
87,2000-01,2000-12-20,,Kent State,,,Northwestern,,W,,67,58,9,,,True
88,2000-01,2000-12-20,,Nebraska,,,Iona,,W,,81,80,1,,,True
89,2000-01,2000-12-20,,Toledo,,,Samford,,W,,80,74,6,,2,True
90,2000-01,2000-12-20,,Virginia Commonwealth,,,Evansville,,W,,90,82,8,,,True
91,2000-01,2000-12-21,,Alabama,17,,Washington,,W,,69,60,9,,,True
92,2000-01,2000-12-21,,UAB,,,Cal State Northridge,,W,,71,67,4,,,True
93,2000-01,2000-12-21,,Brigham Young,,,Boise State,,W,,83,67,16,,,True
94,2000-01,2000-12-21,,California,,,Georgia,,W,,85,64,21,,,True
95,2000-01,2000-12-21,,Jacksonville State,,,Charleston Southern,,W,,81,68,13,,,True
96,2000-01,2000-12-21,,Cincinnati,22,,Clemson,,W,,88,80,8,,,True
97,2000-01,2000-12-21,,Eastern Illinois,,,Buffalo,,W,,73,66,7,,,True
98,2000-01,2000-12-21,,Illinois,5,,Missouri,,W,,86,81,5,,1,True
99,2000-01,2000-12-21,,Iowa State,,,Troy,,W,,66,56,10,,,True
100,2000-01,2000-12-21,,Mississippi,24,,Southern Illinois,,W,,70,66,4,,,True
101,2000-01,2000-12-21,,Nebraska,,,Kent State,,W,,69,68,1,,,True
102,2000-01,2000-12-21,,Northwestern,,,Iona,,W,,69,67,2,,,True
103,2000-01,2000-12-21,,Southern Methodist,,,Virginia Commonwealth,,W,,94,88,6,,,True
0,2000-01,2000-12-21,,Stanford,3,,Duke,1,W,,84,83,1,,,True
1,2000-01,2000-12-21,,Youngstown State,,,Florida Atlantic,,W,,72,53,19,,,True
2,2000-01,2000-12-22,,Buffalo,,,Alcorn State,,W,,74,69,5,,,True
3,2000-01,2000-12-22,,Cincinnati,22,,Alabama,17,W,,77,74,3,,1,True
4,2000-01,2000-12-22,,Georgia State,,,UAB,,W,,74,63,11,,,True
5,2000-01,2000-12-22,,Iowa State,,,Brigham Young,,W,,77,71,6,,,True
6,2000-01,2000-12-22,,Kent State,,,Virginia Commonwealth,,W,,81,75,6,,,True
7,2000-01,2000-12-22,,Kentucky,,,Indiana,,W,,88,74,14,,,True
8,2000-01,2000-12-22,,Mississippi,24,,Southern California,13,W,,84,83,1,,1,True
9,2000-01,2000-12-22,,Nebraska,,,Southern Methodist,,W,,72,70,2,,,True
10,2000-01,2000-12-22,,Northwestern,,,Evansville,,W,,68,52,16,,,True
11,2000-01,2000-12-22,,Troy,,,Boise State,,W,,61,42,19,,,True
12,2000-01,2000-12-22,,Washington,,,Clemson,,W,,77,76,1,,1,True
13,2000-01,2000-12-22,,Youngstown State,,,Northern Iowa,,W,,79,76,3,,2,True
14,2000-01,2000-12-23,,Georgia State,,,Cal State Northridge,,W,,97,88,9,,,True
15,2000-01,2000-12-23,,Iowa State,,,Mississippi,24,W,,73,68,5,,,True
16,2000-01,2000-12-23,,Southern California,13,,Brigham Young,,W,,70,67,3,,,True
17,2000-01,2000-12-23,,Troy,,,Southern Illinois,,W,,77,69,8,,,True
18,2000-01,2000-12-26,,Penn State,,,Princeton,,W,,65,52,13,,,True
19,2000-01,2000-12-27,,Penn State,,,Hofstra,,W,,74,71,3,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,2000-01,2000-12-27,,Houston,,,Southeast Missouri State,,W,,69,64,5,,,True
22,2000-01,2000-12-27,,Rutgers,,,Princeton,,W,,53,39,14,,,True
23,2000-01,2000-12-27,,Saint Louis,,,Texas A&M,,W,,72,60,12,,,True
24,2000-01,2000-12-28,,Cleveland State,,,Winthrop,,W,,60,53,7,,,True
25,2000-01,2000-12-28,,Indiana,,,Northeastern,,W,,103,65,38,,,True
26,2000-01,2000-12-28,,Iowa,23,,Detroit Mercy,,W,,69,68,1,,,True
27,2000-01,2000-12-28,,Mississippi State,,,Louisiana,,W,,90,80,10,,,True
28,2000-01,2000-12-28,,Southeast Missouri State,,,Jackson State,,W,,72,63,9,,,True
29,2000-01,2000-12-28,,Tennessee,6,,George Washington,,W,,92,81,11,,,True
30,2000-01,2000-12-28,,Valparaiso,,,Colorado State,,W,,61,47,14,,,True
31,2000-01,2000-12-29,,Air Force,,,Cornell,,W,,63,51,12,,,True
32,2000-01,2000-12-29,,Austin Peay,,,Jacksonville State,,W,,78,73,5,,,True
33,2000-01,2000-12-29,,The Citadel,,,Colgate,,W,,86,55,31,,,True
34,2000-01,2000-12-29,,College of Charleston,,,Richmond,,W,,52,48,4,,,True
35,2000-01,2000-12-29,,Colorado State,,,Northeastern,,W,,63,52,11,,,True
36,2000-01,2000-12-29,,Detroit Mercy,,,George Washington,,W,,63,50,13,,,True
37,2000-01,2000-12-29,,Drexel,,,Davidson,,W,,84,73,11,,,True
38,2000-01,2000-12-29,,Indiana,,,Valparaiso,,W,,63,60,3,,,True
39,2000-01,2000-12-29,,La Salle,,,Lafayette,,W,,81,78,3,,1,True
40,2000-01,2000-12-29,,North Carolina,14,,Massachusetts,,W,,91,60,31,,,True
41,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
42,2000-01,2000-12-29,,Oklahoma,17,,Oral Roberts,,W,,84,51,33,,,True
43,2000-01,2000-12-29,,Pepperdine,,,Charlotte,,W,,81,70,11,,,True
44,2000-01,2000-12-29,,Radford,,,Portland,,W,,80,74,6,,,True
45,2000-01,2000-12-29,,Southern Methodist,,,Texas-Rio Grande Valley,,W,,97,67,30,,,True
46,2000-01,2000-12-29,,Tennessee,6,,Iowa,23,W,,80,68,12,,,True
47,2000-01,2000-12-29,,Texas A&M,,,Manhattan,,W,,72,64,8,,,True
48,2000-01,2000-12-29,,Youngstown State,,,Northern Iowa,,W,,54,46,8,,,True
49,2000-01,2000-12-30,,Albany (NY),,,Cornell,,W,,72,59,13,,,True
50,2000-01,2000-12-30,,Butler,,,Louisiana,,W,,74,63,11,,,True
51,2000-01,2000-12-30,,North Carolina,14,,College of Charleston,,W,,64,60,4,,,True
52,2000-01,2000-12-30,,Davidson,,,William & Mary,,W,,75,70,5,,,True
53,2000-01,2000-12-30,,Fordham,,,George Mason,,W,,64,55,9,,,True
54,2000-01,2000-12-30,,George Washington,,,Manhattan,,W,,64,59,5,,,True
55,2000-01,2000-12-30,,Iowa,23,,Saint Louis,,W,,68,56,12,,,True
56,2000-01,2000-12-30,,Jacksonville State,,,Belmont,,W,,72,71,1,,,True
57,2000-01,2000-12-30,,Lafayette,,,Yale,,W,,85,77,8,,,True
58,2000-01,2000-12-30,,The Citadel,,,Morehead State,,W,,52,51,1,,,True
59,2000-01,2000-12-30,,Oklahoma,17,,Southern Methodist,,W,,79,78,1,,1,True
60,2000-01,2000-12-30,,Pepperdine,,,Ohio,,W,,78,76,2,,1,True
61,2000-01,2000-12-30,,Richmond,,,Massachusetts,,W,,63,59,4,,,True
62,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
63,2000-01,2000-12-30,,Samford,,,Northern Iowa,,W,,75,68,7,,,True
64,2000-01,2000-12-30,,St. Francis (NY),,,Portland,,W,,85,77,8,,,True
65,2000-01,2000-12-30,,Texas A&M,,,Detroit Mercy,,W,,81,72,9,,1,True
66,2000-01,2000-12-30,,Texas-Rio Grande Valley,,,Oral Roberts,,W,,81,62,19,,,True
67,2000-01,2001-01-09,,West Virginia,,,Marshall,,W,,73,67,6,,,True
68,2000-01,2001-02-28,,Florida Atlantic,,,Campbell,,W,,70,65,5,,,True
69,2000-01,2001-02-28,,Central Florida,,,Jacksonville State,,W,,100,57,43,,,True
70,2000-01,2001-03-01,,Troy,,,Central Florida,,W,,89,68,21,,,True
71,2000-01,2001-03-01,,Western Carolina,,,The Citadel,,W,,67,57,10,,,True
72,2000-01,2001-03-01,,Charleston Southern,,,Coastal Carolina,,W,,77,64,13,,,True
73,2000-01,2001-03-01,,Samford,,,Jacksonville,,W,,44,41,3,,,True
74,2000-01,2001-03-01,,Stetson,,,Mercer,,W,,71,67,4,,,True
75,2000-01,2001-03-01,,Liberty,,,UNC Asheville,,W,,60,48,12,,,True
76,2000-01,2001-03-01,,Georgia Southern,,,Virginia Military Institute,,W,,76,59,17,,,True
77,2000-01,2001-03-01,,Davidson,,,Wofford,,W,,60,57,3,,,True
78,2000-01,2001-03-02,,Chattanooga,,,Appalachian State,,W,,74,48,26,,,True
79,2000-01,2001-03-02,,Radford,,,Charleston Southern,,W,,65,62,3,,,True
80,2000-01,2001-03-02,,Davidson,,,College of Charleston,,W,,57,54,3,,,True
81,2000-01,2001-03-02,,Florida International,,,Denver,,W,,59,52,7,,,True
82,2000-01,2001-03-02,,Northern Iowa,,,Drake,,W,,59,53,6,,,True
83,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
84,2000-01,2001-03-02,,Georgia Southern,,,East Tennessee State,,W,,72,64,8,,,True
85,2000-01,2001-03-02,,Loyola (MD),,,Fairfield,,W,,60,58,2,,,True
86,2000-01,2001-03-02,,Towson,,,Hartford,,W,,65,62,3,,,True
87,2000-01,2001-03-02,,Winthrop,,,Liberty,,W,,67,62,5,,2,True
88,2000-01,2001-03-02,,New Orleans,,,Middle Tennessee,,W,,66,61,5,,1,True
89,2000-01,2001-03-02,,Eastern Illinois,,,Murray State,,W,,97,71,26,,,True
90,2000-01,2001-03-02,,Vermont,,,New Hampshire,,W,,78,73,5,,,True
91,2000-01,2001-03-02,,Little Rock,,,North Texas,,W,,80,67,13,,,True
92,2000-01,2001-03-02,,Troy,,,Stetson,,W,,78,69,9,,,True
93,2000-01,2001-03-02,,Austin Peay,,,Tennessee Tech,,W,,83,63,20,,,True
94,2000-01,2001-03-02,,UNC Greensboro,,,Western Carolina,,W,,91,69,22,,,True
95,2000-01,2001-03-02,,Missouri State,,,Wichita State,,W,,57,45,12,,,True
96,2000-01,2001-03-03,,Navy,,,Army,,W,,92,73,19,,,True
97,2000-01,2001-03-03,,Eastern Illinois,,,Austin Peay,,W,,84,83,1,,,True
98,2000-01,2001-03-03,,Maine,,,Boston University,,W,,87,83,4,,1,True
99,2000-01,2001-03-03,,Maryland-Baltimore County,,,Central Connecticut State,,W,,59,44,15,,,True
100,2000-01,2001-03-03,,Bucknell,,,Colgate,,W,,75,68,7,,,True
101,2000-01,2001-03-03,,UNC Greensboro,,,Davidson,,W,,73,68,5,,,True
102,2000-01,2001-03-03,,Northeastern,,,Drexel,,W,,74,73,1,,,True
103,2000-01,2001-03-03,,Illinois State,,,Evansville,,W,,81,77,4,,,True
0,2000-01,2001-03-03,,Monmouth,,,Fairleigh Dickinson,,W,,71,59,12,,,True
1,2000-01,2001-03-03,,Chattanooga,,,Georgia Southern,,W,,84,73,11,,,True
2,2000-01,2001-03-03,,Detroit Mercy,,,Green Bay,,W,,66,58,8,,,True
3,2000-01,2001-03-03,,Cleveland State,,,Illinois-Chicago,,W,,62,61,1,,,True
4,2000-01,2001-03-03,,Indiana State,,,Southern Illinois,,W,,67,64,3,,,True
5,2000-01,2001-03-03,,Lehigh,,,Lafayette,,W,,83,71,12,,,True
6,2000-01,2001-03-03,,Wagner,,,Long Island University,,W,,88,83,5,,,True
7,2000-01,2001-03-03,,Butler,,,Loyola (IL),,W,,78,52,26,,,True
8,2000-01,2001-03-03,,Santa Clara,,,Loyola Marymount,,W,,77,60,17,,,True
9,2000-01,2001-03-03,,Iona,,,Loyola (MD),,W,,64,52,12,,,True
10,2000-01,2001-03-03,,Siena,,,Manhattan,,W,,79,76,3,,,True
11,2000-01,2001-03-03,,Creighton,,,Missouri State,,W,,63,41,22,,,True
12,2000-01,2001-03-03,,Bradley,,,Northern Iowa,,W,,59,56,3,,,True
13,2000-01,2001-03-03,,Pepperdine,,,Portland,,W,,81,71,10,,,True
14,2000-01,2001-03-03,,Winthrop,,,Radford,,W,,67,65,2,,1,True
15,2000-01,2001-03-03,,Marist,,,Rider,,W,,70,58,12,,,True
16,2000-01,2001-03-03,,Gonzaga,,,Saint Mary's (CA),,W,,105,65,40,,,True
17,2000-01,2001-03-03,,Hofstra,,,Vermont,,W,,68,55,13,,,True
