,Year,Date,?,Schl,Rk.,?.1,Opp,Rk..1,?.2,?.3,PTS,OPP,MOV,?.4,OT,neutral
0,2022-23,2022-11-07,,San Diego State,19,,Cal State Fullerton,,W,,80,57,23,,,False
1,2022-23,2022-11-07,,Baylor,5,,Mississippi Valley State,,W,,117,53,64,,,False
2,2022-23,2022-11-07,,Middle Tennessee,,,Brescia,,W,,79,52,27,,,False
3,2022-23,2022-11-07,,Prairie View,,,Kansas Christian,,W,,94,79,15,,,False
4,2022-23,2022-11-07,,Stanford,,,Pacific,,W,,88,78,10,,,False
5,2022-23,2022-11-07,,James Madison,,,Valley Forge,,W,,123,38,85,,,False
6,2022-23,2022-11-07,,UNC Greensboro,,,Johnson & Wales (NC),,W,,93,60,33,,,False
7,2022-23,2022-11-07,,Oakland,,,Defiance,,W,,92,27,65,,,False
8,2022-23,2022-11-07,,Oregon,21,,Florida A&M,,W,,80,45,35,,,False
9,2022-23,2022-11-07,,Appalachian State,,,Warren Wilson,,W,,142,74,68,,,False
10,2022-23,2022-11-07,,Butler,,,New Orleans,,W,,89,53,36,,,False
11,2022-23,2022-11-07,,Charlotte,,,Coppin State,,W,,82,59,23,,,False
12,2022-23,2022-11-07,,DePaul,,,Loyola (MD),,W,,72,66,6,,,False
13,2022-23,2022-11-07,,Kentucky,4,,Howard,,W,,95,63,32,,,False
14,2022-23,2022-11-07,,Massachusetts-Lowell,,,Fisher College,,W,,108,43,65,,,False
15,2022-23,2022-11-07,,Michigan,22,,Purdue-Fort Wayne,,W,,75,56,19,,,False
16,2022-23,2022-11-07,,Milwaukee,,,Milwaukee Engineering,,W,,102,46,56,,,False
17,2022-23,2022-11-07,,St. John's (NY),,,Merrimack,,W,,97,72,25,,,False
18,2022-23,2022-11-07,,Villanova,16,,La Salle,,W,,81,68,13,,,False
19,2022-23,2022-11-07,,Akron,,,South Dakota State,,W,,81,80,1,,1,False
21,2022-23,2022-11-07,,UAB,,,Alabama State,,W,,111,70,41,,,False
22,2022-23,2022-11-07,,Arizona State,,,Tarleton State,,W,,62,59,3,,,False
23,2022-23,2022-11-07,,Army,,,Keystone,,W,,110,65,45,,,False
24,2022-23,2022-11-07,,Ball State,,,Earlham,,W,,109,39,70,,,False
25,2022-23,2022-11-07,,Belmont,,,Ohio,,W,,70,69,1,,,False
26,2022-23,2022-11-07,,Binghamton,,,Cazenovia,,W,,87,56,31,,,False
27,2022-23,2022-11-07,,Boston University,,,Northeastern,,W,,72,63,9,,,False
28,2022-23,2022-11-07,,Bowling Green State,,,Air Force,,W,,62,58,4,,,False
29,2022-23,2022-11-07,,Bryant,,,Thomas (ME),,W,,147,39,108,,,False
30,2022-23,2022-11-07,,Bucknell,,,Lebanon Valley,,W,,113,52,61,,,False
31,2022-23,2022-11-07,,Buffalo,,,Colgate,,W,,88,87,1,,,False
32,2022-23,2022-11-07,,Canisius,,,Youngstown State,,L,,81,92,-11,,,False
33,2022-23,2022-11-07,,Charleston Southern,,,Toccoa Falls,,W,,83,52,31,,,False
34,2022-23,2022-11-07,,Cincinnati,,,Chaminade,,W,,98,55,43,,,False
35,2022-23,2022-11-07,,Clemson,,,The Citadel,,W,,80,69,11,,,False
36,2022-23,2022-11-07,,Cleveland State,,,Notre Dame (OH),,L,,68,72,-4,,,False
37,2022-23,2022-11-07,,Coastal Carolina,,,St. Mary's (MD),,W,,97,43,54,,,False
38,2022-23,2022-11-07,,College of Charleston,,,Chattanooga,,W,,85,78,7,,,False
39,2022-23,2022-11-07,,Connecticut,,,Stonehill,,W,,85,54,31,,,False
40,2022-23,2022-11-07,,Davidson,,,Guilford,,W,,87,64,23,,,False
42,2022-23,2022-11-07,,Dayton,24,,Lindenwood,,W,,73,46,27,,,False
43,2022-23,2022-11-07,,Delaware,,,Wilmington (DE),,W,,78,54,24,,,False
44,2022-23,2022-11-07,,Denver,,,Idaho,,W,,68,63,5,,,False
45,2022-23,2022-11-07,,Duke,7,,Jacksonville,,W,,71,44,27,,,False
46,2022-23,2022-11-07,,East Tennessee State,,,Emory & Henry,,W,,88,66,22,,,False
47,2022-23,2022-11-07,,Eastern Kentucky,,,Miami Middletown,,W,,137,52,85,,,False
48,2022-23,2022-11-07,,Eastern Michigan,,,Wayne State (MI),,W,,75,66,9,,,False
49,2022-23,2022-11-07,,Elon,,,Erskine,,W,,80,55,25,,,False
50,2022-23,2022-11-07,,Florida Atlantic,,,Lynn,,W,,81,46,35,,,False
51,2022-23,2022-11-07,,Florida International,,,Houston Christian,,W,,77,66,11,,,False
52,2022-23,2022-11-07,,Florida State,,,Stetson,,L,,74,83,-9,,,False
53,2022-23,2022-11-07,,Fordham,,,Dartmouth,,W,,88,74,14,,,False
54,2022-23,2022-11-07,,Furman,,,North Greenville,,W,,91,55,36,,,False
55,2022-23,2022-11-07,,George Washington,,,Virginia State,,W,,85,58,27,,,False
56,2022-23,2022-11-07,,Georgia,,,Western Carolina,,W,,68,55,13,,,False
57,2022-23,2022-11-07,,Georgia Tech,,,Clayton State,,W,,93,63,30,,,False
58,2022-23,2022-11-07,,Holy Cross,,,Siena,,L,,68,75,-7,,,False
59,2022-23,2022-11-07,,Indiana,13,,Morehead State,,W,,88,53,35,,,False
60,2022-23,2022-11-07,,Indiana State,,,Green Bay,,W,,80,53,27,,,False
61,2022-23,2022-11-07,,Iona,,,Pennsylvania,,W,,78,50,28,,,False
63,2022-23,2022-11-07,,Iowa,,,Bethune-Cookman,,W,,89,58,31,,,False
64,2022-23,2022-11-07,,Kennesaw State,,,LaGrange,,W,,99,56,43,,,False
65,2022-23,2022-11-07,,Liberty,,,Regent,,W,,104,38,66,,,False
66,2022-23,2022-11-07,,Maryland,,,Niagara,,W,,71,49,22,,,False
67,2022-23,2022-11-07,,Massachusetts,,,Central Connecticut State,,W,,94,67,27,,,False
68,2022-23,2022-11-07,,Miami (FL),,,Lafayette,,W,,67,54,13,,,False
69,2022-23,2022-11-07,,Michigan State,,,Northern Arizona,,W,,73,55,18,,,False
70,2022-23,2022-11-07,,Mississippi State,,,Texas A&M-Corpus Christi,,W,,63,44,19,,,False
71,2022-23,2022-11-07,,New Hampshire,,,Brandeis,,W,,79,47,32,,,False
72,2022-23,2022-11-07,,Norfolk State,,,Virginia-Lynchburg,,W,,109,59,50,,,False
73,2022-23,2022-11-07,,North Carolina A&T,,,Edward Waters,,W,,100,61,39,,,False
74,2022-23,2022-11-07,,Northern Kentucky,,,Kent State,,L,,57,79,-22,,,False
75,2022-23,2022-11-07,,Ohio State,,,Robert Morris,,W,,91,53,38,,,False
76,2022-23,2022-11-07,,Old Dominion,,,Maryland-Eastern Shore,,W,,84,65,19,,,False
77,2022-23,2022-11-07,,Penn State,,,Winthrop,,W,,93,68,25,,,False
78,2022-23,2022-11-07,,Pittsburgh,,,Tennessee-Martin,,W,,80,58,22,,,False
79,2022-23,2022-11-07,,Presbyterian,,,Carolina,,W,,76,42,34,,,False
80,2022-23,2022-11-07,,Princeton,,,Hofstra,,L,,77,83,-6,,,False
81,2022-23,2022-11-07,,Queens (NC),,,Marshall,,W,,83,82,1,,,False
82,2022-23,2022-11-07,,Rhode Island,,,Quinnipiac,,L,,62,67,-5,,,False
84,2022-23,2022-11-07,,Richmond,,,Virginia Military Institute,,W,,69,48,21,,,False
85,2022-23,2022-11-07,,Rutgers,,,Columbia,,W,,75,35,40,,,False
86,2022-23,2022-11-07,,Saint Peter's,,,NJIT,,W,,73,59,14,,,False
87,2022-23,2022-11-07,,South Carolina Upstate,,,Brevard,,W,,90,42,48,,,False
88,2022-23,2022-11-07,,St. Bonaventure,,,Saint Francis (PA),,W,,71,58,13,,,False
89,2022-23,2022-11-07,,St. Francis (NY),,,Mt. St. Mary (NY),,W,,94,56,38,,,False
90,2022-23,2022-11-07,,Temple,,,Wagner,,L,,73,76,-3,,1,False
91,2022-23,2022-11-07,,Tennessee,11,,Tennessee Tech,,W,,75,43,32,,,False
92,2022-23,2022-11-07,,Toledo,,,Valparaiso,,W,,85,70,15,,,False
93,2022-23,2022-11-07,,Towson,,,Albany (NY),,W,,67,62,5,,,False
94,2022-23,2022-11-07,,Troy,,,Montevallo,,W,,87,67,20,,,False
95,2022-23,2022-11-07,,Utah,,,Long Island University,,W,,89,48,41,,,False
96,2022-23,2022-11-07,,Vermont,,,Brown,,W,,80,65,15,,,False
97,2022-23,2022-11-07,,Virginia Commonwealth,,,Manhattan,,W,,73,56,17,,,False
98,2022-23,2022-11-07,,Washington State,,,Texas State,,W,,83,61,22,,,False
99,2022-23,2022-11-07,,West Virginia,,,Mount St. Mary's,,W,,76,58,18,,,False
100,2022-23,2022-11-07,,William & Mary,,,Navy,,L,,59,74,-15,,,False
101,2022-23,2022-11-07,,Wofford,,,Bob Jones University,,W,,120,48,72,,,False
102,2022-23,2022-11-07,,Xavier,,,Morgan State,,W,,96,73,23,,,False
103,2022-23,2022-11-07,,Yale,,,Sarah Lawrence,,W,,96,41,55,,,False
0,2022-23,2022-11-07,,Abilene Christian,,,Jackson State,,W,,65,56,9,,,False
1,2022-23,2022-11-07,,Alabama,20,,Longwood,,W,,75,54,21,,,False
2,2022-23,2022-11-07,,Arkansas,10,,North Dakota State,,W,,76,58,18,,,False
3,2022-23,2022-11-07,,Arkansas State,,,Harding,,W,,86,55,31,,,False
4,2022-23,2022-11-07,,Auburn,15,,George Mason,,W,,70,52,18,,,False
5,2022-23,2022-11-07,,Boston College,,,Cornell,,W,,79,77,2,,,False
6,2022-23,2022-11-07,,Bradley,,,Wisconsin-Parkside,,W,,93,59,34,,,False
7,2022-23,2022-11-07,,Campbell,,,St. Augustine's,,W,,79,62,17,,,False
8,2022-23,2022-11-07,,Central Florida,,,UNC Asheville,,L,,95,98,-3,,2,False
9,2022-23,2022-11-07,,Colorado,,,UC Riverside,,W,,82,66,16,,,False
10,2022-23,2022-11-07,,Creighton,9,,St. Thomas,,W,,72,60,12,,,False
11,2022-23,2022-11-07,,Florida,,,Stony Brook,,W,,81,45,36,,,False
12,2022-23,2022-11-07,,Georgia State,,,Coastal Georgia,,W,,76,59,17,,,False
13,2022-23,2022-11-07,,Grambling,,,North Texas at Dallas,,W,,82,57,25,,,False
14,2022-23,2022-11-07,,High Point,,,Pfeiffer,,W,,109,71,38,,,False
15,2022-23,2022-11-07,,Houston,3,,Northern Colorado,,W,,83,36,47,,,False
16,2022-23,2022-11-07,,Illinois-Chicago,,,Trinity Christian,,W,,82,48,34,,,False
17,2022-23,2022-11-07,,Illinois State,,,Western Illinois,,L,,68,71,-3,,,False
18,2022-23,2022-11-07,,Incarnate Word,,,North Dakota,,L,,57,65,-8,,,False
19,2022-23,2022-11-07,,Iowa State,,,IUPUI,,W,,88,39,49,,,False
21,2022-23,2022-11-07,,Kansas,5,,Omaha,,W,,89,64,25,,,False
22,2022-23,2022-11-07,,Lamar,,,St. Thomas (TX),,W,,63,61,2,,,False
23,2022-23,2022-11-07,,Louisiana,,,Centenary (LA),,W,,106,55,51,,,False
24,2022-23,2022-11-07,,Loyola (IL),,,Fairleigh Dickinson,,W,,88,82,6,,1,False
25,2022-23,2022-11-07,,Marquette,,,Radford,,W,,79,69,10,,,False
26,2022-23,2022-11-07,,McNeese State,,,Champion Christian,,W,,110,54,56,,,False
27,2022-23,2022-11-07,,Miami (OH),,,Evansville,,L,,74,78,-4,,,False
28,2022-23,2022-11-07,,Missouri,,,Southern Indiana,,W,,97,91,6,,,False
29,2022-23,2022-11-07,,Kansas City,,,Lincoln (MO),,L,,56,59,-3,,,False
30,2022-23,2022-11-07,,Nebraska,,,Maine,,W,,79,66,13,,,False
31,2022-23,2022-11-07,,North Alabama,,,Oakwood,,W,,108,51,57,,,False
32,2022-23,2022-11-07,,NC State,,,Austin Peay,,W,,99,50,49,,,False
33,2022-23,2022-11-07,,North Texas,,,Southern Nazarene,,W,,53,47,6,,,False
34,2022-23,2022-11-07,,Northern Illinois,,,Illinois-Springfield,,L,,77,83,-6,,,False
35,2022-23,2022-11-07,,Northern Iowa,,,Wartburg,,W,,105,49,56,,,False
36,2022-23,2022-11-07,,Northwestern,,,Chicago State,,W,,85,54,31,,,False
37,2022-23,2022-11-07,,Oklahoma,,,Sam Houston State,,L,,51,52,-1,,,False
38,2022-23,2022-11-07,,Saint Louis,,,Murray State,,W,,91,68,23,,,False
39,2022-23,2022-11-07,,Samford,,,Anderson (SC),,W,,109,85,24,,,False
40,2022-23,2022-11-07,,South Florida,,,Southeast Missouri State,,L,,61,64,-3,,,False
42,2022-23,2022-11-07,,Southeastern Louisiana,,,Loyola (LA),,W,,90,72,18,,,False
43,2022-23,2022-11-07,,Southern Illinois,,,Little Rock,,W,,94,63,31,,,False
44,2022-23,2022-11-07,,Southern Illinois-Edwardsville,,,Harris-Stowe,,W,,85,57,28,,,False
45,2022-23,2022-11-07,,Southern Methodist,,,Texas A&M-Commerce,,W,,77,60,17,,,False
46,2022-23,2022-11-07,,Southern Mississippi,,,William Carey,,W,,75,42,33,,,False
47,2022-23,2022-11-07,,Syracuse,,,Lehigh,,W,,90,72,18,,,False
48,2022-23,2022-11-07,,Texas A&M,,,Louisiana-Monroe,,W,,87,54,33,,,False
49,2022-23,2022-11-07,,TCU,14,,Arkansas-Pine Bluff,,W,,73,72,1,,,False
50,2022-23,2022-11-07,,UTSA,,,Trinity (TX),,W,,74,47,27,,,False
51,2022-23,2022-11-07,,Tulane,,,Maryland-Baltimore County,,W,,89,67,22,,,False
52,2022-23,2022-11-07,,Vanderbilt,,,Memphis,,L,,67,76,-9,,,False
53,2022-23,2022-11-07,,Wake Forest,,,Fairfield,,W,,71,59,12,,,False
54,2022-23,2022-11-07,,Wichita State,,,Central Arkansas,,W,,79,55,24,,,False
55,2022-23,2022-11-07,,Wisconsin,,,South Dakota,,W,,85,59,26,,,False
56,2022-23,2022-11-07,,Arizona,17,,Nicholls State,,W,,117,75,42,,,False
57,2022-23,2022-11-07,,Brigham Young,,,Idaho State,,W,,60,56,4,,,False
58,2022-23,2022-11-07,,Colorado State,,,Gardner-Webb,,W,,65,63,2,,,False
59,2022-23,2022-11-07,,Gonzaga,2,,North Florida,,W,,104,63,41,,,False
60,2022-23,2022-11-07,,Grand Canyon,,,Montana State,,W,,60,54,6,,,False
61,2022-23,2022-11-07,,Illinois,23,,Eastern Illinois,,W,,87,57,30,,,False
63,2022-23,2022-11-07,,Jacksonville State,,,Shorter,,W,,111,48,63,,,False
64,2022-23,2022-11-07,,Kansas State,,,Texas-Rio Grande Valley,,W,,93,59,34,,,False
65,2022-23,2022-11-07,,Louisiana Tech,,,Mississippi College,,W,,78,61,17,,,False
66,2022-23,2022-11-07,,Minnesota,,,Western Michigan,,W,,61,60,1,,,False
67,2022-23,2022-11-07,,Mississippi,,,Alcorn State,,W,,73,58,15,,,False
68,2022-23,2022-11-07,,New Mexico,,,Southern Utah,,W,,89,81,8,,,False
69,2022-23,2022-11-07,,New Mexico State,,,New Mexico Highlands,,W,,101,52,49,,,False
70,2022-23,2022-11-07,,North Carolina,1,,UNC Wilmington,,W,,69,56,13,,,False
71,2022-23,2022-11-07,,Oklahoma State,,,UT Arlington,,W,,77,66,11,,,False
72,2022-23,2022-11-07,,Southern California,,,Florida Gulf Coast,,L,,61,74,-13,,,False
73,2022-23,2022-11-07,,Stephen F. Austin,,,LeTourneau,,W,,93,40,53,,,False
74,2022-23,2022-11-07,,Tennessee State,,,Fisk,,W,,85,75,10,,,False
75,2022-23,2022-11-07,,Texas,12,,UTEP,,W,,72,57,15,,,False
76,2022-23,2022-11-07,,Texas Tech,25,,Northwestern State,,W,,73,49,24,,,False
77,2022-23,2022-11-07,,Utah State,,,Utah Valley,,W,,75,58,17,,,False
78,2022-23,2022-11-07,,Virginia,18,,North Carolina Central,,W,,73,61,12,,,False
79,2022-23,2022-11-07,,Virginia Tech,,,Delaware State,,W,,95,57,38,,,False
80,2022-23,2022-11-07,,Wyoming,,,Colorado Christian,,W,,102,69,33,,,False
81,2022-23,2022-11-07,,Cal Poly,,,Bethesda University (CA),,W,,94,59,35,,,False
82,2022-23,2022-11-07,,Cal State Bakersfield,,,San Diego Christian,,W,,68,35,33,,,False
84,2022-23,2022-11-07,,Cal State Northridge,,,La Sierra,,W,,90,55,35,,,False
85,2022-23,2022-11-07,,California Baptist,,,Long Beach State,,L,,64,79,-15,,,False
86,2022-23,2022-11-07,,UC Irvine,,,Chapman,,W,,96,50,46,,,False
87,2022-23,2022-11-07,,UC San Diego,,,Seattle,,L,,71,85,-14,,,False
88,2022-23,2022-11-07,,UC Santa Barbara,,,San Francisco State,,W,,75,59,16,,,False
89,2022-23,2022-11-07,,Fresno State,,,Fresno Pacific,,W,,69,56,13,,,False
90,2022-23,2022-11-07,,Loyola Marymount,,,Life Pacific,,W,,99,49,50,,,False
91,2022-23,2022-11-07,,Nevada,,,Utah Tech,,W,,84,71,13,,,False
92,2022-23,2022-11-07,,Nevada-Las Vegas,,,Southern,,W,,66,56,10,,,False
93,2022-23,2022-11-07,,Pepperdine,,,Rice,,W,,106,67,39,,,False
94,2022-23,2022-11-07,,Portland,,,Lewis & Clark,,W,,89,62,27,,,False
95,2022-23,2022-11-07,,Saint Mary's (CA),,,Oral Roberts,,W,,78,70,8,,,False
96,2022-23,2022-11-07,,San Diego,,,Sonoma State,,W,,81,59,22,,,False
97,2022-23,2022-11-07,,San Francisco,,,Texas Southern,,W,,90,77,13,,,False
98,2022-23,2022-11-07,,Santa Clara,,,Eastern Washington,,W,,84,72,12,,,False
99,2022-23,2022-11-07,,California,,,UC Davis,,L,,65,75,-10,,,False
100,2022-23,2022-11-07,,UCLA,8,,Sacramento State,,W,,76,50,26,,,False
101,2022-23,2022-11-07,,Utah,,,Long Island University,,W,,89,48,41,,,False
102,2022-23,2022-11-07,,Washington,,,Weber State,,W,,69,52,17,,,False
103,2022-23,2022-11-08,,Oregon State,,,Tulsa,,W,,73,70,3,,,False
0,2022-23,2022-11-08,,Providence,,,Rider,,W,,66,65,1,,,False
1,2022-23,2022-11-08,,Detroit Mercy,,,Rochester,,W,,93,65,28,,,False
2,2022-23,2022-11-08,,Duquesne,,,Montana,,W,,91,63,28,,,False
3,2022-23,2022-11-08,,East Carolina,,,Mercer,,W,,77,75,2,,,False
4,2022-23,2022-11-08,,Hartford,,,Sacred Heart,,L,,70,77,-7,,,False
5,2022-23,2022-11-08,,South Carolina,,,South Carolina State,,W,,80,77,3,,,False
6,2022-23,2022-11-08,,Georgetown,,,Coppin State,,W,,99,89,10,,1,False
7,2022-23,2022-11-08,,San Jose State,,,Georgia Southern,,W,,63,48,15,,,False
8,2022-23,2022-11-08,,Purdue,,,Milwaukee,,W,,84,53,31,,,False
9,2022-23,2022-11-09,,Arkansas-Pine Bluff,,,Champion Christian,,W,,87,55,32,,,False
10,2022-23,2022-11-09,,Fairleigh Dickinson,,,Mercy,,W,,106,66,40,,,False
11,2022-23,2022-11-09,,Howard,,,District of Columbia,,W,,87,74,13,,,False
12,2022-23,2022-11-09,,James Madison,,,Hampton,,W,,106,58,48,,,False
13,2022-23,2022-11-09,,Marist,,,American,,W,,73,69,4,,,False
14,2022-23,2022-11-09,,Norfolk State,,,Cairn,,W,,87,59,28,,,False
15,2022-23,2022-11-09,,Prairie View,,,North American,,W,,95,68,27,,,False
16,2022-23,2022-11-09,,Robert Morris,,,Pittsburgh-Greensburg,,W,,84,49,35,,,False
17,2022-23,2022-11-09,,Western Illinois,,,Rockford,,W,,113,56,57,,,False
18,2022-23,2022-11-09,,Winthrop,,,Piedmont,,W,,78,56,22,,,False
19,2022-23,2022-11-09,,Wright State,,,Davidson,,L,,97,102,-5,,2,False
21,2022-23,2022-11-09,,Youngstown State,,,Tennessee-Martin,,W,,90,72,18,,,False
22,2022-23,2022-11-09,,Drake,,,IUPUI,,W,,80,48,32,,,False
23,2022-23,2022-11-09,,Louisiana State,,,Kansas City,,W,,74,63,11,,,False
24,2022-23,2022-11-09,,Missouri State,,,Missouri S&T,,W,,82,47,35,,,False
25,2022-23,2022-11-09,,Seton Hall,,,Monmouth,,W,,79,52,27,,,False
26,2022-23,2022-11-09,,South Alabama,,,Mobile,,W,,97,59,38,,,False
27,2022-23,2022-11-09,,South Dakota,,,Lipscomb,,W,,85,77,8,,,False
28,2022-23,2022-11-09,,Utah Valley,,,Western Colorado,,W,,91,64,27,,,False
29,2022-23,2022-11-09,,Boise State,,,South Dakota State,,L,,66,68,-2,,,False
30,2022-23,2022-11-09,,UC Davis,,,Cal State Maritime,,W,,90,67,23,,,False
31,2022-23,2022-11-09,,Grand Canyon,,,San Diego Christian,,W,,101,50,51,,,False
32,2022-23,2022-11-09,,Louisville,,,Bellarmine,,L,,66,67,-1,,,False
33,2022-23,2022-11-09,,Portland,,,Florida A&M,,W,,91,54,37,,,False
34,2022-23,2022-11-09,,San Diego,,,Florida Gulf Coast,,W,,79,73,6,,,False
35,2022-23,2022-11-09,,Seattle,,,Puget Sound,,W,,106,55,51,,,False
36,2022-23,2022-11-10,,Alabama A&M,,,North Alabama,,L,,76,84,-8,,,False
37,2022-23,2022-11-10,,Tarleton State,,,Kansas Christian,,W,,95,49,46,,,False
38,2022-23,2022-11-10,,Queens (NC),,,Clinton College,,W,,99,65,34,,,False
39,2022-23,2022-11-10,,Northwestern State,,,Ouachita Baptist,,W,,79,68,11,,,False
40,2022-23,2022-11-10,,Kent State,,,Baldwin-Wallace,,W,,76,55,21,,,False
42,2022-23,2022-11-10,,Appalachian State,,,North Carolina Central,,W,,79,74,5,,1,False
43,2022-23,2022-11-10,,Morehead State,,,Campbellsville-Harrodsburg,,W,,99,58,41,,,False
44,2022-23,2022-11-10,,Ohio State,,,Charleston Southern,,W,,82,56,26,,,False
45,2022-23,2022-11-10,,Rice,,,St. Thomas (TX),,W,,85,48,37,,,False
46,2022-23,2022-11-10,,Virginia Tech,,,Lehigh,,W,,78,52,26,,,False
47,2022-23,2022-11-10,,Brown,,,Colgate,,L,,68,77,-9,,,False
48,2022-23,2022-11-10,,Chattanooga,,,Oakland City,,W,,93,49,44,,,False
49,2022-23,2022-11-10,,The Citadel,,,Presbyterian,,W,,70,58,12,,,False
50,2022-23,2022-11-10,,Columbia,,,Massachusetts-Lowell,,L,,62,89,-27,,,False
51,2022-23,2022-11-10,,Cornell,,,SUNY Delhi,,W,,114,57,57,,,False
52,2022-23,2022-11-10,,Delaware State,,,Immaculata,,W,,104,67,37,,,False
53,2022-23,2022-11-10,,Eastern Kentucky,,,Western Kentucky,,L,,60,66,-6,,,False
54,2022-23,2022-11-10,,Florida International,,,Florida National University,,W,,95,74,21,,,False
55,2022-23,2022-11-10,,Hartford,,,Lyndon State,,W,,85,43,42,,,False
56,2022-23,2022-11-10,,Holy Cross,,,Dean,,W,,85,71,14,,,False
57,2022-23,2022-11-10,,Louisiana-Monroe,,,Dallas Christian,,W,,111,59,52,,,False
58,2022-23,2022-11-10,,Maryland,,,Western Carolina,,W,,71,51,20,,,False
59,2022-23,2022-11-10,,Maryland-Baltimore County,,,Penn St. - York,,W,,92,65,27,,,False
60,2022-23,2022-11-10,,Massachusetts,,,Towson,,L,,55,67,-12,,,False
61,2022-23,2022-11-10,,Merrimack,,,Clark (MA),,W,,64,48,16,,,False
63,2022-23,2022-11-10,,Morgan State,,,Penn State-Allegheny,,W,,130,49,81,,,False
64,2022-23,2022-11-10,,Penn State,,,Loyola (MD),,W,,90,65,25,,,False
65,2022-23,2022-11-10,,Rutgers,,,Sacred Heart,,W,,88,50,38,,,False
66,2022-23,2022-11-10,,Sam Houston State,,,Southwestern Adventist,,W,,120,33,87,,,False
67,2022-23,2022-11-10,,Samford,,,Spring Hill,,W,,80,61,19,,,False
68,2022-23,2022-11-10,,Stephen F. Austin,,,Gardner-Webb,,W,,86,71,15,,,False
69,2022-23,2022-11-10,,Stonehill,,,Quinnipiac,,L,,95,102,-7,,,False
70,2022-23,2022-11-10,,Tennessee Tech,,,Tennessee Wesleyan,,W,,82,48,34,,,False
71,2022-23,2022-11-10,,Texas State,,,Mid-America Christian,,W,,71,53,18,,,False
72,2022-23,2022-11-10,,Troy,,,Mississippi Univ. for Women,,W,,96,42,54,,,False
73,2022-23,2022-11-10,,Virginia Military Institute,,,Penn State New Kensington,,W,,100,58,42,,,False
74,2022-23,2022-11-10,,Western Michigan,,,Goshen,,W,,99,62,37,,,False
75,2022-23,2022-11-10,,William & Mary,,,Mid-Atlantic Christian,,W,,116,40,76,,,False
76,2022-23,2022-11-10,,Little Rock,,,Arkansas Baptist,,W,,71,60,11,,,False
77,2022-23,2022-11-10,,Cincinnati,,,Cleveland State,,W,,69,58,11,,,False
78,2022-23,2022-11-10,,Eastern Illinois,,,Illinois State,,L,,49,54,-5,,,False
79,2022-23,2022-11-10,,Indiana,13,,Bethune-Cookman,,W,,101,49,52,,,False
80,2022-23,2022-11-10,,Kansas,5,,North Dakota State,,W,,82,59,23,,,False
81,2022-23,2022-11-10,,Lindenwood,,,Hannibal-LaGrange,,W,,85,58,27,,,False
82,2022-23,2022-11-10,,Marquette,,,Central Michigan,,W,,97,73,24,,,False
84,2022-23,2022-11-10,,Nebraska,,,Omaha,,W,,75,61,14,,,False
85,2022-23,2022-11-10,,Notre Dame,,,Radford,,W,,79,76,3,,,False
86,2022-23,2022-11-10,,Oklahoma State,,,Southern Illinois,,L,,60,61,-1,,,False
87,2022-23,2022-11-10,,Texas Tech,25,,Texas Southern,,W,,78,54,24,,,False
88,2022-23,2022-11-10,,Arizona State,,,Northern Arizona,,W,,84,68,16,,,False
89,2022-23,2022-11-10,,Creighton,9,,North Dakota,,W,,96,61,35,,,False
90,2022-23,2022-11-10,,Denver,,,Colorado College,,W,,90,68,22,,,False
91,2022-23,2022-11-10,,Idaho,,,Walla Walla,,W,,122,48,74,,,False
92,2022-23,2022-11-10,,Idaho State,,,Westcliff,,W,,97,56,41,,,False
93,2022-23,2022-11-10,,Southern Utah,,,La Verne,,W,,117,55,62,,,False
94,2022-23,2022-11-10,,Texas,12,,Houston Christian,,W,,82,31,51,,,False
95,2022-23,2022-11-10,,Weber State,,,Western Colorado,,W,,83,67,16,,,False
96,2022-23,2022-11-10,,Loyola Marymount,,,UC Riverside,,L,,79,81,-2,,,False
97,2022-23,2022-11-10,,Saint Mary's (CA),,,Vermont,,W,,79,53,26,,,False
98,2022-23,2022-11-10,,San Francisco,,,Cal Poly,,W,,60,48,12,,,False
99,2022-23,2022-11-10,,Santa Clara,,,Georgia Southern,,W,,78,62,16,,,False
100,2022-23,2022-11-10,,Wyoming,,,Nicholls State,,W,,79,68,11,,,False
101,2022-23,2022-11-10,,Southern California,,,Alabama State,,W,,96,58,38,,,False
102,2022-23,2022-11-11,,Mercer,,,Milligan,,W,,118,64,54,,,False
103,2022-23,2022-11-11,,Alabama,20,,Liberty,,W,,95,59,36,,,False
0,2022-23,2022-11-11,,Arkansas,10,,Fordham,,W,,74,48,26,,,False
1,2022-23,2022-11-11,,Minnesota,,,St. Francis (NY),,W,,72,54,18,,,False
2,2022-23,2022-11-11,,Missouri,,,Pennsylvania,,W,,92,85,7,,,False
3,2022-23,2022-11-11,,Texas A&M,,,Abilene Christian,,W,,77,58,19,,,False
4,2022-23,2022-11-11,,Utah State,,,Bradley,,W,,84,62,22,,,False
5,2022-23,2022-11-11,,Oregon State,,,Florida A&M,,W,,60,43,17,,,False
6,2022-23,2022-11-11,,San Diego State,19,,Brigham Young,,W,,82,75,7,,,False
7,2022-23,2022-11-11,,Boston College,,,Detroit Mercy,,W,,70,66,4,,,False
8,2022-23,2022-11-11,,New Hampshire,,,Fairfield,,W,,83,71,12,,,False
9,2022-23,2022-11-11,,Jacksonville,,,Johnson (Fl),,W,,85,34,51,,,False
10,2022-23,2022-11-11,,Air Force,,,Delaware,,W,,75,71,4,,,False
