,Year,Date,?,Schl,Rk.,?.1,Opp,Rk..1,?.2,?.3,PTS,OPP,MOV,?.4,OT,playoff
0,1981-82,1982-03-11,,Houston,,,Alcorn State,,W,,94,84,10,,,True
1,1981-82,1982-03-11,,Marquette,,,Evansville,,W,,67,62,5,,,True
2,1981-82,1982-03-11,,Indiana,,,Robert Morris,,W,,94,62,32,,,True
3,1981-82,1982-03-11,,James Madison,,,Ohio State,,W,,55,48,7,,,True
4,1981-82,1982-03-11,,Middle Tennessee,,,Kentucky,15,W,,50,44,6,,,True
5,1981-82,1982-03-11,,West Virginia,14,,North Carolina A&T,,W,,102,72,30,,,True
6,1981-82,1982-03-11,,Wake Forest,18,,Old Dominion,,W,,74,57,17,,,True
7,1981-82,1982-03-11,,Wyoming,,,Southern California,,W,,61,58,3,,,True
8,1981-82,1982-03-12,,Boston College,,,San Francisco,,W,,70,66,4,,,True
9,1981-82,1982-03-12,,Chattanooga,,,NC State,,W,,58,51,7,,,True
10,1981-82,1982-03-12,,Iowa,16,,Louisiana-Monroe,,W,,70,63,7,,,True
11,1981-82,1982-03-12,,Kansas State,,,Northern Illinois,,W,,77,68,9,,,True
12,1981-82,1982-03-12,,Tennessee,,,Louisiana,,W,,61,57,4,,,True
13,1981-82,1982-03-12,,Northeastern,,,Saint Joseph's,,W,,63,62,1,,,True
14,1981-82,1982-03-12,,St. John's (NY),,,Pennsylvania,,W,,66,56,10,,,True
15,1981-82,1982-03-12,,Pepperdine,,,Pittsburgh,,W,,99,88,11,,,True
16,1981-82,1982-03-13,,UAB,17,,Indiana,,W,,80,70,10,,,True
17,1981-82,1982-03-13,,Fresno State,11,,West Virginia,14,W,,50,46,4,,,True
18,1981-82,1982-03-13,,Georgetown,6,,Wyoming,,W,,51,43,8,,,True
19,1981-82,1982-03-13,,Houston,,,Tulsa,10,W,,78,74,4,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,1981-82,1982-03-13,,North Carolina,1,,James Madison,,W,,52,50,2,,,True
22,1981-82,1982-03-13,,Louisville,20,,Middle Tennessee,,W,,81,56,25,,,True
23,1981-82,1982-03-13,,Missouri,5,,Marquette,,W,,73,69,4,,,True
24,1981-82,1982-03-13,,Memphis,9,,Wake Forest,18,W,,56,55,1,,,True
25,1981-82,1982-03-14,,Alabama,13,,St. John's (NY),,W,,69,68,1,,,True
26,1981-82,1982-03-14,,Kansas State,,,Arkansas,12,W,,65,64,1,,,True
27,1981-82,1982-03-14,,Boston College,,,DePaul,2,W,,82,75,7,,,True
28,1981-82,1982-03-14,,Minnesota,7,,Chattanooga,,W,,62,61,1,,,True
29,1981-82,1982-03-14,,Idaho,8,,Iowa,16,W,,69,67,2,,1,True
30,1981-82,1982-03-14,,Villanova,,,Northeastern,,W,,76,72,4,,3,True
31,1981-82,1982-03-14,,Oregon State,4,,Pepperdine,,W,,70,51,19,,,True
32,1981-82,1982-03-14,,Virginia,3,,Tennessee,,W,,54,51,3,,,True
33,1981-82,1982-03-18,,UAB,17,,Virginia,3,W,,68,66,2,,,True
34,1981-82,1982-03-18,,Georgetown,6,,Fresno State,11,W,,58,40,18,,,True
35,1981-82,1982-03-18,,Oregon State,4,,Idaho,8,W,,60,42,18,,,True
36,1981-82,1982-03-18,,Louisville,20,,Minnesota,7,W,,67,61,6,,,True
37,1981-82,1982-03-19,,North Carolina,1,,Alabama,13,W,,74,69,5,,,True
38,1981-82,1982-03-19,,Boston College,,,Kansas State,,W,,69,65,4,,,True
39,1981-82,1982-03-19,,Houston,,,Missouri,5,W,,79,78,1,,,True
40,1981-82,1982-03-19,,Villanova,,,Memphis,9,W,,70,66,4,,1,True
41,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
42,1981-82,1982-03-20,,Louisville,20,,UAB,17,W,,75,68,7,,,True
43,1981-82,1982-03-20,,Georgetown,6,,Oregon State,4,W,,69,45,24,,,True
44,1981-82,1982-03-21,,Houston,,,Boston College,,W,,99,92,7,,,True
45,1981-82,1982-03-21,,North Carolina,1,,Villanova,,W,,70,60,10,,,True
46,1981-82,1982-03-27,,Georgetown,6,,Louisville,20,W,,50,46,4,,,True
47,1981-82,1982-03-27,,North Carolina,1,,Houston,,W,,68,63,5,,,True
48,1981-82,1982-03-29,,North Carolina,1,,Georgetown,6,W,,63,62,1,,,True
49,1982-83,1983-03-15,,Alcorn State,,,Xavier,,W,,81,75,6,,,True
50,1982-83,1983-03-15,,La Salle,,,Boston University,,W,,70,58,12,,,True
51,1982-83,1983-03-15,,Robert Morris,,,Georgia Southern,,W,,64,54,10,,,True
52,1982-83,1983-03-15,,Princeton,,,North Carolina A&T,,W,,53,41,12,,,True
53,1982-83,1983-03-17,,Lamar,,,Alabama,,W,,73,50,23,,,True
54,1982-83,1983-03-17,,Maryland,,,Chattanooga,15,W,,52,51,1,,,True
55,1982-83,1983-03-17,,Utah,,,Illinois,,W,,52,49,3,,,True
56,1982-83,1983-03-17,,Ohio,,,Illinois State,,W,,51,49,2,,,True
57,1982-83,1983-03-17,,James Madison,,,West Virginia,,W,,57,50,7,,,True
58,1982-83,1983-03-17,,Virginia Commonwealth,,,La Salle,,W,,76,67,9,,,True
59,1982-83,1983-03-17,,Purdue,,,Robert Morris,,W,,55,53,2,,,True
60,1982-83,1983-03-17,,Washington State,,,Weber State,,W,,62,52,10,,,True
61,1982-83,1983-03-18,,Oklahoma,,,UAB,,W,,71,63,8,,,True
62,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
63,1982-83,1983-03-18,,Georgetown,20,,Alcorn State,,W,,68,63,5,,,True
64,1982-83,1983-03-18,,Iowa,,,Utah State,,W,,64,59,5,,,True
65,1982-83,1983-03-18,,Rutgers,,,Louisiana,,W,,60,53,7,,,True
66,1982-83,1983-03-18,,Tennessee,,,Marquette,,W,,57,56,1,,,True
67,1982-83,1983-03-18,,Syracuse,,,Morehead State,,W,,74,59,15,,,True
68,1982-83,1983-03-18,,NC State,16,,Pepperdine,,W,,69,67,2,,2,True
69,1982-83,1983-03-18,,Princeton,,,Oklahoma State,19,W,,56,53,3,,,True
70,1982-83,1983-03-19,,Arkansas,9,,Purdue,,W,,78,68,10,,,True
71,1982-83,1983-03-19,,Georgia,18,,Virginia Commonwealth,,W,,56,54,2,,,True
72,1982-83,1983-03-19,,Houston,1,,Maryland,,W,,60,50,10,,,True
73,1982-83,1983-03-19,,North Carolina,8,,James Madison,,W,,68,49,19,,,True
74,1982-83,1983-03-19,,Kentucky,12,,Ohio,,W,,57,40,17,,,True
75,1982-83,1983-03-19,,Villanova,13,,Lamar,,W,,60,58,2,,,True
76,1982-83,1983-03-19,,Utah,,,UCLA,7,W,,67,61,6,,,True
77,1982-83,1983-03-19,,Virginia,4,,Washington State,,W,,54,49,5,,,True
78,1982-83,1983-03-20,,Boston College,11,,Princeton,,W,,51,42,9,,,True
79,1982-83,1983-03-20,,Memphis,17,,Georgetown,20,W,,66,57,9,,,True
80,1982-83,1983-03-20,,Indiana,5,,Oklahoma,,W,,63,49,14,,,True
81,1982-83,1983-03-20,,Iowa,,,Missouri,10,W,,77,63,14,,,True
82,1982-83,1983-03-20,,Louisville,2,,Tennessee,,W,,70,57,13,,,True
83,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
84,1982-83,1983-03-20,,NC State,16,,Nevada-Las Vegas,6,W,,71,70,1,,,True
85,1982-83,1983-03-20,,Ohio State,,,Syracuse,,W,,79,74,5,,,True
86,1982-83,1983-03-20,,St. John's (NY),3,,Rutgers,,W,,66,55,11,,,True
87,1982-83,1983-03-24,,Louisville,2,,Arkansas,9,W,,65,63,2,,,True
88,1982-83,1983-03-24,,Virginia,4,,Boston College,11,W,,95,92,3,,,True
89,1982-83,1983-03-24,,Kentucky,12,,Indiana,5,W,,64,59,5,,,True
90,1982-83,1983-03-24,,NC State,16,,Utah,,W,,75,56,19,,,True
91,1982-83,1983-03-25,,Georgia,18,,St. John's (NY),3,W,,70,67,3,,,True
92,1982-83,1983-03-25,,Houston,1,,Memphis,17,W,,70,63,7,,,True
93,1982-83,1983-03-25,,Villanova,13,,Iowa,,W,,55,54,1,,,True
94,1982-83,1983-03-25,,North Carolina,8,,Ohio State,,W,,64,51,13,,,True
95,1982-83,1983-03-26,,Louisville,2,,Kentucky,12,W,,80,68,12,,1,True
96,1982-83,1983-03-26,,NC State,16,,Virginia,4,W,,63,62,1,,,True
97,1982-83,1983-03-27,,Georgia,18,,North Carolina,8,W,,82,77,5,,,True
98,1982-83,1983-03-27,,Houston,1,,Villanova,13,W,,89,71,18,,,True
99,1982-83,1983-04-02,,NC State,16,,Georgia,18,W,,67,60,7,,,True
100,1982-83,1983-04-02,,Houston,1,,Louisville,2,W,,94,81,13,,,True
101,1982-83,1983-04-04,,NC State,16,,Houston,1,W,,54,52,2,,,True
0,1982-83,1983-03-15,,Alcorn State,,,Xavier,,W,,81,75,6,,,True
1,1982-83,1983-03-15,,La Salle,,,Boston University,,W,,70,58,12,,,True
2,1982-83,1983-03-15,,Robert Morris,,,Georgia Southern,,W,,64,54,10,,,True
3,1982-83,1983-03-15,,Princeton,,,North Carolina A&T,,W,,53,41,12,,,True
4,1982-83,1983-03-17,,Lamar,,,Alabama,,W,,73,50,23,,,True
5,1982-83,1983-03-17,,Maryland,,,Chattanooga,15,W,,52,51,1,,,True
6,1982-83,1983-03-17,,Utah,,,Illinois,,W,,52,49,3,,,True
7,1982-83,1983-03-17,,Ohio,,,Illinois State,,W,,51,49,2,,,True
8,1982-83,1983-03-17,,James Madison,,,West Virginia,,W,,57,50,7,,,True
9,1982-83,1983-03-17,,Virginia Commonwealth,,,La Salle,,W,,76,67,9,,,True
10,1982-83,1983-03-17,,Purdue,,,Robert Morris,,W,,55,53,2,,,True
11,1982-83,1983-03-17,,Washington State,,,Weber State,,W,,62,52,10,,,True
12,1982-83,1983-03-18,,Oklahoma,,,UAB,,W,,71,63,8,,,True
13,1982-83,1983-03-18,,Georgetown,20,,Alcorn State,,W,,68,63,5,,,True
14,1982-83,1983-03-18,,Iowa,,,Utah State,,W,,64,59,5,,,True
15,1982-83,1983-03-18,,Rutgers,,,Louisiana,,W,,60,53,7,,,True
16,1982-83,1983-03-18,,Tennessee,,,Marquette,,W,,57,56,1,,,True
17,1982-83,1983-03-18,,Syracuse,,,Morehead State,,W,,74,59,15,,,True
18,1982-83,1983-03-18,,NC State,16,,Pepperdine,,W,,69,67,2,,2,True
19,1982-83,1983-03-18,,Princeton,,,Oklahoma State,19,W,,56,53,3,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,1982-83,1983-03-19,,Arkansas,9,,Purdue,,W,,78,68,10,,,True
22,1982-83,1983-03-19,,Georgia,18,,Virginia Commonwealth,,W,,56,54,2,,,True
23,1982-83,1983-03-19,,Houston,1,,Maryland,,W,,60,50,10,,,True
24,1982-83,1983-03-19,,North Carolina,8,,James Madison,,W,,68,49,19,,,True
25,1982-83,1983-03-19,,Kentucky,12,,Ohio,,W,,57,40,17,,,True
26,1982-83,1983-03-19,,Villanova,13,,Lamar,,W,,60,58,2,,,True
27,1982-83,1983-03-19,,Utah,,,UCLA,7,W,,67,61,6,,,True
28,1982-83,1983-03-19,,Virginia,4,,Washington State,,W,,54,49,5,,,True
29,1982-83,1983-03-20,,Boston College,11,,Princeton,,W,,51,42,9,,,True
30,1982-83,1983-03-20,,Memphis,17,,Georgetown,20,W,,66,57,9,,,True
31,1982-83,1983-03-20,,Indiana,5,,Oklahoma,,W,,63,49,14,,,True
32,1982-83,1983-03-20,,Iowa,,,Missouri,10,W,,77,63,14,,,True
33,1982-83,1983-03-20,,Louisville,2,,Tennessee,,W,,70,57,13,,,True
34,1982-83,1983-03-20,,NC State,16,,Nevada-Las Vegas,6,W,,71,70,1,,,True
35,1982-83,1983-03-20,,Ohio State,,,Syracuse,,W,,79,74,5,,,True
36,1982-83,1983-03-20,,St. John's (NY),3,,Rutgers,,W,,66,55,11,,,True
37,1982-83,1983-03-24,,Louisville,2,,Arkansas,9,W,,65,63,2,,,True
38,1982-83,1983-03-24,,Virginia,4,,Boston College,11,W,,95,92,3,,,True
39,1982-83,1983-03-24,,Kentucky,12,,Indiana,5,W,,64,59,5,,,True
40,1982-83,1983-03-24,,NC State,16,,Utah,,W,,75,56,19,,,True
41,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
42,1982-83,1983-03-25,,Georgia,18,,St. John's (NY),3,W,,70,67,3,,,True
43,1982-83,1983-03-25,,Houston,1,,Memphis,17,W,,70,63,7,,,True
44,1982-83,1983-03-25,,Villanova,13,,Iowa,,W,,55,54,1,,,True
45,1982-83,1983-03-25,,North Carolina,8,,Ohio State,,W,,64,51,13,,,True
46,1982-83,1983-03-26,,Louisville,2,,Kentucky,12,W,,80,68,12,,1,True
47,1982-83,1983-03-26,,NC State,16,,Virginia,4,W,,63,62,1,,,True
48,1982-83,1983-03-27,,Georgia,18,,North Carolina,8,W,,82,77,5,,,True
49,1982-83,1983-03-27,,Houston,1,,Villanova,13,W,,89,71,18,,,True
50,1982-83,1983-04-02,,NC State,16,,Georgia,18,W,,67,60,7,,,True
51,1982-83,1983-04-02,,Houston,1,,Louisville,2,W,,94,81,13,,,True
52,1982-83,1983-04-04,,NC State,16,,Houston,1,W,,54,52,2,,,True
53,1983-84,1984-03-13,,Alcorn State,,,Houston Christian,,W,,79,60,19,,,True
54,1983-84,1984-03-13,,Northeastern,,,Long Island University,,W,,90,87,3,,,True
55,1983-84,1984-03-13,,Morehead State,,,North Carolina A&T,,W,,70,69,1,,,True
56,1983-84,1984-03-13,,Princeton,,,San Diego,,W,,65,56,9,,,True
57,1983-84,1984-03-13,,Richmond,,,Rider,,W,,89,65,24,,,True
58,1983-84,1984-03-15,,Brigham Young,,,UAB,,W,,84,68,16,,,True
59,1983-84,1984-03-15,,Richmond,,,Auburn,,W,,72,71,1,,,True
60,1983-84,1984-03-15,,Dayton,,,Louisiana State,,W,,74,66,8,,,True
61,1983-84,1984-03-15,,Louisiana Tech,,,Fresno State,,W,,66,56,10,,,True
62,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
63,1983-84,1984-03-15,,Memphis,16,,Oral Roberts,,W,,92,83,9,,,True
64,1983-84,1984-03-15,,Nevada-Las Vegas,13,,Princeton,,W,,68,56,12,,,True
65,1983-84,1984-03-15,,West Virginia,,,Oregon State,17,W,,64,62,2,,,True
66,1983-84,1984-03-15,,Temple,20,,St. John's (NY),,W,,65,63,2,,,True
67,1983-84,1984-03-16,,Illinois State,,,Alabama,,W,,49,48,1,,,True
68,1983-84,1984-03-16,,Kansas,,,Alcorn State,,W,,57,56,1,,,True
69,1983-84,1984-03-16,,Virginia,,,Iona,,W,,58,57,1,,,True
70,1983-84,1984-03-16,,Louisville,,,Morehead State,,W,,72,59,13,,,True
71,1983-84,1984-03-16,,Villanova,,,Marshall,,W,,84,72,12,,,True
72,1983-84,1984-03-16,,Southern Methodist,,,Miami (OH),,W,,83,69,14,,,True
73,1983-84,1984-03-16,,Washington,15,,Nevada,,W,,64,54,10,,,True
74,1983-84,1984-03-16,,Virginia Commonwealth,,,Northeastern,,W,,70,69,1,,,True
75,1983-84,1984-03-17,,Kentucky,3,,Brigham Young,,W,,93,68,25,,,True
76,1983-84,1984-03-17,,Dayton,,,Oklahoma,7,W,,89,85,4,,,True
77,1983-84,1984-03-17,,Houston,5,,Louisiana Tech,,W,,77,69,8,,,True
78,1983-84,1984-03-17,,Indiana,,,Richmond,,W,,75,67,8,,,True
79,1983-84,1984-03-17,,Memphis,16,,Purdue,10,W,,66,48,18,,,True
80,1983-84,1984-03-17,,Nevada-Las Vegas,13,,UTEP,9,W,,73,60,13,,,True
81,1983-84,1984-03-17,,North Carolina,1,,Temple,20,W,,77,66,11,,,True
82,1983-84,1984-03-18,,Virginia,,,Arkansas,8,W,,53,51,2,,1,True
83,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
84,1983-84,1984-03-18,,DePaul,4,,Illinois State,,W,,75,61,14,,,True
85,1983-84,1984-03-18,,Washington,15,,Duke,14,W,,80,78,2,,,True
86,1983-84,1984-03-18,,Georgetown,2,,Southern Methodist,,W,,37,36,1,,,True
87,1983-84,1984-03-18,,Illinois,6,,Villanova,,W,,64,56,8,,,True
88,1983-84,1984-03-18,,Wake Forest,19,,Kansas,,W,,69,59,10,,,True
89,1983-84,1984-03-18,,Louisville,,,Tulsa,12,W,,69,67,2,,,True
90,1983-84,1984-03-18,,Maryland,11,,West Virginia,,W,,102,77,25,,,True
91,1983-84,1984-03-18,,Syracuse,18,,Virginia Commonwealth,,W,,78,63,15,,,True
92,1983-84,1984-03-22,,Illinois,6,,Maryland,11,W,,72,70,2,,,True
93,1983-84,1984-03-22,,Indiana,,,North Carolina,1,W,,72,68,4,,,True
94,1983-84,1984-03-22,,Kentucky,3,,Louisville,,W,,72,67,5,,,True
95,1983-84,1984-03-22,,Virginia,,,Syracuse,18,W,,63,55,8,,,True
96,1983-84,1984-03-23,,Dayton,,,Washington,15,W,,64,58,6,,,True
97,1983-84,1984-03-23,,Wake Forest,19,,DePaul,4,W,,73,71,2,,1,True
98,1983-84,1984-03-23,,Georgetown,2,,Nevada-Las Vegas,13,W,,62,48,14,,,True
99,1983-84,1984-03-23,,Houston,5,,Memphis,16,W,,78,71,7,,,True
100,1983-84,1984-03-24,,Kentucky,3,,Illinois,6,W,,54,51,3,,,True
101,1983-84,1984-03-24,,Virginia,,,Indiana,,W,,50,48,2,,,True
102,1983-84,1984-03-25,,Georgetown,2,,Dayton,,W,,61,49,12,,,True
103,1983-84,1984-03-25,,Houston,5,,Wake Forest,19,W,,68,63,5,,,True
0,1983-84,1984-03-31,,Georgetown,2,,Kentucky,3.0,W,,53,40,13,,,True
1,1983-84,1984-03-31,,Houston,5,,Virginia,,W,,49,47,2,,1.0,True
2,1983-84,1984-04-02,,Georgetown,2,,Houston,5.0,W,,84,75,9,,,True
0,1983-84,1984-03-13,,Alcorn State,,,Houston Christian,,W,,79,60,19,,,True
1,1983-84,1984-03-13,,Northeastern,,,Long Island University,,W,,90,87,3,,,True
2,1983-84,1984-03-13,,Morehead State,,,North Carolina A&T,,W,,70,69,1,,,True
3,1983-84,1984-03-13,,Princeton,,,San Diego,,W,,65,56,9,,,True
4,1983-84,1984-03-13,,Richmond,,,Rider,,W,,89,65,24,,,True
5,1983-84,1984-03-15,,Brigham Young,,,UAB,,W,,84,68,16,,,True
6,1983-84,1984-03-15,,Richmond,,,Auburn,,W,,72,71,1,,,True
7,1983-84,1984-03-15,,Dayton,,,Louisiana State,,W,,74,66,8,,,True
8,1983-84,1984-03-15,,Louisiana Tech,,,Fresno State,,W,,66,56,10,,,True
9,1983-84,1984-03-15,,Memphis,16,,Oral Roberts,,W,,92,83,9,,,True
10,1983-84,1984-03-15,,Nevada-Las Vegas,13,,Princeton,,W,,68,56,12,,,True
11,1983-84,1984-03-15,,West Virginia,,,Oregon State,17,W,,64,62,2,,,True
12,1983-84,1984-03-15,,Temple,20,,St. John's (NY),,W,,65,63,2,,,True
13,1983-84,1984-03-16,,Illinois State,,,Alabama,,W,,49,48,1,,,True
14,1983-84,1984-03-16,,Kansas,,,Alcorn State,,W,,57,56,1,,,True
15,1983-84,1984-03-16,,Virginia,,,Iona,,W,,58,57,1,,,True
16,1983-84,1984-03-16,,Louisville,,,Morehead State,,W,,72,59,13,,,True
17,1983-84,1984-03-16,,Villanova,,,Marshall,,W,,84,72,12,,,True
18,1983-84,1984-03-16,,Southern Methodist,,,Miami (OH),,W,,83,69,14,,,True
19,1983-84,1984-03-16,,Washington,15,,Nevada,,W,,64,54,10,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,1983-84,1984-03-16,,Virginia Commonwealth,,,Northeastern,,W,,70,69,1,,,True
22,1983-84,1984-03-17,,Kentucky,3,,Brigham Young,,W,,93,68,25,,,True
23,1983-84,1984-03-17,,Dayton,,,Oklahoma,7,W,,89,85,4,,,True
24,1983-84,1984-03-17,,Houston,5,,Louisiana Tech,,W,,77,69,8,,,True
25,1983-84,1984-03-17,,Indiana,,,Richmond,,W,,75,67,8,,,True
26,1983-84,1984-03-17,,Memphis,16,,Purdue,10,W,,66,48,18,,,True
27,1983-84,1984-03-17,,Nevada-Las Vegas,13,,UTEP,9,W,,73,60,13,,,True
28,1983-84,1984-03-17,,North Carolina,1,,Temple,20,W,,77,66,11,,,True
29,1983-84,1984-03-18,,Virginia,,,Arkansas,8,W,,53,51,2,,1,True
30,1983-84,1984-03-18,,DePaul,4,,Illinois State,,W,,75,61,14,,,True
31,1983-84,1984-03-18,,Washington,15,,Duke,14,W,,80,78,2,,,True
32,1983-84,1984-03-18,,Georgetown,2,,Southern Methodist,,W,,37,36,1,,,True
33,1983-84,1984-03-18,,Illinois,6,,Villanova,,W,,64,56,8,,,True
34,1983-84,1984-03-18,,Wake Forest,19,,Kansas,,W,,69,59,10,,,True
35,1983-84,1984-03-18,,Louisville,,,Tulsa,12,W,,69,67,2,,,True
36,1983-84,1984-03-18,,Maryland,11,,West Virginia,,W,,102,77,25,,,True
37,1983-84,1984-03-18,,Syracuse,18,,Virginia Commonwealth,,W,,78,63,15,,,True
38,1983-84,1984-03-22,,Illinois,6,,Maryland,11,W,,72,70,2,,,True
39,1983-84,1984-03-22,,Indiana,,,North Carolina,1,W,,72,68,4,,,True
40,1983-84,1984-03-22,,Kentucky,3,,Louisville,,W,,72,67,5,,,True
41,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
42,1983-84,1984-03-22,,Virginia,,,Syracuse,18,W,,63,55,8,,,True
43,1983-84,1984-03-23,,Dayton,,,Washington,15,W,,64,58,6,,,True
44,1983-84,1984-03-23,,Wake Forest,19,,DePaul,4,W,,73,71,2,,1,True
45,1983-84,1984-03-23,,Georgetown,2,,Nevada-Las Vegas,13,W,,62,48,14,,,True
46,1983-84,1984-03-23,,Houston,5,,Memphis,16,W,,78,71,7,,,True
47,1983-84,1984-03-24,,Kentucky,3,,Illinois,6,W,,54,51,3,,,True
48,1983-84,1984-03-24,,Virginia,,,Indiana,,W,,50,48,2,,,True
49,1983-84,1984-03-25,,Georgetown,2,,Dayton,,W,,61,49,12,,,True
50,1983-84,1984-03-25,,Houston,5,,Wake Forest,19,W,,68,63,5,,,True
51,1983-84,1984-03-31,,Georgetown,2,,Kentucky,3,W,,53,40,13,,,True
52,1983-84,1984-03-31,,Houston,5,,Virginia,,W,,49,47,2,,1,True
53,1983-84,1984-04-02,,Georgetown,2,,Houston,5,W,,84,75,9,,,True
54,1984-85,1985-03-14,,Arkansas,,,Iowa,,W,,63,54,9,,,True
55,1984-85,1985-03-14,,Auburn,,,Purdue,,W,,59,58,1,,,True
56,1984-85,1985-03-14,,Georgetown,1,,Lehigh,,W,,68,43,25,,,True
57,1984-85,1985-03-14,,Illinois State,,,Southern California,,W,,58,55,3,,,True
58,1984-85,1985-03-14,,Loyola (IL),14,,Iona,,W,,59,58,1,,,True
59,1984-85,1985-03-14,,Ohio State,,,Iowa State,,W,,75,64,11,,,True
60,1984-85,1985-03-14,,Kansas,13,,Ohio,,W,,49,38,11,,,True
61,1984-85,1985-03-14,,Kentucky,,,Washington,,W,,66,58,8,,,True
62,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
63,1984-85,1985-03-14,,Louisiana Tech,8,,Pittsburgh,,W,,78,54,24,,,True
64,1984-85,1985-03-14,,North Carolina,7,,Middle Tennessee,,W,,76,57,19,,,True
65,1984-85,1985-03-14,,Nevada-Las Vegas,9,,San Diego State,,W,,85,80,5,,,True
66,1984-85,1985-03-14,,Oklahoma,4,,North Carolina A&T,,W,,96,83,13,,,True
67,1984-85,1985-03-14,,Notre Dame,,,Oregon State,,W,,79,70,9,,,True
68,1984-85,1985-03-14,,Southern Methodist,,,Old Dominion,,W,,85,68,17,,,True
69,1984-85,1985-03-14,,St. John's (NY),3,,Southern,,W,,83,59,24,,,True
70,1984-85,1985-03-14,,Temple,,,Virginia Tech,,W,,60,57,3,,,True
71,1984-85,1985-03-15,,Alabama,,,Arizona,,W,,50,41,9,,,True
72,1984-85,1985-03-15,,UAB,,,Michigan State,,W,,70,68,2,,,True
73,1984-85,1985-03-15,,Boston College,,,Texas Tech,17,W,,55,53,2,,,True
74,1984-85,1985-03-15,,Villanova,,,Dayton,,W,,51,49,2,,,True
75,1984-85,1985-03-15,,Syracuse,15,,DePaul,,W,,70,65,5,,,True
76,1984-85,1985-03-15,,Duke,10,,Pepperdine,,W,,75,62,13,,,True
77,1984-85,1985-03-15,,Michigan,2,,Fairleigh Dickinson,,W,,59,55,4,,,True
78,1984-85,1985-03-15,,Georgia,19,,Wichita State,,W,,67,59,8,,,True
79,1984-85,1985-03-15,,Georgia Tech,6,,Mercer,,W,,65,58,7,,,True
80,1984-85,1985-03-15,,Illinois,12,,Northeastern,,W,,76,57,19,,,True
81,1984-85,1985-03-15,,Navy,,,Louisiana State,20,W,,78,55,23,,,True
82,1984-85,1985-03-15,,Virginia Commonwealth,11,,Marshall,,W,,81,65,16,,,True
83,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
84,1984-85,1985-03-15,,Maryland,,,Miami (OH),,W,,69,68,1,,1,True
85,1984-85,1985-03-15,,Memphis,5,,Pennsylvania,,W,,67,55,12,,,True
86,1984-85,1985-03-15,,NC State,16,,Nevada,,W,,65,56,9,,,True
87,1984-85,1985-03-15,,UTEP,,,Tulsa,18,W,,79,75,4,,,True
88,1984-85,1985-03-16,,St. John's (NY),3,,Arkansas,,W,,68,65,3,,,True
89,1984-85,1985-03-16,,Auburn,,,Kansas,13,W,,66,64,2,,,True
90,1984-85,1985-03-16,,Georgetown,1,,Temple,,W,,63,46,17,,,True
91,1984-85,1985-03-16,,Oklahoma,4,,Illinois State,,W,,75,69,6,,,True
92,1984-85,1985-03-16,,Kentucky,,,Nevada-Las Vegas,9,W,,64,61,3,,,True
93,1984-85,1985-03-16,,Louisiana Tech,8,,Ohio State,,W,,79,67,12,,,True
94,1984-85,1985-03-16,,Loyola (IL),14,,Southern Methodist,,W,,70,57,13,,,True
95,1984-85,1985-03-16,,North Carolina,7,,Notre Dame,,W,,60,58,2,,,True
96,1984-85,1985-03-17,,Alabama,,,Virginia Commonwealth,11,W,,63,59,4,,,True
97,1984-85,1985-03-17,,Memphis,5,,UAB,,W,,67,66,1,,1,True
98,1984-85,1985-03-17,,Boston College,,,Duke,10,W,,74,73,1,,,True
99,1984-85,1985-03-17,,Illinois,12,,Georgia,19,W,,74,58,16,,,True
100,1984-85,1985-03-17,,Georgia Tech,6,,Syracuse,15,W,,70,53,17,,,True
101,1984-85,1985-03-17,,Maryland,,,Navy,,W,,64,59,5,,,True
102,1984-85,1985-03-17,,Villanova,,,Michigan,2,W,,59,55,4,,,True
103,1984-85,1985-03-17,,NC State,16,,UTEP,,W,,86,73,13,,,True
0,1984-85,1985-03-21,,Memphis,5.0,,Boston College,,W,,59,57,2,,,True
1,1984-85,1985-03-21,,Georgetown,1.0,,Loyola (IL),14.0,W,,65,53,12,,,True
2,1984-85,1985-03-21,,Georgia Tech,6.0,,Illinois,12.0,W,,61,53,8,,,True
