,Year,Date,?,Schl,Rk.,?.1,Opp,Rk..1,?.2,?.3,PTS,OPP,MOV,?.4,OT,playoff
77,2000-01,2001-03-15,,UCLA,15,,Hofstra,,W,,61,48,13,,,True
78,2000-01,2001-03-15,,Kentucky,9,,Holy Cross,,W,,72,68,4,,,True
79,2000-01,2001-03-15,,Kent State,,,Indiana,20,W,,77,73,4,,,True
80,2000-01,2001-03-15,,Stanford,2,,UNC Greensboro,,W,,89,60,29,,,True
81,2000-01,2001-03-15,,Utah State,,,Ohio State,,W,,77,68,9,,1,True
82,2000-01,2001-03-15,,Southern California,,,Oklahoma State,,W,,69,54,15,,,True
83,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
84,2000-01,2001-03-16,,Michigan State,3,,Alabama State,,W,,69,35,34,,,True
85,2000-01,2001-03-16,,Arizona,5,,Eastern Illinois,,W,,101,76,25,,,True
86,2000-01,2001-03-16,,Butler,,,Wake Forest,23,W,,79,63,16,,,True
87,2000-01,2001-03-16,,Kansas,12,,Cal State Northridge,,W,,99,75,24,,,True
88,2000-01,2001-03-16,,Fresno State,,,California,,W,,82,70,12,,,True
89,2000-01,2001-03-16,,Charlotte,,,Tennessee,,W,,70,63,7,,,True
90,2000-01,2001-03-16,,Florida,8,,Western Kentucky,,W,,69,56,13,,,True
91,2000-01,2001-03-16,,Gonzaga,,,Virginia,16,W,,86,85,1,,,True
92,2000-01,2001-03-16,,Syracuse,17,,Hawaii,,W,,79,69,10,,,True
93,2000-01,2001-03-16,,Illinois,4,,Northwestern State,,W,,96,54,42,,,True
94,2000-01,2001-03-16,,Indiana State,,,Oklahoma,13,W,,70,68,2,,1,True
95,2000-01,2001-03-16,,Mississippi,14,,Iona,,W,,72,70,2,,,True
96,2000-01,2001-03-16,,North Carolina,6,,Princeton,,W,,70,48,22,,,True
97,2000-01,2001-03-16,,Notre Dame,19,,Xavier,,W,,83,71,12,,,True
98,2000-01,2001-03-16,,Penn State,,,Providence,,W,,69,59,10,,,True
99,2000-01,2001-03-16,,Temple,,,Texas,18,W,,79,65,14,,,True
100,2000-01,2001-03-17,,Southern California,,,Boston College,7,W,,74,71,3,,,True
101,2000-01,2001-03-17,,Cincinnati,,,Kent State,,W,,66,43,23,,,True
102,2000-01,2001-03-17,,Duke,1,,Missouri,,W,,94,81,13,,,True
103,2000-01,2001-03-17,,Georgetown,21,,Hampton,,W,,76,57,19,,,True
0,2000-01,2001-03-17,,Maryland,11,,Georgia State,,W,,79,60,19,,,True
1,2000-01,2001-03-17,,Kentucky,9,,Iowa,24,W,,92,79,13,,,True
2,2000-01,2001-03-17,,Stanford,2,,Saint Joseph's,22,W,,90,83,7,,,True
3,2000-01,2001-03-17,,UCLA,15,,Utah State,,W,,75,50,25,,,True
4,2000-01,2001-03-18,,Arizona,5,,Butler,,W,,73,52,21,,,True
5,2000-01,2001-03-18,,Illinois,4,,Charlotte,,W,,79,61,18,,,True
6,2000-01,2001-03-18,,Temple,,,Florida,8,W,,75,54,21,,,True
7,2000-01,2001-03-18,,Michigan State,3,,Fresno State,,W,,81,65,16,,,True
8,2000-01,2001-03-18,,Gonzaga,,,Indiana State,,W,,85,68,17,,,True
9,2000-01,2001-03-18,,Kansas,12,,Syracuse,17,W,,87,58,29,,,True
10,2000-01,2001-03-18,,Mississippi,14,,Notre Dame,19,W,,59,56,3,,,True
11,2000-01,2001-03-18,,Penn State,,,North Carolina,6,W,,82,74,8,,,True
12,2000-01,2001-03-22,,Stanford,2,,Cincinnati,,W,,78,65,13,,,True
13,2000-01,2001-03-22,,Duke,1,,UCLA,15,W,,76,63,13,,,True
14,2000-01,2001-03-22,,Maryland,11,,Georgetown,21,W,,76,66,10,,,True
15,2000-01,2001-03-22,,Southern California,,,Kentucky,9,W,,80,76,4,,,True
16,2000-01,2001-03-23,,Arizona,5,,Mississippi,14,W,,66,56,10,,,True
17,2000-01,2001-03-23,,Michigan State,3,,Gonzaga,,W,,77,62,15,,,True
18,2000-01,2001-03-23,,Illinois,4,,Kansas,12,W,,80,64,16,,,True
19,2000-01,2001-03-23,,Temple,,,Penn State,,W,,84,72,12,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,2000-01,2001-03-24,,Duke,1,,Southern California,,W,,79,69,10,,,True
22,2000-01,2001-03-24,,Maryland,11,,Stanford,2,W,,87,73,14,,,True
23,2000-01,2001-03-25,,Arizona,5,,Illinois,4,W,,87,81,6,,,True
24,2000-01,2001-03-25,,Michigan State,3,,Temple,,W,,69,62,7,,,True
25,2000-01,2001-03-31,,Arizona,5,,Michigan State,3,W,,80,61,19,,,True
26,2000-01,2001-03-31,,Duke,1,,Maryland,11,W,,95,84,11,,,True
27,2000-01,2001-04-02,,Duke,1,,Arizona,5,W,,82,72,10,,,True
0,2000-01,2001-03-13,,Northwestern State,,,Winthrop,,W,,71,67,4,,,True
1,2000-01,2001-03-15,,Georgetown,21,,Arkansas,,W,,63,61,2,,,True
2,2000-01,2001-03-15,,Boston College,7,,Southern Utah,,W,,68,65,3,,,True
3,2000-01,2001-03-15,,Cincinnati,,,Brigham Young,,W,,84,59,25,,,True
4,2000-01,2001-03-15,,Iowa,24,,Creighton,,W,,69,56,13,,,True
5,2000-01,2001-03-15,,Duke,1,,Monmouth,,W,,95,52,43,,,True
6,2000-01,2001-03-15,,Maryland,11,,George Mason,,W,,83,80,3,,,True
7,2000-01,2001-03-15,,Missouri,,,Georgia,,W,,70,68,2,,,True
8,2000-01,2001-03-15,,Georgia State,,,Wisconsin,25,W,,50,49,1,,,True
9,2000-01,2001-03-15,,Saint Joseph's,22,,Georgia Tech,,W,,66,62,4,,,True
10,2000-01,2001-03-15,,Hampton,,,Iowa State,10,W,,58,57,1,,,True
11,2000-01,2001-03-15,,UCLA,15,,Hofstra,,W,,61,48,13,,,True
12,2000-01,2001-03-15,,Kentucky,9,,Holy Cross,,W,,72,68,4,,,True
13,2000-01,2001-03-15,,Kent State,,,Indiana,20,W,,77,73,4,,,True
14,2000-01,2001-03-15,,Stanford,2,,UNC Greensboro,,W,,89,60,29,,,True
15,2000-01,2001-03-15,,Utah State,,,Ohio State,,W,,77,68,9,,1,True
16,2000-01,2001-03-15,,Southern California,,,Oklahoma State,,W,,69,54,15,,,True
17,2000-01,2001-03-16,,Michigan State,3,,Alabama State,,W,,69,35,34,,,True
18,2000-01,2001-03-16,,Arizona,5,,Eastern Illinois,,W,,101,76,25,,,True
19,2000-01,2001-03-16,,Butler,,,Wake Forest,23,W,,79,63,16,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,2000-01,2001-03-16,,Kansas,12,,Cal State Northridge,,W,,99,75,24,,,True
22,2000-01,2001-03-16,,Fresno State,,,California,,W,,82,70,12,,,True
23,2000-01,2001-03-16,,Charlotte,,,Tennessee,,W,,70,63,7,,,True
24,2000-01,2001-03-16,,Florida,8,,Western Kentucky,,W,,69,56,13,,,True
25,2000-01,2001-03-16,,Gonzaga,,,Virginia,16,W,,86,85,1,,,True
26,2000-01,2001-03-16,,Syracuse,17,,Hawaii,,W,,79,69,10,,,True
27,2000-01,2001-03-16,,Illinois,4,,Northwestern State,,W,,96,54,42,,,True
28,2000-01,2001-03-16,,Indiana State,,,Oklahoma,13,W,,70,68,2,,1,True
29,2000-01,2001-03-16,,Mississippi,14,,Iona,,W,,72,70,2,,,True
30,2000-01,2001-03-16,,North Carolina,6,,Princeton,,W,,70,48,22,,,True
31,2000-01,2001-03-16,,Notre Dame,19,,Xavier,,W,,83,71,12,,,True
32,2000-01,2001-03-16,,Penn State,,,Providence,,W,,69,59,10,,,True
33,2000-01,2001-03-16,,Temple,,,Texas,18,W,,79,65,14,,,True
34,2000-01,2001-03-17,,Southern California,,,Boston College,7,W,,74,71,3,,,True
35,2000-01,2001-03-17,,Cincinnati,,,Kent State,,W,,66,43,23,,,True
36,2000-01,2001-03-17,,Duke,1,,Missouri,,W,,94,81,13,,,True
37,2000-01,2001-03-17,,Georgetown,21,,Hampton,,W,,76,57,19,,,True
38,2000-01,2001-03-17,,Maryland,11,,Georgia State,,W,,79,60,19,,,True
39,2000-01,2001-03-17,,Kentucky,9,,Iowa,24,W,,92,79,13,,,True
40,2000-01,2001-03-17,,Stanford,2,,Saint Joseph's,22,W,,90,83,7,,,True
41,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
42,2000-01,2001-03-17,,UCLA,15,,Utah State,,W,,75,50,25,,,True
43,2000-01,2001-03-18,,Arizona,5,,Butler,,W,,73,52,21,,,True
44,2000-01,2001-03-18,,Illinois,4,,Charlotte,,W,,79,61,18,,,True
45,2000-01,2001-03-18,,Temple,,,Florida,8,W,,75,54,21,,,True
46,2000-01,2001-03-18,,Michigan State,3,,Fresno State,,W,,81,65,16,,,True
47,2000-01,2001-03-18,,Gonzaga,,,Indiana State,,W,,85,68,17,,,True
48,2000-01,2001-03-18,,Kansas,12,,Syracuse,17,W,,87,58,29,,,True
49,2000-01,2001-03-18,,Mississippi,14,,Notre Dame,19,W,,59,56,3,,,True
50,2000-01,2001-03-18,,Penn State,,,North Carolina,6,W,,82,74,8,,,True
51,2000-01,2001-03-22,,Stanford,2,,Cincinnati,,W,,78,65,13,,,True
52,2000-01,2001-03-22,,Duke,1,,UCLA,15,W,,76,63,13,,,True
53,2000-01,2001-03-22,,Maryland,11,,Georgetown,21,W,,76,66,10,,,True
54,2000-01,2001-03-22,,Southern California,,,Kentucky,9,W,,80,76,4,,,True
55,2000-01,2001-03-23,,Arizona,5,,Mississippi,14,W,,66,56,10,,,True
56,2000-01,2001-03-23,,Michigan State,3,,Gonzaga,,W,,77,62,15,,,True
57,2000-01,2001-03-23,,Illinois,4,,Kansas,12,W,,80,64,16,,,True
58,2000-01,2001-03-23,,Temple,,,Penn State,,W,,84,72,12,,,True
59,2000-01,2001-03-24,,Duke,1,,Southern California,,W,,79,69,10,,,True
60,2000-01,2001-03-24,,Maryland,11,,Stanford,2,W,,87,73,14,,,True
61,2000-01,2001-03-25,,Arizona,5,,Illinois,4,W,,87,81,6,,,True
62,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
63,2000-01,2001-03-25,,Michigan State,3,,Temple,,W,,69,62,7,,,True
64,2000-01,2001-03-31,,Arizona,5,,Michigan State,3,W,,80,61,19,,,True
65,2000-01,2001-03-31,,Duke,1,,Maryland,11,W,,95,84,11,,,True
66,2000-01,2001-04-02,,Duke,1,,Arizona,5,W,,82,72,10,,,True
67,2001-02,2002-03-12,,Siena,,,Alcorn State,,W,,81,77,4,,,True
68,2001-02,2002-03-14,,Alabama,8,,Florida Atlantic,,W,,86,78,8,,,True
69,2001-02,2002-03-14,,Arizona,7,,UC Santa Barbara,,W,,86,81,5,,,True
70,2001-02,2002-03-14,,Notre Dame,,,Charlotte,,W,,82,63,19,,,True
71,2001-02,2002-03-14,,Ohio State,14,,Davidson,,W,,69,64,5,,,True
72,2001-02,2002-03-14,,Duke,1,,Winthrop,,W,,84,37,47,,,True
73,2001-02,2002-03-14,,Wyoming,,,Gonzaga,6,W,,73,66,7,,,True
74,2001-02,2002-03-14,,Kansas,2,,Holy Cross,,W,,70,59,11,,,True
75,2001-02,2002-03-14,,Indiana,,,Utah,,W,,75,56,19,,,True
76,2001-02,2002-03-14,,Kent State,,,Oklahoma State,20,W,,69,61,8,,,True
77,2001-02,2002-03-14,,Kentucky,16,,Valparaiso,,W,,83,68,15,,,True
78,2001-02,2002-03-14,,Tulsa,,,Marquette,12,W,,71,69,2,,,True
79,2001-02,2002-03-14,,Missouri,,,Miami (FL),21,W,,93,80,13,,,True
80,2001-02,2002-03-14,,Oregon,11,,Montana,,W,,81,62,19,,,True
81,2001-02,2002-03-14,,UNC Wilmington,,,Southern California,18,W,,93,89,4,,1,True
82,2001-02,2002-03-14,,Wake Forest,,,Pepperdine,,W,,83,74,9,,,True
83,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
84,2001-02,2002-03-14,,Stanford,24,,Western Kentucky,19,W,,84,68,16,,,True
85,2001-02,2002-03-15,,Texas,,,Boston College,,W,,70,57,13,,,True
86,2001-02,2002-03-15,,Cincinnati,5,,Boston University,,W,,90,52,38,,,True
87,2001-02,2002-03-15,,California,,,Pennsylvania,,W,,82,75,7,,,True
88,2001-02,2002-03-15,,Pittsburgh,9,,Central Connecticut State,,W,,71,54,17,,,True
89,2001-02,2002-03-15,,Connecticut,10,,Hampton,,W,,78,67,11,,,True
90,2001-02,2002-03-15,,Creighton,,,Florida,15,W,,83,82,1,,2,True
91,2001-02,2002-03-15,,Georgia,23,,Murray State,,W,,85,68,17,,,True
92,2001-02,2002-03-15,,Xavier,22,,Hawaii,25,W,,70,58,12,,,True
93,2001-02,2002-03-15,,Illinois,13,,San Diego State,,W,,93,64,29,,,True
94,2001-02,2002-03-15,,Oklahoma,3,,Illinois-Chicago,,W,,71,63,8,,,True
95,2001-02,2002-03-15,,Maryland,4,,Siena,,W,,85,70,15,,,True
96,2001-02,2002-03-15,,Mississippi State,17,,McNeese State,,W,,70,58,12,,,True
97,2001-02,2002-03-15,,NC State,,,Michigan State,,W,,69,58,11,,,True
98,2001-02,2002-03-15,,UCLA,,,Mississippi,,W,,80,58,22,,,True
99,2001-02,2002-03-15,,Southern Illinois,,,Texas Tech,,W,,76,68,8,,,True
100,2001-02,2002-03-15,,Wisconsin,,,St. John's (NY),,W,,80,70,10,,,True
101,2001-02,2002-03-16,,Kent State,,,Alabama,8,W,,71,58,13,,,True
102,2001-02,2002-03-16,,Arizona,7,,Wyoming,,W,,68,60,8,,,True
103,2001-02,2002-03-16,,Duke,1,,Notre Dame,,W,,84,77,7,,,True
0,2001-02,2002-03-16,,Indiana,,,UNC Wilmington,,W,,76,67,9,,,True
1,2001-02,2002-03-16,,Kansas,2,,Stanford,24,W,,86,63,23,,,True
2,2001-02,2002-03-16,,Kentucky,16,,Tulsa,,W,,87,82,5,,,True
3,2001-02,2002-03-16,,Missouri,,,Ohio State,14,W,,83,67,16,,,True
4,2001-02,2002-03-16,,Oregon,11,,Wake Forest,,W,,92,87,5,,,True
5,2001-02,2002-03-17,,Pittsburgh,9,,California,,W,,63,50,13,,,True
6,2001-02,2002-03-17,,UCLA,,,Cincinnati,5,W,,105,101,4,,2,True
7,2001-02,2002-03-17,,Connecticut,10,,NC State,,W,,77,74,3,,,True
8,2001-02,2002-03-17,,Illinois,13,,Creighton,,W,,72,60,12,,,True
9,2001-02,2002-03-17,,Southern Illinois,,,Georgia,23,W,,77,75,2,,,True
10,2001-02,2002-03-17,,Maryland,4,,Wisconsin,,W,,87,57,30,,,True
11,2001-02,2002-03-17,,Texas,,,Mississippi State,17,W,,68,64,4,,,True
12,2001-02,2002-03-17,,Oklahoma,3,,Xavier,22,W,,78,65,13,,,True
13,2001-02,2002-03-21,,Oklahoma,3,,Arizona,7,W,,88,67,21,,,True
14,2001-02,2002-03-21,,Indiana,,,Duke,1,W,,74,73,1,,,True
15,2001-02,2002-03-21,,Kent State,,,Pittsburgh,9,W,,78,73,5,,1,True
16,2001-02,2002-03-21,,Missouri,,,UCLA,,W,,82,73,9,,,True
17,2001-02,2002-03-22,,Connecticut,10,,Southern Illinois,,W,,71,59,12,,,True
18,2001-02,2002-03-22,,Kansas,2,,Illinois,13,W,,73,69,4,,,True
19,2001-02,2002-03-22,,Maryland,4,,Kentucky,16,W,,78,68,10,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,2001-02,2002-03-22,,Oregon,11,,Texas,,W,,72,70,2,,,True
22,2001-02,2002-03-23,,Indiana,,,Kent State,,W,,81,69,12,,,True
23,2001-02,2002-03-23,,Oklahoma,3,,Missouri,,W,,81,75,6,,,True
24,2001-02,2002-03-24,,Maryland,4,,Connecticut,10,W,,90,82,8,,,True
25,2001-02,2002-03-24,,Kansas,2,,Oregon,11,W,,104,86,18,,,True
26,2001-02,2002-03-30,,Indiana,,,Oklahoma,3,W,,73,64,9,,,True
27,2001-02,2002-03-30,,Maryland,4,,Kansas,2,W,,97,88,9,,,True
28,2001-02,2002-04-01,,Maryland,4,,Indiana,,W,,64,52,12,,,True
0,2001-02,2002-03-12,,Siena,,,Alcorn State,,W,,81,77,4,,,True
1,2001-02,2002-03-14,,Alabama,8,,Florida Atlantic,,W,,86,78,8,,,True
2,2001-02,2002-03-14,,Arizona,7,,UC Santa Barbara,,W,,86,81,5,,,True
3,2001-02,2002-03-14,,Notre Dame,,,Charlotte,,W,,82,63,19,,,True
4,2001-02,2002-03-14,,Ohio State,14,,Davidson,,W,,69,64,5,,,True
5,2001-02,2002-03-14,,Duke,1,,Winthrop,,W,,84,37,47,,,True
6,2001-02,2002-03-14,,Wyoming,,,Gonzaga,6,W,,73,66,7,,,True
7,2001-02,2002-03-14,,Kansas,2,,Holy Cross,,W,,70,59,11,,,True
8,2001-02,2002-03-14,,Indiana,,,Utah,,W,,75,56,19,,,True
9,2001-02,2002-03-14,,Kent State,,,Oklahoma State,20,W,,69,61,8,,,True
10,2001-02,2002-03-14,,Kentucky,16,,Valparaiso,,W,,83,68,15,,,True
11,2001-02,2002-03-14,,Tulsa,,,Marquette,12,W,,71,69,2,,,True
12,2001-02,2002-03-14,,Missouri,,,Miami (FL),21,W,,93,80,13,,,True
13,2001-02,2002-03-14,,Oregon,11,,Montana,,W,,81,62,19,,,True
14,2001-02,2002-03-14,,UNC Wilmington,,,Southern California,18,W,,93,89,4,,1,True
15,2001-02,2002-03-14,,Wake Forest,,,Pepperdine,,W,,83,74,9,,,True
16,2001-02,2002-03-14,,Stanford,24,,Western Kentucky,19,W,,84,68,16,,,True
17,2001-02,2002-03-15,,Texas,,,Boston College,,W,,70,57,13,,,True
18,2001-02,2002-03-15,,Cincinnati,5,,Boston University,,W,,90,52,38,,,True
19,2001-02,2002-03-15,,California,,,Pennsylvania,,W,,82,75,7,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,2001-02,2002-03-15,,Pittsburgh,9,,Central Connecticut State,,W,,71,54,17,,,True
22,2001-02,2002-03-15,,Connecticut,10,,Hampton,,W,,78,67,11,,,True
23,2001-02,2002-03-15,,Creighton,,,Florida,15,W,,83,82,1,,2,True
24,2001-02,2002-03-15,,Georgia,23,,Murray State,,W,,85,68,17,,,True
25,2001-02,2002-03-15,,Xavier,22,,Hawaii,25,W,,70,58,12,,,True
26,2001-02,2002-03-15,,Illinois,13,,San Diego State,,W,,93,64,29,,,True
27,2001-02,2002-03-15,,Oklahoma,3,,Illinois-Chicago,,W,,71,63,8,,,True
28,2001-02,2002-03-15,,Maryland,4,,Siena,,W,,85,70,15,,,True
29,2001-02,2002-03-15,,Mississippi State,17,,McNeese State,,W,,70,58,12,,,True
30,2001-02,2002-03-15,,NC State,,,Michigan State,,W,,69,58,11,,,True
31,2001-02,2002-03-15,,UCLA,,,Mississippi,,W,,80,58,22,,,True
32,2001-02,2002-03-15,,Southern Illinois,,,Texas Tech,,W,,76,68,8,,,True
33,2001-02,2002-03-15,,Wisconsin,,,St. John's (NY),,W,,80,70,10,,,True
34,2001-02,2002-03-16,,Kent State,,,Alabama,8,W,,71,58,13,,,True
35,2001-02,2002-03-16,,Arizona,7,,Wyoming,,W,,68,60,8,,,True
36,2001-02,2002-03-16,,Duke,1,,Notre Dame,,W,,84,77,7,,,True
37,2001-02,2002-03-16,,Indiana,,,UNC Wilmington,,W,,76,67,9,,,True
38,2001-02,2002-03-16,,Kansas,2,,Stanford,24,W,,86,63,23,,,True
39,2001-02,2002-03-16,,Kentucky,16,,Tulsa,,W,,87,82,5,,,True
40,2001-02,2002-03-16,,Missouri,,,Ohio State,14,W,,83,67,16,,,True
41,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
42,2001-02,2002-03-16,,Oregon,11,,Wake Forest,,W,,92,87,5,,,True
43,2001-02,2002-03-17,,Pittsburgh,9,,California,,W,,63,50,13,,,True
44,2001-02,2002-03-17,,UCLA,,,Cincinnati,5,W,,105,101,4,,2,True
45,2001-02,2002-03-17,,Connecticut,10,,NC State,,W,,77,74,3,,,True
46,2001-02,2002-03-17,,Illinois,13,,Creighton,,W,,72,60,12,,,True
47,2001-02,2002-03-17,,Southern Illinois,,,Georgia,23,W,,77,75,2,,,True
48,2001-02,2002-03-17,,Maryland,4,,Wisconsin,,W,,87,57,30,,,True
49,2001-02,2002-03-17,,Texas,,,Mississippi State,17,W,,68,64,4,,,True
50,2001-02,2002-03-17,,Oklahoma,3,,Xavier,22,W,,78,65,13,,,True
51,2001-02,2002-03-21,,Oklahoma,3,,Arizona,7,W,,88,67,21,,,True
52,2001-02,2002-03-21,,Indiana,,,Duke,1,W,,74,73,1,,,True
53,2001-02,2002-03-21,,Kent State,,,Pittsburgh,9,W,,78,73,5,,1,True
54,2001-02,2002-03-21,,Missouri,,,UCLA,,W,,82,73,9,,,True
55,2001-02,2002-03-22,,Connecticut,10,,Southern Illinois,,W,,71,59,12,,,True
56,2001-02,2002-03-22,,Kansas,2,,Illinois,13,W,,73,69,4,,,True
57,2001-02,2002-03-22,,Maryland,4,,Kentucky,16,W,,78,68,10,,,True
58,2001-02,2002-03-22,,Oregon,11,,Texas,,W,,72,70,2,,,True
59,2001-02,2002-03-23,,Indiana,,,Kent State,,W,,81,69,12,,,True
60,2001-02,2002-03-23,,Oklahoma,3,,Missouri,,W,,81,75,6,,,True
61,2001-02,2002-03-24,,Maryland,4,,Connecticut,10,W,,90,82,8,,,True
62,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
63,2001-02,2002-03-24,,Kansas,2,,Oregon,11,W,,104,86,18,,,True
64,2001-02,2002-03-30,,Indiana,,,Oklahoma,3,W,,73,64,9,,,True
65,2001-02,2002-03-30,,Maryland,4,,Kansas,2,W,,97,88,9,,,True
66,2001-02,2002-04-01,,Maryland,4,,Indiana,,W,,64,52,12,,,True
67,2002-03,2003-03-18,,UNC Asheville,,,Texas Southern,,W,,92,84,8,,1,True
68,2002-03,2003-03-20,,Arizona,2,,Vermont,,W,,80,51,29,,,True
69,2002-03,2003-03-20,,Arizona State,,,Memphis,19,W,,84,71,13,,,True
70,2002-03,2003-03-20,,Connecticut,23,,Brigham Young,,W,,58,53,5,,,True
71,2002-03,2003-03-20,,California,,,NC State,,W,,76,74,2,,1,True
72,2002-03,2003-03-20,,Central Michigan,,,Creighton,15,W,,79,73,6,,,True
73,2002-03,2003-03-20,,Gonzaga,,,Cincinnati,,W,,74,69,5,,,True
74,2002-03,2003-03-20,,Duke,7,,Colorado State,,W,,67,57,10,,,True
75,2002-03,2003-03-20,,Tulsa,,,Dayton,16,W,,84,71,13,,,True
76,2002-03,2003-03-20,,Marquette,9,,Holy Cross,,W,,72,68,4,,,True
77,2002-03,2003-03-20,,Illinois,11,,Western Kentucky,,W,,65,60,5,,,True
78,2002-03,2003-03-20,,Kansas,6,,Utah State,,W,,64,61,3,,,True
79,2002-03,2003-03-20,,Notre Dame,22,,Milwaukee,,W,,70,69,1,,,True
80,2002-03,2003-03-20,,Missouri,24,,Southern Illinois,,W,,72,71,1,,,True
81,2002-03,2003-03-20,,Oklahoma,3,,South Carolina State,,W,,71,54,17,,,True
82,2002-03,2003-03-20,,Stanford,18,,San Diego,,W,,77,69,8,,,True
83,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
84,2002-03,2003-03-20,,Wisconsin,21,,Weber State,,W,,81,74,7,,,True
85,2002-03,2003-03-21,,Indiana,,,Alabama,,W,,67,62,5,,,True
86,2002-03,2003-03-21,,Auburn,,,Saint Joseph's,,W,,65,63,2,,1,True
87,2002-03,2003-03-21,,Louisville,14,,Austin Peay,,W,,86,64,22,,,True
88,2002-03,2003-03-21,,Butler,,,Mississippi State,20,W,,47,46,1,,,True
89,2002-03,2003-03-21,,Michigan State,,,Colorado,,W,,79,64,15,,,True
90,2002-03,2003-03-21,,Wake Forest,8,,East Tennessee State,,W,,76,73,3,,,True
91,2002-03,2003-03-21,,Florida,10,,Sam Houston State,,W,,85,55,30,,,True
92,2002-03,2003-03-21,,Kentucky,1,,IUPUI,,W,,95,64,31,,,True
93,2002-03,2003-03-21,,Purdue,,,Louisiana State,,W,,80,56,24,,,True
94,2002-03,2003-03-21,,Syracuse,13,,Manhattan,,W,,76,65,11,,,True
95,2002-03,2003-03-21,,Maryland,17,,UNC Wilmington,,W,,75,73,2,,,True
96,2002-03,2003-03-21,,Texas,5,,UNC Asheville,,W,,82,61,21,,,True
97,2002-03,2003-03-21,,Oklahoma State,,,Pennsylvania,,W,,77,63,14,,,True
98,2002-03,2003-03-21,,Utah,,,Oregon,,W,,60,58,2,,,True
99,2002-03,2003-03-21,,Pittsburgh,4,,Wagner,,W,,87,61,26,,,True
100,2002-03,2003-03-21,,Xavier,12,,Troy,,W,,71,59,12,,,True
101,2002-03,2003-03-22,,Arizona,2,,Gonzaga,,W,,96,95,1,,2,True
102,2002-03,2003-03-22,,Kansas,6,,Arizona State,,W,,108,76,32,,,True
103,2002-03,2003-03-22,,Oklahoma,3,,California,,W,,74,65,9,,,True
0,2002-03,2003-03-22,,Duke,7,,Central Michigan,,W,,86,60,26,,,True
1,2002-03,2003-03-22,,Connecticut,23,,Stanford,18,W,,85,74,11,,,True
2,2002-03,2003-03-22,,Notre Dame,22,,Illinois,11,W,,68,60,8,,,True
3,2002-03,2003-03-22,,Marquette,9,,Missouri,24,W,,101,92,9,,1,True
4,2002-03,2003-03-22,,Wisconsin,21,,Tulsa,,W,,61,60,1,,,True
5,2002-03,2003-03-23,,Auburn,,,Wake Forest,8,W,,68,62,6,,,True
6,2002-03,2003-03-23,,Butler,,,Louisville,14,W,,79,71,8,,,True
7,2002-03,2003-03-23,,Michigan State,,,Florida,10,W,,68,46,22,,,True
8,2002-03,2003-03-23,,Pittsburgh,4,,Indiana,,W,,74,52,22,,,True
9,2002-03,2003-03-23,,Kentucky,1,,Utah,,W,,74,54,20,,,True
10,2002-03,2003-03-23,,Maryland,17,,Xavier,12,W,,77,64,13,,,True
11,2002-03,2003-03-23,,Syracuse,13,,Oklahoma State,,W,,68,56,12,,,True
12,2002-03,2003-03-23,,Texas,5,,Purdue,,W,,77,67,10,,,True
13,2002-03,2003-03-27,,Arizona,2,,Notre Dame,22,W,,88,71,17,,,True
14,2002-03,2003-03-27,,Kansas,6,,Duke,7,W,,69,65,4,,,True
15,2002-03,2003-03-27,,Kentucky,1,,Wisconsin,21,W,,63,57,6,,,True
16,2002-03,2003-03-27,,Marquette,9,,Pittsburgh,4,W,,77,74,3,,,True
17,2002-03,2003-03-28,,Syracuse,13,,Auburn,,W,,79,78,1,,,True
18,2002-03,2003-03-28,,Oklahoma,3,,Butler,,W,,65,54,11,,,True
19,2002-03,2003-03-28,,Texas,5,,Connecticut,23,W,,82,78,4,,,True
20,Year,Date,?,Schl,Rk.,?,Opp,Rk.,?,?,PTS,OPP,MOV,?,OT,True
21,2002-03,2003-03-28,,Michigan State,,,Maryland,17,W,,60,58,2,,,True
22,2002-03,2003-03-29,,Kansas,6,,Arizona,2,W,,78,75,3,,,True
23,2002-03,2003-03-29,,Marquette,9,,Kentucky,1,W,,83,69,14,,,True
24,2002-03,2003-03-30,,Texas,5,,Michigan State,,W,,85,76,9,,,True
25,2002-03,2003-03-30,,Syracuse,13,,Oklahoma,3,W,,63,47,16,,,True
