,Year,Date,?,Schl,Rk.,?.1,Opp,Rk..1,?.2,?.3,PTS,OPP,MOV,?.4,OT,neutral
91,2022-23,2022-12-18,,Norfolk State,,,North Carolina A&T,,W,,70,66,4,,,True
92,2022-23,2022-12-18,,Texas Southern,,,Hampton,,W,,82,77,5,,,True
93,2022-23,2022-12-18,,Georgia,,,Notre Dame,,W,,77,62,15,,,True
94,2022-23,2022-12-18,,Baylor,11,,Washington State,,W,,65,59,6,,,True
95,2022-23,2022-12-19,,Southern Indiana,,,IUPUI,,W,,87,74,13,,,True
96,2022-23,2022-12-20,,IUPUI,,,Texas A&M-Commerce,,W,,62,52,10,,,True
97,2022-23,2022-12-20,,Drake,,,Mississippi State,15,W,,58,52,6,,,True
98,2022-23,2022-12-20,,Oklahoma,,,Florida,,W,,62,53,9,,,True
99,2022-23,2022-12-21,,Kent State,,,New Mexico State,,W,,73,63,10,,,True
100,2022-23,2022-12-21,,TCU,20,,Utah,,W,,75,71,4,,,True
101,2022-23,2022-12-21,,UC Santa Barbara,,,Appalachian State,,W,,61,50,11,,,True
102,2022-23,2022-12-21,,North Carolina,,,Michigan,,W,,80,76,4,,,True
103,2022-23,2022-12-21,,Saint Mary's (CA),,,Wyoming,,W,,66,54,12,,,True
0,2022-23,2022-12-21,,Southern California,,,Colorado State,,W,,73,64,9,,,True
1,2022-23,2022-12-22,,Stanford,,,Loyola (IL),,W,,75,62,13,,,True
2,2022-23,2022-12-22,,Utah State,,,Seattle,,W,,84,56,28,,,True
3,2022-23,2022-12-22,,Southern Methodist,,,Iona,,W,,85,81,4,,,True
4,2022-23,2022-12-22,,New Mexico State,,,North Carolina A&T,,W,,85,76,9,,,True
5,2022-23,2022-12-22,,Washington State,,,George Washington,,W,,66,64,2,,,True
6,2022-23,2022-12-22,,Missouri,,,Illinois,16,W,,93,71,22,,,True
7,2022-23,2022-12-23,,Iona,,,Seattle,,W,,83,72,11,,,True
8,2022-23,2022-12-23,,Southern Methodist,,,Utah State,,W,,77,74,3,,,True
9,2022-23,2022-12-23,,Pepperdine,,,George Washington,,W,,81,70,11,,,True
10,2022-23,2022-12-25,,Seattle,,,George Washington,,W,,85,67,18,,,True
11,2022-23,2022-12-25,,Iona,,,Pepperdine,,W,,76,66,10,,,True
12,2022-23,2022-12-25,,Utah State,,,Washington State,,W,,82,73,9,,,True
13,2022-23,2023-02-04,,Morgan State,,,Delaware State,,W,,75,65,10,,,True
14,2022-23,2023-02-04,,Norfolk State,,,Hampton,,W,,83,71,12,,,True
15,2022-23,2023-02-18,,Grambling,,,Southern,,W,,69,64,5,,1,True
16,2022-23,2023-02-27,,Bellarmine,,,North Florida,,W,,76,74,2,,,True
17,2022-23,2023-02-27,,Queens (NC),,,Florida Gulf Coast,,W,,61,55,6,,,True
18,2022-23,2023-02-28,,Arkansas State,,,Coastal Carolina,,W,,86,69,17,,,True
19,2022-23,2023-02-28,,Texas State,,,Georgia State,,W,,81,76,5,,,True
